corner_id,corner,temp_c,vin_v,vout_0ma,vout_25ma,vout_50ma,ivin_0ma_ua,iload_25ma,iload_50ma,isns_mv_50ma,vth_mv_50ma,sense_margin_pct,ilim_1764_ma,ilim_1500_ma,ilim_0900_ma,ilim_0300_ma,ilim_0000_ma,pshort_mw,flat_0_vs_1500_pct
sf_125c_3.30v,sf,125,3.30,1.79909,1.79908,1.79908,15.5178,24.9872,49.9744,67.4828,101.38,33.4359,75.5953,75.62,75.7492,75.956,76.2011,251.464,0.768381
sf_125c_3.63v,sf,125,3.63,1.79887,1.79886,1.79886,17.5427,24.9842,49.9683,67.5259,101.659,33.5757,75.6262,75.6792,75.8403,76.2364,76.8916,279.116,1.60207
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79944,1.79944,1.79944,13.4961,24.9922,49.9843,55.7555,100.828,44.7024,91.3443,91.3288,91.5308,91.8249,92.0239,273.311,0.761118
res_ff_-40c_3.30v,res_ff,-40,3.30,1.79941,1.7994,1.7994,15.5928,24.9917,49.9835,55.8137,101.2,44.8481,91.3345,91.4138,91.6769,92.0383,92.4141,304.967,1.09429
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79933,1.79933,1.79933,17.7343,24.9907,49.9813,55.8452,101.525,44.9939,91.4327,91.5439,91.8428,92.4611,93.3832,338.981,2.00917
res_ff_27c_2.97v,res_ff,27,2.97,1.79934,1.79934,1.79934,14.8956,24.9908,49.9816,55.0021,100.858,45.466,92.7173,92.6475,92.7684,92.9982,93.1623,276.692,0.555568
res_ff_27c_3.30v,res_ff,27,3.30,1.7993,1.7993,1.7993,17.1725,24.9903,49.9805,55.0597,101.198,45.5923,92.6425,92.6842,92.8785,93.1727,93.4985,308.545,0.878608
res_ff_27c_3.63v,res_ff,27,3.63,1.7992,1.7992,1.7992,19.5017,24.9889,49.9778,55.0901,101.494,45.7207,92.6945,92.7745,93.0094,93.5392,94.3752,342.582,1.72541
res_ff_125c_2.97v,res_ff,125,2.97,1.79915,1.79915,1.79915,16.652,24.9882,49.9763,54.5178,100.906,45.9714,93.7162,93.5692,93.5926,93.7461,93.8684,278.789,0.31971
res_ff_125c_3.30v,res_ff,125,3.30,1.7991,1.7991,1.7991,19.1328,24.9875,49.9749,54.5748,101.214,46.08,93.5517,93.5483,93.6613,93.8764,94.141,310.665,0.633619
res_ff_125c_3.63v,res_ff,125,3.63,1.79896,1.79895,1.79895,21.684,24.9855,49.9709,54.6037,101.481,46.1932,93.5491,93.5922,93.7523,94.1758,94.9005,344.489,1.39788
res_ss_-40c_2.97v,res_ss,-40,2.97,1.7995,1.7995,1.7995,9.62322,24.9931,49.9861,81.7591,100.846,18.9271,62.0798,62.1146,62.3102,62.5556,62.7165,186.268,0.968984
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79948,1.79948,1.79947,10.9852,24.9927,49.9854,81.8884,101.248,19.1207,62.1266,62.2078,62.435,62.7301,63.0238,207.979,1.31185
res_ss_-40c_3.63v,res_ss,-40,3.63,1.79941,1.79941,1.79941,12.3746,24.9918,49.9836,81.9595,101.604,19.3342,62.2265,62.324,62.5732,63.0614,63.7555,231.433,2.29682
res_ss_27c_2.97v,res_ss,27,2.97,1.79941,1.79941,1.79941,10.5689,24.9918,49.9836,80.7922,100.891,19.9215,62.8976,62.901,63.0393,63.2347,63.3683,188.204,0.742881
res_ss_27c_3.30v,res_ss,27,3.30,1.79938,1.79938,1.79938,12.0485,24.9914,49.9827,80.9206,101.254,20.0813,62.9059,62.9609,63.1363,63.379,63.636,209.999,1.07224
res_ss_27c_3.63v,res_ss,27,3.63,1.7993,1.79929,1.79929,13.5604,24.9902,49.9803,80.9904,101.573,20.2639,62.9734,63.0476,63.247,63.6692,64.305,233.427,1.99435
res_ss_125c_2.97v,res_ss,125,2.97,1.79924,1.79924,1.79924,11.7639,24.9894,49.9788,80.2765,100.958,20.4855,63.405,63.3693,63.4401,63.5781,63.6801,189.13,0.490537
res_ss_125c_3.30v,res_ss,125,3.30,1.7992,1.7992,1.7992,13.3787,24.9888,49.9776,80.4048,101.283,20.6138,63.3661,63.3905,63.5061,63.6888,63.9016,210.875,0.806256
res_ss_125c_3.63v,res_ss,125,3.63,1.79907,1.79907,1.79907,15.0382,24.987,49.9741,80.4727,101.568,20.7693,63.3961,63.4435,63.5863,63.9305,64.4911,234.103,1.65123
