corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,hg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,hg_off_tran,slope_vpms,t_startup_ms
ff_125c_3.63v_1u_0.1_1e9,ff,125,3.63,1u,0.1,1e9,0.000261224,0.000629419,0.000772798,1.7941,1.79359,9.22762,9.28108,7.92118,-0.000225048,2.13907,3.63,7.735e-06,1.79189,3.63,5.03676e-08,1.11463e-06,2.71595,0.772798
ff_125c_3.63v_1u_0.1_36,ff,125,3.63,1u,0.1,36,0.000261297,0.000629481,0.000773112,1.79357,1.79357,71.6613,73.4418,59.3372,-3.12588,2.13907,3.63,9.13424e-08,7.712e-06,3.63002,-3.66586e-08,2.79328e-06,2.71603,0.773112
ff_125c_3.63v_4.7u_0.001_36,ff,125,3.63,4.7u,0.001,36,0.000261281,0.000629471,0.000773038,1.79357,1.79357,148.038,148.972,29.9414,-0.573766,2.13907,3.63,7.24846e-09,0.00879748,3.62999,-2.89416e-09,1.16109e-06,2.71599,0.773038
ff_125c_3.63v_4.7u_0.5_36,ff,125,3.63,4.7u,0.5,36,0.000261279,0.000629469,0.000773034,1.79357,1.79357,75.933,77.8892,42.0702,-23.0328,2.13907,3.63,2.21016e-07,0.00933085,3.62999,9.91026e-08,9.02316e-07,2.71599,0.773034
ff_27c_2.97v_1u_0.1_36,ff,27,2.97,1u,0.1,36,0.000224193,0.000551203,0.000574254,1.79934,1.79934,181.329,184.327,195.708,-150.353,2.08824,2.97,2.79679e-07,9.49047e-09,2.97002,-2.74511e-08,5.06955e-06,3.05801,0.574254
ff_27c_3.30v_1u_0.1_36,ff,27,3.30,1u,0.1,36,0.000241716,0.000565019,0.000607893,1.7993,1.7993,115.858,117.847,77.3376,-3.68865,2.16691,3.3,6.74345e-08,1.38597e-08,3.30003,-2.09316e-08,5.71296e-06,3.09307,0.607893
ff_27c_3.63v_1u_0.1_36,ff,27,3.63,1u,0.1,36,0.000259506,0.000605256,0.000723545,1.79918,1.79918,75.2849,76.6224,84.1411,-2.23006,2.24155,3.63,6.32226e-08,3.85284e-08,3.63,-4.54864e-09,3.8285e-06,2.89226,0.723545
fs_-40c_2.97v_1u_0.1_36,fs,-40,2.97,1u,0.1,36,0.000260913,0.000815453,0.000924035,1.79946,1.79946,188.094,194.02,193.177,-350.994,2.32378,2.97,4.98285e-07,1.73104e-08,2.96991,1.70333e-07,1.11465e-05,1.8033,0.924035
fs_-40c_3.30v_1u_0.1_36,fs,-40,3.30,1u,0.1,36,0.000292291,0.000836941,0.00094149,1.79944,1.79944,264.692,269.325,315.301,-731.304,2.41159,3.3,9.05493e-06,1.27948e-08,3.29996,1.62943e-08,7.52515e-06,1.83604,0.94149
fs_-40c_3.63v_1u_0.1_36,fs,-40,3.63,1u,0.1,36,0.00032182,0.000859445,0.000961653,1.7994,1.79939,301.745,304.401,390.395,-682.768,2.4946,3.63,2.08901e-05,6.23232e-10,3.63005,9.30594e-09,1.39712e-05,1.86003,0.961653
fs_125c_2.97v_1u_0.1_36,fs,125,2.97,1u,0.1,36,0.00023951,0.000684208,0.000752928,1.79921,1.79921,175.737,179.641,172.383,-33.2809,2.155,2.97,9.82253e-07,1.00072e-07,2.97,-4.76158e-09,1.42258e-06,2.24872,0.752928
fs_125c_3.30v_1u_0.1_36,fs,125,3.30,1u,0.1,36,0.000263173,0.000700508,0.000766699,1.79918,1.79918,170.445,172.909,180.746,-130.973,2.24078,3.3,3.03324e-06,1.09167e-07,3.30001,5.66287e-08,1.44546e-06,2.28658,0.766699
fs_125c_3.63v_1u_0.1_36,fs,125,3.63,1u,0.1,36,0.000284838,0.000717114,0.000813436,1.7991,1.7991,111.422,115.79,92.7528,-5.90728,2.32228,3.63,1.07446e-07,1.29425e-07,3.63,3.37885e-08,1.60154e-07,2.31334,0.813436
fs_27c_2.97v_1u_0.1_36,fs,27,2.97,1u,0.1,36,0.000246574,0.000744314,0.000832178,1.79938,1.79937,195.254,200.963,191.053,-217.665,2.25566,2.97,1.10727e-05,1.09249e-09,2.97,1.66467e-08,3.64649e-06,2.00908,0.832178
fs_27c_3.30v_1u_0.1_36,fs,27,3.30,1u,0.1,36,0.000273753,0.000762954,0.000847343,1.79935,1.79935,229.228,231.806,273.95,-345.864,2.34259,3.3,9.3105e-06,4.0078e-09,3.3,-1.8856e-08,1.6552e-06,2.04415,0.847343
fs_27c_3.63v_1u_0.1_36,fs,27,3.63,1u,0.1,36,0.000298929,0.000782054,0.000864795,1.79929,1.79929,172.039,175.219,181.514,-37.0048,2.42493,3.63,3.05007e-06,2.38059e-08,3.62993,8.08596e-08,8.60578e-06,2.06986,0.864795
res_ff_-40c_2.97v_0.33u_0.001_36,res_ff,-40,2.97,0.33u,0.001,36,0.000225733,0.000637901,0.000692463,1.79943,1.79943,211.809,217.721,606.215,-18.4921,2.26026,2.97,1.55352e-08,1.75958e-09,2.96999,-1.39957e-08,3.30978e-06,2.4262,0.692463
res_ff_-40c_2.97v_0.33u_0.5_36,res_ff,-40,2.97,0.33u,0.5,36,0.000225739,0.000637904,0.000692463,1.79946,1.79944,241.243,249.58,772.837,-1485.3,2.26026,2.97,5.07848e-05,9.88849e-09,2.96999,1.6133e-09,6.03069e-06,2.42621,0.692463
res_ff_-40c_2.97v_1u_0.1_1e9,res_ff,-40,2.97,1u,0.1,1e9,0.000225661,0.000637852,0.000692393,1.80067,1.79944,263.245,263.291,255.13,-538.422,2.26026,2.97,1.08769e-05,1.79764,2.97,-2.28225e-08,2.13624e-06,2.42606,0.692393
res_ff_-40c_2.97v_1u_0.1_36,res_ff,-40,2.97,1u,0.1,36,0.000225734,0.000637906,0.000692462,1.79944,1.79943,233.623,236.165,254.058,-406.331,2.26026,2.97,1.35315e-05,-1.47305e-09,2.97002,2.81242e-08,7.32598e-06,2.42617,0.692462
res_ff_-40c_2.97v_4.7u_0.001_36,res_ff,-40,2.97,4.7u,0.001,36,0.000225712,0.000637892,0.000692428,1.79943,1.79943,268.312,273.272,56.9344,-1.48895,2.26026,2.97,3.78781e-08,0.0088269,2.97007,-5.31253e-08,9.74031e-06,2.42612,0.692428
res_ff_-40c_2.97v_4.7u_0.5_36,res_ff,-40,2.97,4.7u,0.5,36,0.000225718,0.000637895,0.000692429,1.79962,1.79943,273.264,279.193,528.819,-3230.21,2.26026,2.97,3.51527e-05,0.00936039,2.96999,5.17386e-08,8.57168e-07,2.42614,0.692429
res_ff_-40c_3.30v_1u_0.1_36,res_ff,-40,3.30,1u,0.1,36,0.000248044,0.00065391,0.000706046,1.7994,1.7994,314.925,317.724,401.961,-883.058,2.34497,3.3,4.20697e-06,-7.39911e-09,3.30006,1.5035e-08,1.01324e-05,2.46387,0.706046
res_ff_-40c_3.63v_0.33u_0.001_36,res_ff,-40,3.63,0.33u,0.001,36,0.000269633,0.000670925,0.000722032,1.79933,1.79933,66.7378,69.7859,197.136,-17.298,2.42512,3.63,1.17805e-08,1.42834e-08,3.62992,3.18669e-09,8.88001e-06,2.49195,0.722032
res_ff_-40c_3.63v_0.33u_0.5_36,res_ff,-40,3.63,0.33u,0.5,36,0.000269631,0.000670923,0.00072203,1.79933,1.79933,161.293,166.041,484.195,-194.583,2.42512,3.63,4.73824e-09,6.2302e-09,3.63001,1.17377e-08,8.01443e-07,2.49195,0.72203
res_ff_-40c_3.63v_1u_0.1_1e9,res_ff,-40,3.63,1u,0.1,1e9,0.000269574,0.000670886,0.000721959,1.79956,1.79933,128.255,128.297,142.498,-0.000731985,2.42512,3.63,3.7243e-08,1.79753,3.62999,4.121e-09,4.96924e-06,2.49183,0.721959
res_ff_-40c_3.63v_1u_0.1_36,res_ff,-40,3.63,1u,0.1,36,0.000269631,0.000670926,0.000722027,1.79933,1.79933,123.38,125.532,138.251,-23.4809,2.42512,3.63,4.85836e-09,2.76234e-08,3.62994,5.72412e-08,1.00154e-05,2.49193,0.722027
res_ff_-40c_3.63v_4.7u_0.001_36,res_ff,-40,3.63,4.7u,0.001,36,0.000269614,0.000670917,0.000721985,1.79933,1.79933,356.521,357.47,75.2442,-2.93651,2.42512,3.63,7.29518e-08,0.00882341,3.62992,3.60294e-09,8.78421e-06,2.49188,0.721985
res_ff_-40c_3.63v_4.7u_0.5_36,res_ff,-40,3.63,4.7u,0.5,36,0.000269608,0.000670929,0.000721998,1.79936,1.79935,287.006,292.155,636.967,-6956.86,2.42512,3.63,6.8606e-05,0.00935927,3.62997,1.28602e-08,1.01649e-05,2.49177,0.721998
res_ff_125c_2.97v_0.33u_0.001_36,res_ff,125,2.97,0.33u,0.001,36,0.000136471,0.000532675,0.000557192,1.79914,1.79914,111.617,115.956,247.952,-37.9693,2.09453,2.97,2.71063e-09,5.08881e-07,2.97,-4.08341e-08,4.12263e-07,2.52395,0.557192
res_ff_125c_2.97v_0.33u_0.5_36,res_ff,125,2.97,0.33u,0.5,36,0.00020376,0.000532677,0.000557195,1.79915,1.79914,132.889,140.334,432.187,-41.2008,2.09453,2.97,1.26072e-06,4.99961e-07,2.97001,1.83223e-08,2.75317e-06,3.04028,0.557195
res_ff_125c_2.97v_1u_0.1_1e9,res_ff,125,2.97,1u,0.1,1e9,0.0002082,0.000532595,0.000557043,1.79947,1.79916,187.768,187.806,191.746,-112.902,2.09453,2.97,4.79799e-05,1.79738,2.97,2.22909e-08,7.01345e-07,3.08266,0.557043
res_ff_125c_2.97v_1u_0.1_36,res_ff,125,2.97,1u,0.1,36,0.000203754,0.000532676,0.000557178,1.79915,1.79914,199.746,204.316,198.432,-54.3474,2.09453,2.97,1.29796e-06,5.09751e-07,2.96999,-1.4444e-08,8.03996e-07,3.04023,0.557178
res_ff_125c_2.97v_4.7u_0.001_36,res_ff,125,2.97,4.7u,0.001,36,0.00020373,0.000532668,0.000557102,1.79914,1.79914,240.009,243.091,50.0669,-1.44582,2.09453,2.97,1.24841e-08,0.00882149,2.97,2.17117e-08,1.20657e-06,3.04009,0.557102
res_ff_125c_2.97v_4.7u_0.5_36,res_ff,125,2.97,4.7u,0.5,36,0.000203728,0.00053267,0.00055712,1.79916,1.79916,239.868,245.826,407.393,-2018.13,2.09453,2.97,3.50339e-05,0.00935679,2.97,3.3081e-08,7.83895e-07,3.04005,0.55712
res_ff_125c_3.30v_1u_0.1_36,res_ff,125,3.30,1u,0.1,36,0.000220473,0.000544739,0.000583252,1.79909,1.79909,183.331,187.307,184.76,-44.1661,2.17748,3.3,4.17348e-07,5.68473e-07,3.30001,4.79398e-09,1.848e-06,3.08389,0.583252
res_ff_125c_3.63v_0.33u_0.001_36,res_ff,125,3.63,0.33u,0.001,36,0.000236284,0.000563769,0.000683803,1.79889,1.79889,77.2128,82.303,166.314,-23.257,2.25635,3.63,4.4511e-09,6.46703e-07,3.63001,1.47284e-07,2.34819e-06,3.05357,0.683803
res_ff_125c_3.63v_0.33u_0.5_36,res_ff,125,3.63,0.33u,0.5,36,0.000236286,0.000563772,0.000683806,1.79889,1.79889,84.0579,90.8144,154.191,-21.8352,2.25635,3.63,9.7723e-07,6.55299e-07,3.62999,-7.93158e-08,1.71262e-06,3.05357,0.683806
res_ff_125c_3.63v_1u_0.1_1e9,res_ff,125,3.63,1u,0.1,1e9,0.000236191,0.000563689,0.000683399,1.79915,1.7989,127.314,127.365,129.796,-26.1519,2.25635,3.63,1.30212e-05,1.7971,3.63,1.62018e-07,1.86271e-07,3.05345,0.683399
res_ff_125c_3.63v_1u_0.1_36,res_ff,125,3.63,1u,0.1,36,0.000236281,0.000563768,0.000683787,1.79889,1.79889,131.572,134.071,85.5043,-3.93462,2.25635,3.63,1.33557e-07,6.48543e-07,3.62999,1.19401e-07,2.13805e-06,3.05356,0.683787
res_ff_125c_3.63v_4.7u_0.001_36,res_ff,125,3.63,4.7u,0.001,36,0.000236264,0.000563746,0.000683684,1.79889,1.79889,238.134,239.744,44.0342,-1.11711,2.25635,3.63,1.11378e-08,0.00881853,3.63001,6.84804e-08,2.21598e-06,3.0536,0.683684
res_ff_125c_3.63v_4.7u_0.5_36,res_ff,125,3.63,4.7u,0.5,36,0.000236262,0.000563743,0.000683665,1.7989,1.7989,202.778,207.479,428.496,-844.033,2.25635,3.63,1.95486e-05,0.00935354,3.62998,1.34196e-07,2.02186e-06,3.05361,0.683665
res_ff_27c_2.97v_1u_0.1_36,res_ff,27,2.97,1u,0.1,36,0.000213157,0.000583261,0.000622508,1.79934,1.79933,225.731,228.878,243.523,-316.148,2.19325,2.97,8.91966e-06,7.31386e-09,2.96997,2.00207e-08,4.17551e-06,2.70194,0.622508
res_ff_27c_3.30v_1u_0.1_36,res_ff,27,3.30,1u,0.1,36,0.000232447,0.00059708,0.000634375,1.79931,1.7993,262.855,265.455,336.935,-808.132,2.27719,3.3,2.49598e-05,-5.73205e-09,3.30006,-5.07647e-08,8.16877e-06,2.74248,0.634375
res_ff_27c_3.63v_1u_0.1_36,res_ff,27,3.63,1u,0.1,36,0.000250829,0.000611633,0.000660179,1.7992,1.7992,230.732,233.013,215.073,-64.3328,2.35677,3.63,2.51992e-06,2.5141e-08,3.62994,8.68541e-08,4.25702e-06,2.77159,0.660179
res_ss_-40c_2.97v_0.33u_0.001_36,res_ss,-40,2.97,0.33u,0.001,36,0.000307358,0.000993963,0.00115175,2.50089,1.9162,222.709,276.353,572.331,-207.344,2.24769,2.97268,0.811724,1.79271e-09,2.96996,1.04749e-08,1.33875e-05,1.45644,1.15175
res_ss_-40c_2.97v_0.33u_0.5_36,res_ss,-40,2.97,0.33u,0.5,36,0.000307356,0.000993962,0.00115175,1.7995,1.7995,91.0734,97.0568,329.793,-290.756,2.24769,2.97,1.14156e-06,-5.50734e-09,2.97001,9.89665e-09,1.46804e-05,1.45644,1.15175
res_ss_-40c_2.97v_1u_0.1_1e9,res_ss,-40,2.97,1u,0.1,1e9,0.000318218,0.00099389,0.00115165,1.80085,1.7995,249.349,249.376,278.79,-240.303,2.24769,2.97,2.38376e-07,1.7977,2.97002,1.09368e-08,7.65765e-06,1.48001,1.15165
res_ss_-40c_2.97v_1u_0.1_36,res_ss,-40,2.97,1u,0.1,36,0.000307353,0.000993959,0.00115175,1.7995,1.7995,246.523,251.883,269.623,-344.261,2.24769,2.97,1.01049e-05,4.17083e-09,2.96999,1.15085e-08,6.87506e-06,1.45644,1.15175
res_ss_-40c_2.97v_4.7u_0.001_36,res_ss,-40,2.97,4.7u,0.001,36,0.000307335,0.000993954,0.00115172,1.79957,1.7995,259.849,264.876,55.1877,-1.55911,2.24769,2.97,5.56594e-08,0.00882507,2.96999,8.27144e-09,2.46746e-06,1.45641,1.15172
res_ss_-40c_2.97v_4.7u_0.5_36,res_ss,-40,2.97,4.7u,0.5,36,0.000307337,0.000993959,0.00115173,1.79969,1.79949,289.87,297.688,403.529,-2565.89,2.24769,2.97,2.25248e-05,0.00936057,2.97,9.88601e-09,7.49524e-06,1.45641,1.15173
res_ss_-40c_3.30v_1u_0.1_36,res_ss,-40,3.30,1u,0.1,36,0.00034451,0.00102057,0.00117426,1.79947,1.79947,257.151,261.996,281.798,-469.923,2.33223,3.3,3.97211e-06,5.09216e-09,3.3,1.04352e-08,4.6788e-06,1.47916,1.17426
res_ss_-40c_3.63v_0.33u_0.001_36,res_ss,-40,3.63,0.33u,0.001,36,0.000380443,0.00104884,0.00120075,2.84369,1.79718,384.873,441.205,1055.04,-235.162,2.41222,3.62942,0.942925,1.42757e-08,3.62992,6.28198e-08,1.60123e-05,1.49612,1.20075
res_ss_-40c_3.63v_0.33u_0.5_36,res_ss,-40,3.63,0.33u,0.5,36,0.000380443,0.00104884,0.00120074,1.79941,1.79941,221.789,229.777,668.766,-248.929,2.41222,3.63,4.18919e-07,1.05011e-07,3.62992,-6.16513e-08,1.38994e-05,1.49612,1.20074
res_ss_-40c_3.63v_1u_0.1_1e9,res_ss,-40,3.63,1u,0.1,1e9,0.000380359,0.00104879,0.00120065,1.79954,1.79941,275.117,275.165,344.42,-314.733,2.41222,3.63,2.64394e-06,1.79761,3.63002,3.17506e-08,5.72667e-06,1.49604,1.20065
res_ss_-40c_3.63v_1u_0.1_36,res_ss,-40,3.63,1u,0.1,36,0.000380443,0.00104885,0.00120074,1.79941,1.79941,238.484,240.762,283.461,-303.702,2.41222,3.63,7.64106e-06,4.95834e-09,3.63004,3.29367e-08,8.8965e-06,1.49609,1.20074
res_ss_-40c_3.63v_4.7u_0.001_36,res_ss,-40,3.63,4.7u,0.001,36,0.000380428,0.00104884,0.00120071,1.79941,1.79941,350.637,352.296,72.187,-0.926713,2.41222,3.63,5.68277e-09,0.00882237,3.63001,8.39905e-09,3.84265e-06,1.49608,1.20071
res_ss_-40c_3.63v_4.7u_0.5_36,res_ss,-40,3.63,4.7u,0.5,36,0.000380425,0.00104884,0.00120072,1.79941,1.79941,285.515,290.33,479.905,-1697.51,2.41222,3.63,1.19478e-05,0.0093594,3.63006,-5.03737e-08,1.72418e-05,1.49608,1.20072
res_ss_125c_2.97v_0.33u_0.001_36,res_ss,125,2.97,0.33u,0.001,36,0.000272668,0.000821027,0.00092886,1.79923,1.79923,100.546,104.748,272.456,-27.2474,2.07354,2.97,9.95059e-09,5.08895e-07,2.96996,8.62124e-08,4.49533e-06,1.82362,0.92886
res_ss_125c_2.97v_0.33u_0.5_36,res_ss,125,2.97,0.33u,0.5,36,0.000272667,0.000821027,0.00092886,1.79923,1.79923,87.1045,91.7905,181.161,-26.7383,2.07354,2.97,1.08768e-06,5.18191e-07,2.96999,-1.25468e-08,2.9233e-06,1.82362,0.92886
res_ss_125c_2.97v_1u_0.1_1e9,res_ss,125,2.97,1u,0.1,1e9,0.000277929,0.000820913,0.000928661,1.79936,1.79924,148.805,148.842,158.83,-46.7312,2.07354,2.97,2.67915e-06,1.79745,2.97,8.88728e-09,5.0806e-07,1.84167,0.928661
res_ss_125c_2.97v_1u_0.1_36,res_ss,125,2.97,1u,0.1,36,0.000272662,0.000821026,0.000928847,1.79923,1.79923,126.455,131.343,109.711,-9.57761,2.07354,2.97,7.80691e-07,5.06302e-07,2.97002,-6.24275e-08,2.8508e-06,1.82361,0.928847
res_ss_125c_2.97v_4.7u_0.001_36,res_ss,125,2.97,4.7u,0.001,36,0.000272646,0.00082102,0.000928782,1.79923,1.79923,221.448,225.437,46.0587,-1.71183,2.07354,2.97,7.4128e-08,0.00882175,2.96998,5.13346e-08,1.81639e-06,1.82357,0.928782
res_ss_125c_2.97v_4.7u_0.5_36,res_ss,125,2.97,4.7u,0.5,36,0.000272644,0.000821021,0.000928794,1.79924,1.79924,218.335,223.532,331.985,-1618.38,2.07354,2.97,6.19401e-06,0.00935716,2.96999,1.16399e-08,1.29791e-06,1.82356,0.928794
res_ss_125c_3.30v_1u_0.1_36,res_ss,125,3.30,1u,0.1,36,0.000300531,0.000841102,0.000971895,1.79918,1.79918,132.935,136.256,121.594,-21.3109,2.15625,3.3,1.18124e-06,5.71261e-07,3.29999,-6.28697e-08,2.67573e-06,1.8499,0.971895
res_ss_125c_3.63v_0.33u_0.001_36,res_ss,125,3.63,0.33u,0.001,36,0.000326874,0.000872752,0.00113952,1.79899,1.79899,79.0106,82.0763,169.486,-26.155,2.23489,3.63,8.06383e-09,6.46699e-07,3.63001,-6.16261e-08,4.42414e-06,1.83191,1.13952
res_ss_125c_3.63v_0.33u_0.5_36,res_ss,125,3.63,0.33u,0.5,36,0.000326874,0.000872752,0.00113952,1.79899,1.79899,67.1135,70.5497,167.292,-41.4593,2.23489,3.63,1.40107e-06,6.55482e-07,3.62999,9.45279e-08,2.91667e-06,1.83191,1.13952
res_ss_125c_3.63v_1u_0.1_1e9,res_ss,125,3.63,1u,0.1,1e9,0.000326741,0.000872639,0.00113897,1.79915,1.79899,92.0396,92.0857,56.3999,-0.000719486,2.23489,3.63,7.69843e-07,1.7972,3.63,-1.25131e-07,1.90685e-06,1.83184,1.13897
res_ss_125c_3.63v_1u_0.1_36,res_ss,125,3.63,1u,0.1,36,0.000326868,0.000872748,0.0011395,1.79899,1.79899,101.694,106.026,74.1734,-4.85033,2.23489,3.63,5.1354e-08,6.43792e-07,3.63002,-9.67105e-08,4.74194e-06,1.8319,1.1395
res_ss_125c_3.63v_4.7u_0.001_36,res_ss,125,3.63,4.7u,0.001,36,0.00032685,0.00087273,0.00113942,1.79899,1.79899,197.451,199.473,34.027,-1.10016,2.23489,3.63,1.46247e-07,0.00881885,3.63,-1.49367e-08,2.03387e-06,1.8319,1.13942
res_ss_125c_3.63v_4.7u_0.5_36,res_ss,125,3.63,4.7u,0.5,36,0.000326852,0.000872731,0.00113941,1.799,1.79899,179.825,184.128,307.549,-558.52,2.23489,3.63,1.84386e-05,0.00935383,3.63001,1.30451e-07,2.52342e-06,1.83191,1.13941
res_ss_27c_2.97v_1u_0.1_36,res_ss,27,2.97,1u,0.1,36,0.000286887,0.000903446,0.00103571,1.79941,1.79941,194.46,196.929,228.561,-196.604,2.17726,2.97,9.61376e-06,-2.19854e-09,2.97003,2.59858e-09,6.7132e-06,1.6219,1.03571
