corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,clg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,clg_off_tran,slope_vpms,t_startup_ms
res_ff_125c_3.63v_1u_0.1_1e9,res_ff,125,3.63,1u,0.1,1e9,0.000859546,0.00210609,0.00260613,1.82808,1.82609,6.29056,6.31452,6.27492,-0.000389489,2.25635,3.62955,0.000153044,1.82424,3.63,2.2411e-08,-1.63064e-07,0.802218,2.60613
res_ff_125c_3.63v_1u_0.1_36,res_ff,125,3.63,1u,0.1,36,0.000842286,0.00217033,0.00254929,1.82924,1.77053,27.5091,77.6045,22.6651,-21.4629,2.25634,3.63897,0.0601013,6.4727e-07,3.63,2.70517e-08,-3.61036e-06,0.752987,2.54929
res_ff_125c_3.63v_4.7u_0.001_36,res_ff,125,3.63,4.7u,0.001,36,0.000820439,0.00216893,0.00254991,1.83316,1.81749,71.3285,121.396,14.7308,-10.2047,2.25635,3.34832,0.0657934,0.0086818,3.62997,2.79802e-08,-3.45486e-05,0.74157,2.54991
res_ff_125c_3.63v_4.7u_0.5_36,res_ff,125,3.63,4.7u,0.5,36,0.000836369,0.00217034,0.0025493,1.80545,1.79915,18.8558,53.6733,4.04618,-1.34062,2.25635,3.62955,1.13437e-10,0.00935406,3.62998,1.58646e-08,-1.58424e-05,0.749641,2.5493
res_ff_27c_2.97v_1u_0.1_36,res_ff,27,2.97,1u,0.1,36,0.000822604,0.00232439,0.00275571,1.84484,1.84129,42.4205,92.6075,36.1898,-34.0548,2.19326,2.92258,0.087472,3.3766e-09,2.96999,1.50263e-08,-5.47528e-06,0.665874,2.75571
res_ff_27c_3.30v_1u_0.1_36,res_ff,27,3.30,1u,0.1,36,0.000851333,0.00236807,0.00281233,1.81458,1.79922,14.6682,64.7053,11.8847,-11.5204,2.27719,3.30276,0.00128796,1.01085e-08,3.29998,2.44356e-08,-1.88634e-05,0.65931,2.81233
res_ff_27c_3.63v_1u_0.1_36,res_ff,27,3.63,1u,0.1,36,0.00087672,0.00240322,0.00285396,1.81054,1.79933,11.1076,61.1583,8.91641,-8.80254,2.35677,3.62993,2.19713e-07,8.96834e-09,3.63002,1.43072e-09,2.2443e-05,0.655093,2.85396
res_ss_-40c_2.97v_0.33u_0.001_36,res_ss,-40,2.97,0.33u,0.001,36,0.00139634,0.00423933,0.00514578,2.32715,1.89039,124.101,177.623,352.653,-178.803,1.75678,2.59838,0.962393,1.66236e-09,2.96998,1.65219e-08,-2.1527e-05,0.351742,5.14578
res_ss_-40c_2.97v_0.33u_0.5_36,res_ss,-40,2.97,0.33u,0.5,36,0.00139634,0.00423933,0.00514578,1.80825,1.79958,1.69226,51.59,5.10626,-4.629,1.75679,2.96982,2.71835e-09,1.61915e-10,2.97,8.47619e-09,1.12691e-06,0.351742,5.14578
res_ss_-40c_2.97v_1u_0.1_1e9,res_ss,-40,2.97,1u,0.1,1e9,0.00123917,0.00438819,0.00519571,1.8409,1.83757,5.83181,5.8419,5.81256,-0.00129596,1.7568,2.9698,0.000513968,1.8356,2.96999,1.66149e-08,-1.26625e-05,0.317559,5.19571
res_ss_-40c_2.97v_1u_0.1_36,res_ss,-40,2.97,1u,0.1,36,0.00139632,0.00423933,0.00514579,1.81171,1.79958,7.80286,57.8339,6.8472,-7.7083,1.75679,2.96982,3.30108e-09,9.04695e-10,2.97,6.37274e-09,2.80269e-06,0.35174,5.14579
res_ss_-40c_2.97v_4.7u_0.001_36,res_ss,-40,2.97,4.7u,0.001,36,0.00137354,0.00423929,0.0051458,1.82196,1.79985,44.1458,94.2211,8.99142,-7.49849,1.75679,2.72042,0.044191,0.00875386,2.97,9.58954e-09,1.94028e-07,0.348949,5.1458
res_ss_-40c_2.97v_4.7u_0.5_36,res_ss,-40,2.97,4.7u,0.5,36,0.00139695,0.00423933,0.0051458,1.8091,1.79958,15.5008,52.6907,3.32604,-2.15303,1.75679,2.96982,1.74387e-09,0.00936322,2.97,8.40118e-09,1.08703e-06,0.351818,5.1458
res_ss_-40c_3.30v_1u_0.1_36,res_ss,-40,3.30,1u,0.1,36,0.00143919,0.00430914,0.00524077,1.80922,1.79956,6.48856,56.4646,5.80035,-6.30898,1.75737,3.2998,2.83347e-09,1.07952e-08,3.29998,1.64348e-08,-2.0026e-05,0.348438,5.24077
res_ss_-40c_3.63v_0.33u_0.001_36,res_ss,-40,3.63,0.33u,0.001,36,0.00147575,0.00436096,0.00530381,1.91307,1.86244,73.8205,124.565,220.164,-157.717,1.75797,3.77362,0.216727,1.39826e-08,3.62999,1.90859e-08,-1.4393e-05,0.346595,5.30381
res_ss_-40c_3.63v_0.33u_0.5_36,res_ss,-40,3.63,0.33u,0.5,36,0.00147575,0.00436096,0.00530381,1.80628,1.7995,1.67866,51.3148,5.06226,-3.71758,1.75796,3.62978,3.3167e-09,-2.19399e-08,3.63002,3.61193e-09,2.39174e-05,0.346595,5.30381
res_ss_-40c_3.63v_1u_0.1_1e9,res_ss,-40,3.63,1u,0.1,1e9,0.00156527,0.00441673,0.00542776,1.83846,1.83544,5.72967,5.74256,5.71349,-0.00128748,1.75797,3.62977,0.000510718,1.83348,3.63002,-2.63445e-10,2.28175e-05,0.350698,5.42776
res_ss_-40c_3.63v_1u_0.1_36,res_ss,-40,3.63,1u,0.1,36,0.00147574,0.00436096,0.00530381,1.80766,1.7995,5.62283,55.6397,4.93538,-5.39098,1.75796,3.62978,3.73839e-09,1.17615e-08,3.63001,9.05396e-09,7.42356e-06,0.346594,5.30381
res_ss_-40c_3.63v_4.7u_0.001_36,res_ss,-40,3.63,4.7u,0.001,36,0.00146635,0.0043609,0.00530382,1.81242,1.80764,24.6317,74.6981,5.19557,-5.21049,1.75796,3.71118,0.0222709,0.00885977,3.63001,2.0553e-09,1.21085e-05,0.345477,5.30382
res_ss_-40c_3.63v_4.7u_0.5_36,res_ss,-40,3.63,4.7u,0.5,36,0.00147533,0.00436096,0.00530381,1.80702,1.7995,15.2952,52.125,3.28694,-1.77941,1.75796,3.62978,1.40069e-09,0.00936,3.63,1.2584e-08,-3.70786e-06,0.346545,5.30381
res_ss_125c_2.97v_0.33u_0.001_36,res_ss,125,2.97,0.33u,0.001,36,0.00125456,0.00344387,0.00412458,1.97664,1.95034,80.2212,131.124,239.236,-159.149,2.07321,2.93594,0.365748,5.08682e-07,2.97003,1.67411e-08,2.61916e-05,0.456765,4.12458
res_ss_125c_2.97v_0.33u_0.5_36,res_ss,125,2.97,0.33u,0.5,36,0.00125456,0.00344387,0.00412458,1.80503,1.79937,0.986529,50.7632,2.98461,-2.20929,2.07318,2.96932,5.01004e-09,4.88762e-07,2.97002,8.0233e-09,2.10224e-05,0.456765,4.12458
res_ss_125c_2.97v_1u_0.1_1e9,res_ss,125,2.97,1u,0.1,1e9,0.00129432,0.00345009,0.00410589,1.82498,1.82116,4.13598,4.14808,4.13122,-0.00104624,2.07318,2.96932,0.000414978,1.81925,2.97005,8.93199e-10,4.87317e-05,0.463871,4.10589
res_ss_125c_2.97v_1u_0.1_36,res_ss,125,2.97,1u,0.1,36,0.00125453,0.00344387,0.00412459,1.80876,1.79937,5.64371,55.6436,5.1862,-5.24653,2.07318,2.96932,5.4637e-06,5.28242e-07,2.96991,4.71305e-08,-9.90843e-05,0.456759,4.12459
res_ss_125c_2.97v_4.7u_0.001_36,res_ss,125,2.97,4.7u,0.001,36,0.00125175,0.00344399,0.00412463,1.81938,1.81433,27.4748,77.5172,5.69673,-5.6558,2.07318,2.88481,0.0355196,0.00876119,2.96999,2.42001e-08,-6.00536e-06,0.456154,4.12463
res_ss_125c_2.97v_4.7u_0.5_36,res_ss,125,2.97,4.7u,0.5,36,0.00125223,0.00344387,0.00412461,1.80682,1.79937,12.8792,52.5662,2.75176,-1.19809,2.07318,2.96932,2.31232e-09,0.00935755,2.97008,4.38489e-09,8.37352e-05,0.456279,4.12461
res_ss_125c_3.30v_1u_0.1_36,res_ss,125,3.30,1u,0.1,36,0.00129671,0.0035052,0.00419949,1.80695,1.79934,4.59251,54.6167,4.16531,-4.32045,2.15345,3.29929,2.09626e-08,5.69357e-07,3.3,2.06327e-08,1.5288e-06,0.452798,4.19949
res_ss_125c_3.63v_0.33u_0.001_36,res_ss,125,3.63,0.33u,0.001,36,0.00133401,0.00355521,0.00425746,1.90601,1.83571,49.7275,100.042,121.771,-112.349,2.21849,3.33073,0.186313,6.46456e-07,3.63,2.22094e-08,1.03633e-06,0.450207,4.25746
res_ss_125c_3.63v_0.33u_0.5_36,res_ss,125,3.63,0.33u,0.5,36,0.00133401,0.00355521,0.00425746,1.80317,1.79924,0.972892,50.5379,2.94366,-1.46851,2.21848,3.62924,2.90702e-09,6.51442e-07,3.63,2.37848e-08,-4.66101e-06,0.450207,4.25746
res_ss_125c_3.63v_1u_0.1_1e9,res_ss,125,3.63,1u,0.1,1e9,0.00132644,0.00360333,0.00418641,1.80157,1.79912,4.04402,4.05953,4.03863,-0.00100923,2.21848,3.58711,0.000267782,1.79766,3.63,1.96252e-08,4.83453e-06,0.439196,4.18641
res_ss_125c_3.63v_1u_0.1_36,res_ss,125,3.63,1u,0.1,36,0.00133397,0.00355521,0.00425746,1.80542,1.79924,3.71225,53.7403,3.37179,-3.51581,2.21848,3.62924,1.89924e-08,6.51817e-07,3.62998,3.36752e-08,-2.4699e-05,0.450199,4.25746
res_ss_125c_3.63v_4.7u_0.001_36,res_ss,125,3.63,4.7u,0.001,36,0.00130903,0.00355535,0.00425749,1.81318,1.79263,22.6994,72.696,4.57516,-4.51909,2.21848,3.75689,0.0247842,0.00879749,3.62999,2.43555e-08,-1.01303e-05,0.445173,4.25749
