corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
res_ff_27c_3.63v,res_ff,27,3.63,1.79933,49.9813,50000.2,1.92915,20.8332,0.000360848,3.63,3.63,0.000481282,2.68514e-06,3.68701e-06,1.63134e-09,0.000483967,0.000402077,0.00285396,1.79933,1.81061,1.79933,61.2193,3.63,50.0007,2.28954e-07,8.67142e-09,1.72198e-06,3.63002,2853.96
res_ff_125c_2.97v,res_ff,125,2.97,1.7993,49.9804,49996.5,2.20877,18.2458,0.0126427,2.97,2.97,0.014365,0.000192535,1.66126e-05,4.67486e-09,0.0145576,0.0141316,0.00246085,1.7718,1.90817,1.69217,129.082,2.39497,129.036,0.216,5.16595e-07,2.31551e-06,2.96996,2460.85
res_ff_125c_3.30v,res_ff,125,3.30,1.79926,49.9793,49997.8,2.20879,20.6527,0.014144,3.3,3.3,0.0160465,0.000192535,1.73936e-05,4.80316e-09,0.016239,0.0158237,0.00251047,1.84001,1.87977,1.72832,121.451,3.24921,113.832,0.14154,5.53997e-07,2.32194e-06,3.30007,2510.47
res_ff_125c_3.63v,res_ff,125,3.63,1.79915,49.9763,49997.2,2.20881,23.1136,0.0160272,3.63,3.63,0.0181589,0.000192535,1.84084e-05,5.41434e-09,0.0183514,0.0179582,0.00254929,1.77157,1.82919,1.76921,77.5363,3.6296,77.5363,0.0599744,6.49528e-07,2.31284e-06,3.62999,2549.29
res_ss_-40c_2.97v,res_ss,-40,2.97,1.79958,49.9883,49997.7,1.02613,10.4126,3.83918e-05,2.97,2.97,0.000101315,2.39822e-06,2.94888e-06,6.3803e-10,0.000103713,4.27384e-05,0.00514579,1.79958,1.81169,1.79958,57.8124,2.97,49.9977,2.28403e-08,9.16104e-10,1.70969e-06,2.97,5145.79
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79956,49.9877,49998.4,1.02613,11.7432,0.000121649,3.3,3.3,0.00020251,2.39822e-06,3.28503e-06,8.37793e-10,0.000204908,0.000135464,0.00524077,1.79956,1.80924,1.79956,56.481,3.3,49.9984,6.21797e-09,1.07979e-08,1.69886e-06,3.29998,5240.77
res_ss_-40c_3.63v,res_ss,-40,3.63,1.7995,49.9862,49998.2,1.02614,13.1037,0.000345766,3.63,3.63,0.000462349,2.39822e-06,3.63159e-06,1.30707e-09,0.000464747,0.000385266,0.00530381,1.7995,1.80768,1.7995,55.68,3.63,49.9983,4.18957e-09,1.17651e-08,1.72791e-06,3.63001,5303.81
res_ss_27c_2.97v,res_ss,27,2.97,1.7995,49.9862,49996.5,1.15757,11.3865,4.94243e-05,2.97,2.97,0.000116143,2.68513e-06,3.00806e-06,8.11673e-10,0.000118828,5.50215e-05,0.00461181,1.7995,1.8116,1.7995,57.7706,2.97,49.9965,2.29396e-08,3.69152e-09,1.73478e-06,2.96999,4611.81
res_ss_27c_3.30v,res_ss,27,3.30,1.79948,49.9855,49997.2,1.15757,12.8242,0.000134457,3.3,3.3,0.000220194,2.68513e-06,3.34399e-06,1.05554e-09,0.000222879,0.000149729,0.00469759,1.79948,1.80941,1.79948,56.44,3.3,49.9972,1.51708e-08,6.40143e-09,1.70635e-06,3.3,4697.59
res_ss_27c_3.63v,res_ss,27,3.63,1.79941,49.9836,49996.7,1.15757,14.2935,0.000360849,3.63,3.63,0.000481274,2.68513e-06,3.68701e-06,1.63133e-09,0.000483959,0.000402079,0.00476012,1.79941,1.8079,1.79941,55.5052,3.63,49.9967,3.49321e-08,1.72216e-08,1.75027e-06,3.62999,4760.12
res_ss_125c_2.97v,res_ss,125,2.97,1.79937,49.9825,49993.8,1.32539,12.6342,0.0126427,2.97,2.97,0.014365,0.000192532,1.66126e-05,4.67486e-09,0.0145576,0.0141316,0.00412459,1.79937,1.80877,1.79936,55.6477,2.96996,50.0008,5.48189e-06,5.28238e-07,2.18159e-06,2.96991,4124.59
res_ss_125c_3.30v,res_ss,125,3.30,1.79934,49.9816,49994.5,1.3254,14.1943,0.014144,3.3,3.3,0.0160465,0.000192532,1.73936e-05,4.80315e-09,0.016239,0.0158237,0.00419949,1.79934,1.80698,1.79934,54.612,3.29996,49.9946,2.40131e-08,5.63155e-07,2.27454e-06,3.30003,4199.49
res_ss_125c_3.63v,res_ss,125,3.63,1.79924,49.9789,49993.3,1.3254,15.7878,0.0160272,3.63,3.63,0.0181589,0.000192532,1.84084e-05,5.41432e-09,0.0183514,0.0179582,0.00425746,1.79924,1.80544,1.79924,53.7673,3.62996,49.9934,3.3558e-08,6.47273e-07,2.35191e-06,3.63,4257.46
