corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,clg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,clg_off_tran,slope_vpms,t_startup_ms
ff_-40c_3.63v_1u_0.1_36,ff,-40,3.63,1u,0.1,36,0.000873762,0.00243478,0.00289966,1.88685,1.84927,144.538,194.282,315.44,-370.14,2.3111,3.37419,0.166745,1.57496e-08,3.63003,7.70211e-09,3.44124e-05,0.640608,2.89966
ff_-40c_3.63v_4.7u_0.001_36,ff,-40,3.63,4.7u,0.001,36,0.000870587,0.00243471,0.00289959,1.81294,1.7953,153.215,203.15,28.3247,-10.695,2.31109,2.89538,0.0233148,0.00880025,3.62997,1.91919e-08,-3.06335e-05,0.639336,2.89959
ff_-40c_3.63v_4.7u_0.5_36,ff,-40,3.63,4.7u,0.5,36,0.000873584,0.00243471,0.00289959,1.8873,1.83433,172.652,225.096,1478.3,-724.567,2.3111,3.25201,0.110244,0.00936297,3.63004,-2.9502e-09,3.94579e-05,0.640563,2.89959
ff_125c_2.97v_0.33u_0.001_36,ff,125,2.97,0.33u,0.001,36,0.000769744,0.00196636,0.00229548,1.91233,1.81311,78.4445,125.372,190.336,-154.755,1.9871,3.35857,0.337874,6.05922e-06,2.97004,4.14059e-08,3.92514e-05,0.83569,2.29548
ff_125c_2.97v_0.33u_0.5_36,ff,125,2.97,0.33u,0.5,36,0.000769744,0.00196636,0.00229548,1.90995,1.7677,88.2747,137.756,716.823,-250.797,1.98709,2.32701,0.236662,6.08771e-06,2.96996,6.08808e-08,-4.67172e-05,0.83569,2.29548
ff_125c_2.97v_1u_0.1_1e9,ff,125,2.97,1u,0.1,1e9,0.000754417,0.00195444,0.00229045,1.80468,1.80313,5.80758,5.8282,5.79638,-0.00028685,1.98709,2.96669,0.000113779,1.80138,2.96998,4.58193e-08,-1.82637e-05,0.833317,2.29045
ff_125c_2.97v_1u_0.1_36,ff,125,2.97,1u,0.1,36,0.000769684,0.00196636,0.00229548,1.85429,1.78659,83.6469,132.917,123.909,-51.9472,1.98709,2.63365,0.105054,6.06427e-06,2.96997,4.23992e-08,-2.91058e-05,0.835648,2.29548
ff_125c_2.97v_4.7u_0.001_36,ff,125,2.97,4.7u,0.001,36,0.000770107,0.00196635,0.00229549,1.81134,1.80369,86.3798,136.222,15.0094,-10.6304,1.98709,2.66235,0.0225016,0.00882361,2.96997,5.18253e-08,-3.57391e-05,0.835951,2.29549
ff_125c_2.97v_4.7u_0.5_36,ff,125,2.97,4.7u,0.5,36,0.000769518,0.00196636,0.00229549,1.84763,1.79977,98.165,149.505,634.909,-231.763,1.98709,2.92825,0.076397,0.00934403,2.96999,4.65578e-08,-9.31739e-06,0.835532,2.29549
ff_125c_3.30v_1u_0.1_36,ff,125,3.30,1u,0.1,36,0.000791965,0.00199675,0.00233115,1.85054,1.80698,88.6926,138.53,161.306,-55.1973,2.06499,3.55473,0.148572,6.81774e-06,3.29994,5.84548e-08,-6.61501e-05,0.830024,2.33115
ff_125c_3.63v_0.33u_0.001_36,ff,125,3.63,0.33u,0.001,36,0.000812405,0.00202283,0.00236061,1.90516,1.63759,84.6422,132.501,192.968,-156.62,2.13902,4.28574,0.323751,7.7142e-06,3.62997,5.47678e-08,-2.79648e-05,0.826156,2.36061
ff_125c_3.63v_0.33u_0.5_36,ff,125,3.63,0.33u,0.5,36,0.000812405,0.00202283,0.00236061,1.88863,1.82652,99.0597,149.426,868.265,-356.131,2.13908,3.01053,0.234616,7.67198e-06,3.63004,4.53367e-08,4.6882e-05,0.826156,2.36061
ff_125c_3.63v_1u_0.1_1e9,ff,125,3.63,1u,0.1,1e9,0.000819337,0.00202819,0.00235495,1.80302,1.80167,5.71397,5.73992,5.69847,-0.000251394,2.13907,3.62632,9.9731e-05,1.79995,3.63003,3.9309e-08,3.12869e-05,0.82723,2.35495
ff_125c_3.63v_1u_0.1_36,ff,125,3.63,1u,0.1,36,0.000812386,0.00202283,0.00236061,1.8409,1.80557,93.6837,143.528,146.61,-54.5747,2.13907,3.85386,0.0878642,7.7136e-06,3.63,4.15166e-08,3.60054e-06,0.826143,2.36061
ff_125c_3.63v_4.7u_0.001_36,ff,125,3.63,4.7u,0.001,36,0.000802721,0.00202284,0.00236061,1.80753,1.79602,92.6723,142.586,15.245,-10.6169,2.13907,4.17697,0.0164251,0.0088166,3.63,4.22759e-08,4.27753e-06,0.819592,2.36061
ff_125c_3.63v_4.7u_0.5_36,ff,125,3.63,4.7u,0.5,36,0.000809458,0.00202283,0.00236061,1.85241,1.79001,107.743,159.226,844.63,-336.046,2.13906,3.74004,0.0785324,0.00933913,3.63,4.19688e-08,-1.3474e-06,0.82415,2.36061
ff_27c_2.97v_1u_0.1_36,ff,27,2.97,1u,0.1,36,0.000787805,0.0021517,0.00253986,1.86732,1.80269,96.0374,145.536,185.85,-87.0644,2.08824,2.28781,0.126987,9.78703e-09,2.97002,9.88608e-09,2.19599e-05,0.733194,2.53986
ff_27c_3.30v_1u_0.1_36,ff,27,3.30,1u,0.1,36,0.00081047,0.00218371,0.00257865,1.87248,1.7655,106.102,155.765,203.195,-96.9505,2.1669,3.54829,0.158313,1.57031e-08,3.30003,2.3706e-09,3.01059e-05,0.728205,2.57865
ff_27c_3.63v_1u_0.1_36,ff,27,3.63,1u,0.1,36,0.000830803,0.00221016,0.00260898,1.86268,1.80067,125.046,174.911,259.995,-255.468,2.24155,2.9562,0.121468,3.66941e-08,3.63,1.27027e-08,2.96199e-06,0.724975,2.60898
fs_-40c_2.97v_1u_0.1_36,fs,-40,2.97,1u,0.1,36,0.0011117,0.00336595,0.00404799,1.91526,1.74819,118.112,167.502,203.816,-108.455,2.1946,3.27143,0.246205,3.92647e-09,2.96999,1.06916e-08,-1.54662e-05,0.443607,4.04799
fs_-40c_3.30v_1u_0.1_36,fs,-40,3.30,1u,0.1,36,0.00115083,0.00343597,0.00415288,1.89593,1.83954,123.962,172.979,215.846,-304.677,2.19548,2.34606,0.196263,-9.01567e-10,3.30002,8.30312e-09,2.40337e-05,0.43761,4.15288
fs_-40c_3.63v_1u_0.1_36,fs,-40,3.63,1u,0.1,36,0.00118421,0.00348543,0.00421523,1.88561,1.80703,148.843,199.499,234.324,-240.113,2.19606,4.5598,0.172611,2.18016e-08,3.62996,2.47902e-08,-4.81496e-05,0.434552,4.21523
fs_125c_2.97v_1u_0.1_36,fs,125,2.97,1u,0.1,36,0.000996565,0.00274273,0.00326,1.86565,1.75137,89.1229,138.1,124.025,-51.0912,2.15499,2.27087,0.142903,9.98277e-08,2.97,3.45029e-08,3.45032e-06,0.572684,3.26
fs_125c_3.30v_1u_0.1_36,fs,125,3.30,1u,0.1,36,0.0010348,0.00280121,0.00333409,1.85994,1.81938,111.701,161.588,161.027,-115.854,2.24079,3.25612,0.142713,1.15269e-07,3.29998,3.72039e-08,-2.31828e-05,0.56612,3.33409
fs_125c_3.63v_1u_0.1_36,fs,125,3.63,1u,0.1,36,0.00107004,0.00284927,0.00339062,1.86983,1.77966,115.741,165.501,182.728,-181.32,2.32227,4.75264,0.150727,1.19745e-07,3.63005,2.19815e-08,5.88172e-05,0.562041,3.39062
fs_27c_2.97v_1u_0.1_36,fs,27,2.97,1u,0.1,36,0.00103825,0.00303034,0.0036281,1.89915,1.82782,106.763,155.865,155.225,-64.967,2.25565,2.63259,0.201811,-8.16072e-09,2.97007,-2.96082e-09,7.26156e-05,0.501985,3.6281
fs_27c_3.30v_1u_0.1_36,fs,27,3.30,1u,0.1,36,0.0010775,0.00309538,0.0037171,1.88123,1.78466,122.317,171.6,171.567,-173.835,2.34213,2.68475,0.188469,1.26284e-08,3.29995,2.39004e-08,-5.20049e-05,0.49557,3.7171
fs_27c_3.63v_1u_0.1_36,fs,27,3.63,1u,0.1,36,0.00111247,0.00314511,0.00377765,1.87296,1.74497,137.549,187.32,209.463,-254.938,2.41912,4.70578,0.16278,1.9755e-08,3.62996,2.75099e-08,-4.84163e-05,0.491971,3.77765
res_ff_-40c_2.97v_0.33u_0.001_36,res_ff,-40,2.97,0.33u,0.001,36,0.00088087,0.00258213,0.00308261,2.07736,1.90559,106.853,153.168,263.107,-166.692,2.2603,2.4968,0.457375,1.54483e-09,2.97006,-9.71846e-10,6.7778e-05,0.5878,3.08261
res_ff_-40c_2.97v_0.33u_0.5_36,res_ff,-40,2.97,0.33u,0.5,36,0.00088087,0.00258213,0.00308261,2.09489,1.85513,123.605,172.356,1091.46,-909.429,2.26028,2.67139,0.446728,9.21515e-09,2.96999,1.13542e-08,-7.22567e-06,0.5878,3.08261
res_ff_-40c_2.97v_1u_0.1_1e9,res_ff,-40,2.97,1u,0.1,1e9,0.000844639,0.00258067,0.00308045,1.80892,1.80544,7.54057,7.55627,7.50582,-0.000819917,2.26026,2.96994,0.000298756,1.80356,2.97002,2.14138e-10,1.95838e-05,0.576027,3.08045
res_ff_-40c_2.97v_1u_0.1_36,res_ff,-40,2.97,1u,0.1,36,0.000880855,0.00258213,0.00308261,1.91091,1.81732,123.807,173.031,218.616,-142.423,2.26026,3.02603,0.208806,6.13334e-09,2.96998,1.56513e-08,-2.64908e-05,0.587794,3.08261
res_ff_-40c_2.97v_4.7u_0.001_36,res_ff,-40,2.97,4.7u,0.001,36,0.00088418,0.00258213,0.00308263,1.83691,1.80087,149.933,199.889,26.7897,-10.7943,2.26026,3.30813,0.0420416,0.00887279,2.96999,1.1392e-08,-1.00131e-05,0.588945,3.08263
res_ff_-40c_2.97v_4.7u_0.5_36,res_ff,-40,2.97,4.7u,0.5,36,0.000880919,0.00258213,0.00308263,1.88282,1.77217,165.806,218.126,917.145,-868.656,2.26025,3.6538,0.111386,0.00935671,2.97001,4.95748e-09,1.48274e-05,0.587817,3.08263
res_ff_-40c_3.30v_1u_0.1_36,res_ff,-40,3.30,1u,0.1,36,0.000908666,0.00262728,0.00314421,1.89535,1.79321,127.02,177,262.445,-151.321,2.34497,2.41584,0.19202,2.37746e-09,3.30001,1.25506e-08,1.43503e-05,0.581864,3.14421
res_ff_-40c_3.63v_0.33u_0.001_36,res_ff,-40,3.63,0.33u,0.001,36,0.000934251,0.00266267,0.00318683,1.97951,1.7663,128.108,174.694,317.223,-160.435,2.42512,2.75903,0.446658,1.39227e-08,3.63002,4.74213e-09,1.84258e-05,0.578563,3.18683
res_ff_-40c_3.63v_0.33u_0.5_36,res_ff,-40,3.63,0.33u,0.5,36,0.000934251,0.00266267,0.00318683,2.04335,1.75721,133.428,185.115,1379.02,-1325.35,2.4251,2.83291,0.456675,-3.50776e-08,3.63005,-2.19533e-09,5.24698e-05,0.578563,3.18683
res_ff_-40c_3.63v_1u_0.1_1e9,res_ff,-40,3.63,1u,0.1,1e9,0.000931825,0.00266151,0.00318578,1.80689,1.80354,7.41711,7.43717,7.38014,-0.00074188,2.42511,3.62992,0.000294407,1.80166,3.63003,-5.57659e-09,3.68833e-05,0.57814,3.18578
res_ff_-40c_3.63v_1u_0.1_36,res_ff,-40,3.63,1u,0.1,36,0.000934239,0.00266267,0.00318683,1.89011,1.78793,143.605,193.766,265.293,-326.004,2.42511,2.77134,0.15509,8.1715e-09,3.63003,3.95779e-10,3.16962e-05,0.578559,3.18683
res_ff_-40c_3.63v_4.7u_0.001_36,res_ff,-40,3.63,4.7u,0.001,36,0.0009325,0.00266266,0.00318683,1.81726,1.79171,171.527,221.509,32.1346,-10.7237,2.42511,4.29106,0.0289466,0.00880385,3.63004,-7.64102e-10,3.84105e-05,0.577981,3.18683
res_ff_-40c_3.63v_4.7u_0.5_36,res_ff,-40,3.63,4.7u,0.5,36,0.000934164,0.00266266,0.00318683,1.89074,1.86448,178.64,231.18,1154.09,-716.4,2.42513,2.74863,0.114545,0.00937502,3.62996,1.25861e-08,-4.13625e-05,0.578538,3.18683
res_ff_125c_2.97v_0.33u_0.001_36,res_ff,125,2.97,0.33u,0.001,36,0.0007959,0.0021033,0.00246839,1.93203,1.88429,81.2972,129.762,194.397,-157.002,2.09457,2.71134,0.321609,5.08714e-07,2.97,2.14624e-08,3.48847e-06,0.764877,2.46839
res_ff_125c_2.97v_0.33u_0.5_36,res_ff,125,2.97,0.33u,0.5,36,0.0007959,0.0021033,0.00246839,1.96254,1.77616,96.0741,145.501,578.069,-391.746,2.09453,3.16711,0.267661,5.40381e-07,2.96995,3.16783e-08,-5.4019e-05,0.764877,2.46839
res_ff_125c_2.97v_1u_0.1_1e9,res_ff,125,2.97,1u,0.1,1e9,0.000793218,0.0021025,0.00246702,1.8073,1.80534,5.99618,6.01569,5.98204,-0.000392498,2.09453,2.9696,0.000148322,1.8035,2.96999,2.40283e-08,-1.06653e-05,0.763777,2.46702
res_ff_125c_2.97v_1u_0.1_36,res_ff,125,2.97,1u,0.1,36,0.000795867,0.0021033,0.00246839,1.8723,1.76216,87.4226,137.338,132.512,-58.6622,2.09452,2.65712,0.115383,5.09289e-07,2.97,2.21399e-08,-3.59161e-06,0.764858,2.46839
res_ff_125c_2.97v_4.7u_0.001_36,res_ff,125,2.97,4.7u,0.001,36,0.000790878,0.00210332,0.00246841,1.81409,1.79271,99.2009,149.109,18.0913,-10.6603,2.09453,3.60563,0.0240818,0.00882184,2.96999,2.11444e-08,-8.78561e-06,0.761938,2.46841
res_ff_125c_2.97v_4.7u_0.5_36,res_ff,125,2.97,4.7u,0.5,36,0.000793661,0.00210331,0.00246841,1.85345,1.81468,109.255,160.734,601.304,-230.794,2.09454,2.65324,0.0821421,0.00935758,2.97008,3.66927e-09,8.23239e-05,0.763563,2.46841
res_ff_125c_3.30v_1u_0.1_36,res_ff,125,3.30,1u,0.1,36,0.000823547,0.00214338,0.00251736,1.86241,1.80052,100.228,150.17,157.97,-56.3644,2.17749,3.36134,0.136608,5.67632e-07,3.30001,1.83267e-08,1.28993e-05,0.757672,2.51736
res_ff_125c_3.63v_0.33u_0.001_36,res_ff,125,3.63,0.33u,0.001,36,0.000848721,0.00217672,0.00255587,1.93383,1.82396,88.1721,135.666,203.226,-157.893,2.25637,2.93771,0.309459,6.46476e-07,3.62997,1.95633e-08,-3.06949e-05,0.753013,2.55587
res_ff_125c_3.63v_0.33u_0.5_36,res_ff,125,3.63,0.33u,0.5,36,0.000848721,0.00217672,0.00255587,1.95048,1.70661,103.038,153.454,804.25,-375.707,2.25632,4.49881,0.303687,6.68668e-07,3.62997,2.50759e-08,-3.2751e-05,0.753013,2.55587
res_ff_125c_3.63v_1u_0.1_1e9,res_ff,125,3.63,1u,0.1,1e9,0.000824031,0.00217935,0.00255279,1.805,1.80314,5.91908,5.94404,5.90638,-0.000359982,2.25635,3.62955,0.000142841,1.80132,3.63002,2.25039e-08,1.84286e-05,0.737834,2.55279
res_ff_125c_3.63v_1u_0.1_36,res_ff,125,3.63,1u,0.1,36,0.000848683,0.00217671,0.00255587,1.86122,1.82294,102.819,152.624,167.747,-62.95,2.25635,3.42264,0.148483,6.45848e-07,3.63,2.25204e-08,4.48111e-06,0.752997,2.55587
res_ff_125c_3.63v_4.7u_0.001_36,res_ff,125,3.63,4.7u,0.001,36,0.000835365,0.00217671,0.00255588,1.80937,1.80412,110.805,160.723,18.54,-10.6411,2.25635,3.79487,0.0182724,0.00881395,3.62999,2.31596e-08,-1.54925e-05,0.74552,2.55588
res_ff_125c_3.63v_4.7u_0.5_36,res_ff,125,3.63,4.7u,0.5,36,0.000846335,0.00217671,0.00255588,1.85941,1.77908,121.298,172.956,802.583,-335.052,2.25634,3.95682,0.0873515,0.00935315,3.62999,2.50366e-08,-1.12746e-05,0.751668,2.55588
res_ff_27c_2.97v_1u_0.1_36,res_ff,27,2.97,1u,0.1,36,0.000827866,0.00233015,0.00276222,1.87886,1.83995,103.978,153.812,186.183,-122.629,2.19326,2.225,0.180279,-8.69336e-10,2.97002,8.40687e-09,1.63232e-05,0.665653,2.76222
res_ff_27c_3.30v_1u_0.1_36,res_ff,27,3.30,1u,0.1,36,0.00085594,0.00237335,0.00281796,1.87962,1.79648,109.903,159.457,199.68,-91.0777,2.27719,2.91917,0.181127,2.51956e-09,3.30002,7.51407e-09,2.04618e-05,0.659018,2.81796
res_ff_27c_3.63v_1u_0.1_36,res_ff,27,3.63,1u,0.1,36,0.000881607,0.00240824,0.00285918,1.87713,1.78289,119.739,169.399,225.832,-157.543,2.35676,3.41396,0.165388,9.56471e-09,3.63003,3.31511e-09,3.45938e-05,0.655036,2.85918
res_ss_-40c_2.97v_0.33u_0.001_36,res_ss,-40,2.97,0.33u,0.001,36,0.00140193,0.00424611,0.00515386,2.01619,1.79443,106.482,154.104,261.804,-160.886,1.75678,3.70101,0.508105,1.61501e-09,2.97,1.00579e-08,2.90738e-06,0.351595,5.15386
res_ss_-40c_2.97v_0.33u_0.5_36,res_ss,-40,2.97,0.33u,0.5,36,0.00140193,0.00424611,0.00515386,2.01018,1.79843,113.747,163.681,924.777,-775.164,1.75677,2.11705,0.501099,2.2279e-08,2.96998,1.14325e-08,-2.03277e-05,0.351595,5.15386
res_ss_-40c_2.97v_1u_0.1_1e9,res_ss,-40,2.97,1u,0.1,1e9,0.001355,0.00423759,0.00515114,1.80876,1.8056,5.26028,5.27023,5.24596,-0.00125554,1.75679,2.96981,0.000499653,1.80367,2.96999,1.53318e-08,-9.69961e-06,0.34691,5.15114
res_ss_-40c_2.97v_1u_0.1_36,res_ss,-40,2.97,1u,0.1,36,0.00140192,0.00424611,0.00515386,1.91363,1.74925,105.861,155.364,161.768,-92.2213,1.75677,2.10531,0.234586,3.14755e-09,2.96999,9.93416e-09,-7.25789e-06,0.351594,5.15386
res_ss_-40c_2.97v_4.7u_0.001_36,res_ss,-40,2.97,4.7u,0.001,36,0.00140378,0.00424611,0.00515387,1.84139,1.79188,130.628,180.557,23.1323,-10.845,1.75678,2.09116,0.0695926,0.00884897,2.97,8.21637e-09,4.89332e-06,0.351824,5.15387
res_ss_-40c_2.97v_4.7u_0.5_36,res_ss,-40,2.97,4.7u,0.5,36,0.00140192,0.00424611,0.00515387,1.88345,1.79658,164.018,216.283,595.796,-416.407,1.75677,3.67882,0.116179,0.00938596,2.97,9.54262e-09,1.62907e-06,0.351594,5.15387
res_ss_-40c_3.30v_1u_0.1_36,res_ss,-40,3.30,1u,0.1,36,0.00144455,0.00431512,0.00524725,1.88912,1.80975,132.545,181.098,166.652,-139.682,1.75738,2.42516,0.204913,3.10796e-09,3.30001,7.76147e-09,1.00149e-05,0.348363,5.24725
res_ss_-40c_3.63v_0.33u_0.001_36,res_ss,-40,3.63,0.33u,0.001,36,0.00148101,0.00436657,0.00530968,2.00794,1.74366,139.872,186.885,352.376,-165.236,1.75795,2.8718,0.577019,1.39537e-08,3.63,1.08751e-08,-1.80299e-06,0.346553,5.30968
res_ss_-40c_3.63v_0.33u_0.5_36,res_ss,-40,3.63,0.33u,0.5,36,0.00148101,0.00436657,0.00530968,1.98095,1.93059,136.543,185.198,861.91,-1467.37,1.75798,2.80158,0.46693,2.9413e-08,3.62998,1.56009e-08,-1.6702e-05,0.346553,5.30968
res_ss_-40c_3.63v_1u_0.1_1e9,res_ss,-40,3.63,1u,0.1,1e9,0.00153057,0.00436187,0.00530907,1.80651,1.80357,5.18457,5.19733,5.16563,-0.00124731,1.75796,3.62978,0.000496474,1.80164,3.63001,8.16224e-09,7.24336e-06,0.353195,5.30907
res_ss_-40c_3.63v_1u_0.1_36,res_ss,-40,3.63,1u,0.1,36,0.001481,0.00436657,0.00530968,1.87376,1.83335,142.086,191.675,219.893,-605.115,1.75797,2.76916,0.187992,1.87532e-08,3.62998,1.67186e-08,-2.17976e-05,0.346552,5.30968
res_ss_-40c_3.63v_4.7u_0.001_36,res_ss,-40,3.63,4.7u,0.001,36,0.00147998,0.00436656,0.00530968,1.81563,1.80327,152.111,202.231,28.5648,-11.8369,1.75796,3.70623,0.0350844,0.00879884,3.62998,1.76014e-08,-2.52689e-05,0.346431,5.30968
res_ss_-40c_3.63v_4.7u_0.5_36,res_ss,-40,3.63,4.7u,0.5,36,0.00148091,0.00436656,0.00530968,1.89246,1.87745,183.431,235.967,735.795,-477.011,1.75797,2.70335,0.123422,0.00933197,3.63,9.83857e-09,3.15689e-07,0.346542,5.30968
res_ss_125c_2.97v_0.33u_0.001_36,res_ss,125,2.97,0.33u,0.001,36,0.00126323,0.00345351,0.00413503,1.97315,1.84369,84.5849,132.309,202.527,-155.994,2.07321,2.32297,0.400281,5.08718e-07,2.97,2.21806e-08,1.53204e-06,0.456563,4.13503
res_ss_125c_2.97v_0.33u_0.5_36,res_ss,125,2.97,0.33u,0.5,36,0.00126323,0.00345351,0.00413503,2.00334,1.73657,87.0039,136.801,466.6,-238.432,2.07317,2.31971,0.375631,4.8865e-07,2.97003,1.80154e-08,3.38908e-05,0.456563,4.13503
res_ss_125c_2.97v_1u_0.1_1e9,res_ss,125,2.97,1u,0.1,1e9,0.00125698,0.0034139,0.00413116,1.80781,1.80418,3.94761,3.96028,3.94426,-0.00105,2.07318,2.96932,0.000407415,1.80228,2.97,3.12847e-08,-6.70134e-07,0.463624,4.13116
res_ss_125c_2.97v_1u_0.1_36,res_ss,125,2.97,1u,0.1,36,0.00126319,0.00345351,0.00413504,1.87286,1.79067,93.7331,142.885,114.299,-68.369,2.07318,2.72318,0.161957,5.12168e-07,2.96998,2.10832e-08,-2.0154e-05,0.456554,4.13504
res_ss_125c_2.97v_4.7u_0.001_36,res_ss,125,2.97,4.7u,0.001,36,0.00126146,0.00345351,0.00413505,1.81397,1.80594,99.0244,148.74,17.4704,-10.6849,2.07318,2.55177,0.030467,0.00884595,2.97006,2.7273e-09,6.31412e-05,0.456194,4.13505
res_ss_125c_2.97v_4.7u_0.5_36,res_ss,125,2.97,4.7u,0.5,36,0.00126279,0.00345351,0.00413505,1.85156,1.80553,106.205,157.61,349.807,-131.608,2.07318,2.89325,0.0819578,0.00936805,2.97002,2.18624e-08,1.77592e-05,0.456471,4.13505
res_ss_125c_3.30v_1u_0.1_36,res_ss,125,3.30,1u,0.1,36,0.00130519,0.00351427,0.00420901,1.85359,1.75383,100.488,149.935,136.542,-116.617,2.15344,4.39093,0.128242,5.79946e-07,3.29994,3.961e-08,-6.61167e-05,0.452677,4.20901
res_ss_125c_3.63v_0.33u_0.001_36,res_ss,125,3.63,0.33u,0.001,36,0.0013425,0.00356401,0.00426654,1.92683,1.76635,105.451,153.808,250.43,-156.923,2.21848,4.19914,0.387881,6.46501e-07,3.62996,2.60204e-08,-3.84714e-05,0.450144,4.26654
res_ss_125c_3.63v_0.33u_0.5_36,res_ss,125,3.63,0.33u,0.5,36,0.0013425,0.00356401,0.00426654,1.91515,1.8211,104.252,153.922,619.566,-625.904,2.21849,2.92597,0.314765,6.82777e-07,3.62996,3.66378e-08,-4.33445e-05,0.450144,4.26654
res_ss_125c_3.63v_1u_0.1_1e9,res_ss,125,3.63,1u,0.1,1e9,0.00129936,0.00354335,0.00426101,1.80463,1.80115,3.89658,3.91277,3.89205,-0.00101337,2.21848,3.62924,0.000402917,1.79926,3.62999,2.51778e-08,-6.55846e-06,0.445635,4.26101
res_ss_125c_3.63v_1u_0.1_36,res_ss,125,3.63,1u,0.1,36,0.00134247,0.00356401,0.00426654,1.84678,1.84152,103.976,153.91,136.698,-152.674,2.2185,3.46267,0.125982,6.45091e-07,3.63001,2.33706e-08,8.89779e-06,0.450138,4.26654
res_ss_125c_3.63v_4.7u_0.001_36,res_ss,125,3.63,4.7u,0.001,36,0.00133331,0.00356401,0.00426655,1.81037,1.80122,109.721,159.669,19.1353,-10.675,2.21848,3.18676,0.0260155,0.00885362,3.63,2.18732e-08,1.86412e-07,0.44829,4.26655
res_ss_125c_3.63v_4.7u_0.5_36,res_ss,125,3.63,4.7u,0.5,36,0.0013403,0.003564,0.00426655,1.85666,1.78532,117.726,169.307,603.272,-283.726,2.21848,3.84489,0.0864552,0.00937296,3.63003,2.32713e-08,2.77376e-05,0.449701,4.26655
res_ss_27c_2.97v_1u_0.1_36,res_ss,27,2.97,1u,0.1,36,0.00131443,0.0038275,0.00462065,1.89799,1.75523,95.991,144.922,127.892,-59.0618,1.97902,2.18563,0.22462,-4.68448e-09,2.97004,3.39633e-11,4.31396e-05,0.39792,4.62065
res_ss_27c_3.30v_1u_0.1_36,res_ss,27,3.30,1u,0.1,36,0.00135738,0.00389343,0.00470518,1.87373,1.77737,124.006,173.062,150.289,-188.693,1.9796,3.58572,0.199939,-1.11425e-09,3.30004,-4.90546e-10,4.12255e-05,0.394314,4.70518
