corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,hg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,hg_off_tran,slope_vpms,t_startup_ms
ff_27c_3.30v_1u_0.1_36,ff,27,3.30,1u,0.1,36,0.000881761,0.00229483,0.00270892,1.7993,1.7993,0.739715,50.6175,0.739482,-2.52089e-06,2.16691,3.3,7.54112e-10,2.54532e-08,3.29998,1.26297e-08,0.000603093,0.70768,2.70892
ff_27c_3.63v_1u_0.1_36,ff,27,3.63,1u,0.1,36,0.000891704,0.00230462,0.00271869,1.79919,1.79919,0.734613,50.6201,0.734518,-3.11802e-06,2.24155,3.63,2.27147e-09,3.26348e-08,3.63002,1.32462e-08,0.000661201,0.707756,2.71869
fs_-40c_2.97v_1u_0.1_36,fs,-40,2.97,1u,0.1,36,0.0013373,0.00369545,0.00445373,1.79946,1.79946,0.49654,50.3595,0.496189,-1.30426e-05,2.12256,2.97,1.76028e-09,7.43729e-09,2.96997,1.00936e-08,0.0167067,0.424061,4.45373
fs_-40c_3.30v_1u_0.1_36,fs,-40,3.30,1u,0.1,36,0.00135535,0.00371311,0.0044713,1.79944,1.79944,0.482313,50.3618,0.482074,-3.27669e-05,2.11778,3.3,1.29937e-09,2.13608e-08,3.29992,1.05766e-08,0.0185599,0.424131,4.4713
fs_-40c_3.63v_1u_0.1_36,fs,-40,3.63,1u,0.1,36,0.00137171,0.00372909,0.00448717,1.79939,1.79939,0.511825,50.3616,0.475487,-4.21469e-05,2.11349,3.63,6.24438e-10,8.58614e-09,3.63001,1.11493e-08,0.0204148,0.4242,4.48717
fs_125c_2.97v_1u_0.1_36,fs,125,2.97,1u,0.1,36,0.00116401,0.00300679,0.0035775,1.79921,1.79921,0.54287,50.4633,0.54287,-7.12976e-06,2.155,2.97,1.26995e-09,9.5435e-08,2.97003,3.45732e-08,0.00374554,0.542658,3.5775
fs_125c_3.30v_1u_0.1_36,fs,125,3.30,1u,0.1,36,0.00117802,0.00302056,0.00359123,1.79918,1.79918,0.542939,50.4572,0.542938,-1.03553e-05,2.24078,3.3,2.96197e-09,1.10794e-07,3.30001,3.38714e-08,0.00415603,0.542729,3.59123
fs_125c_3.63v_1u_0.1_36,fs,125,3.63,1u,0.1,36,0.0011908,0.0030331,0.00360372,1.7991,1.7991,0.543008,50.4564,0.543005,-1.19839e-05,2.32228,3.63,1.88835e-09,1.28925e-07,3.63,3.35658e-08,0.00456972,0.5428,3.60372
fs_27c_2.97v_1u_0.1_36,fs,27,2.97,1u,0.1,36,0.00123249,0.00332565,0.0039874,1.79937,1.79937,0.531758,50.406,0.531535,-1.01698e-05,2.25529,2.97,1.92714e-09,-7.94664e-10,2.97001,1.29479e-08,0.00866406,0.477747,3.9874
fs_27c_3.30v_1u_0.1_36,fs,27,3.30,1u,0.1,36,0.00124851,0.00334137,0.00400305,1.79935,1.79935,0.52266,50.4112,0.522457,-2.59808e-05,2.33604,3.3,1.23132e-09,-4.19343e-10,3.30003,1.34631e-08,0.00962964,0.477815,4.00305
fs_27c_3.63v_1u_0.1_36,fs,27,3.63,1u,0.1,36,0.00126307,0.00335562,0.00401723,1.79929,1.79929,0.514998,50.4079,0.514848,-3.49221e-05,2.3757,3.63,2.02748e-09,7.49703e-09,3.63002,1.40789e-08,0.0105892,0.477886,4.01723
res_ff_-40c_2.97v_0.33u_0.001_36,res_ff,-40,2.97,0.33u,0.001,36,0.00100952,0.00277854,0.00332222,1.79943,1.79943,0.221686,50.1059,0.612345,-0.000413505,2.26026,2.97,1.0731e-09,1.75248e-09,2.96995,1.01643e-08,0.00298004,0.565285,3.32222
res_ff_-40c_2.97v_0.33u_0.5_36,res_ff,-40,2.97,0.33u,0.5,36,0.00100952,0.00277854,0.00332222,1.79943,1.79943,0.202108,50.1081,0.612324,-2.90856e-05,2.26026,2.97,7.86872e-10,6.94238e-08,2.96994,1.01646e-08,0.00298133,0.565285,3.32222
res_ff_-40c_2.97v_1u_0.1_1e9,res_ff,-40,2.97,1u,0.1,1e9,0.00100945,0.0027785,0.00332217,1.80046,1.79944,0.701647,0.718107,0.682669,-0.000742823,2.26026,2.97,3.48081e-05,1.79763,2.97002,1.01644e-08,0.00297653,0.565275,3.32217
res_ff_-40c_2.97v_1u_0.1_36,res_ff,-40,2.97,1u,0.1,36,0.00100952,0.00277854,0.00332222,1.79943,1.79943,0.640767,50.4829,0.640437,-5.62957e-07,2.26026,2.97,6.74235e-10,2.18579e-09,2.97,1.01644e-08,0.00297541,0.565285,3.32222
res_ff_-40c_2.97v_4.7u_0.001_36,res_ff,-40,2.97,4.7u,0.001,36,0.00100951,0.00277854,0.00332222,1.79943,1.79943,4.83092,52.5734,1.02263,-0.0046835,2.26026,2.97,1.05987e-09,0.00882621,2.96995,1.01642e-08,0.0029808,0.565282,3.32222
res_ff_-40c_2.97v_4.7u_0.5_36,res_ff,-40,2.97,4.7u,0.5,36,0.00100951,0.00277854,0.00332222,1.79952,1.79943,4.23623,52.5737,0.928921,-0.0094096,2.26026,2.97,1.22468e-09,0.00936282,2.96997,1.01643e-08,0.00298058,0.565282,3.32222
res_ff_-40c_3.30v_1u_0.1_36,res_ff,-40,3.30,1u,0.1,36,0.0010231,0.00279191,0.00333555,1.7994,1.7994,0.625936,50.4913,0.625713,-1.59623e-05,2.34497,3.3,1.52367e-09,6.10912e-09,3.3,1.05972e-08,0.00330422,0.565352,3.33555
res_ff_-40c_3.63v_0.33u_0.001_36,res_ff,-40,3.63,0.33u,0.001,36,0.00103545,0.00280404,0.00334764,1.79933,1.79933,0.303237,50.1088,0.7081,-0.000165277,2.42512,3.63,3.81146e-09,1.40777e-08,3.63,1.11257e-08,0.00363013,0.565422,3.34764
res_ff_-40c_3.63v_0.33u_0.5_36,res_ff,-40,3.63,0.33u,0.5,36,0.00103545,0.00280404,0.00334764,1.79933,1.79933,0.265312,50.1105,0.651911,-0.000126019,2.42512,3.63,3.02359e-08,2.83944e-08,3.62999,1.11258e-08,0.00363776,0.565422,3.34764
res_ff_-40c_3.63v_1u_0.1_1e9,res_ff,-40,3.63,1u,0.1,1e9,0.00103539,0.002804,0.0033476,1.80012,1.79933,0.959977,0.982129,0.892035,-0.000733724,2.42512,3.63,7.88073e-06,1.79753,3.63004,1.11258e-08,0.00363205,0.565416,3.3476
res_ff_-40c_3.63v_1u_0.1_36,res_ff,-40,3.63,1u,0.1,36,0.00103545,0.00280404,0.00334764,1.79933,1.79933,0.642523,50.4809,0.629274,-3.84501e-05,2.42512,3.63,5.99958e-10,1.12216e-08,3.63001,1.11258e-08,0.0036379,0.565422,3.34764
res_ff_-40c_3.63v_4.7u_0.001_36,res_ff,-40,3.63,4.7u,0.001,36,0.00103546,0.00280405,0.00334765,1.79933,1.79933,4.08913,52.5733,0.866659,-8.65663e-07,2.42512,3.63,2.76903e-09,0.00882338,3.63002,1.11258e-08,0.00363804,0.565422,3.34765
res_ff_-40c_3.63v_4.7u_0.5_36,res_ff,-40,3.63,4.7u,0.5,36,0.00103546,0.00280405,0.00334765,1.79936,1.79933,3.79457,52.573,0.825581,-0.00412753,2.42512,3.63,2.48251e-09,0.00935842,3.63002,1.11259e-08,0.00363397,0.565422,3.34765
res_ff_125c_2.97v_0.33u_0.001_36,res_ff,125,2.97,0.33u,0.001,36,0.000861247,0.00223533,0.00263518,1.79915,1.79915,0.240227,50.1365,0.727953,-7.55471e-06,2.09453,2.97,9.32949e-10,5.08806e-07,2.97001,2.24455e-08,0.000406769,0.727758,2.63518
res_ff_125c_2.97v_0.33u_0.5_36,res_ff,125,2.97,0.33u,0.5,36,0.000861247,0.00223533,0.00263518,1.79915,1.79915,0.240226,50.1377,0.727952,-8.49874e-06,2.09453,2.97,8.8267e-10,5.01687e-07,2.97001,2.24456e-08,0.000406973,0.727758,2.63518
res_ff_125c_2.97v_1u_0.1_1e9,res_ff,125,2.97,1u,0.1,1e9,0.000861122,0.00223525,0.0026351,1.80116,1.7993,1.78032,1.80179,1.7075,-0.000366806,2.09453,2.97,0.000145471,1.79748,2.97,2.24455e-08,0.000405875,0.727734,2.6351
res_ff_125c_2.97v_1u_0.1_36,res_ff,125,2.97,1u,0.1,36,0.000861244,0.00223533,0.00263518,1.79915,1.79915,0.727945,50.62,0.727944,-1.76774e-06,2.09453,2.97,7.80588e-10,5.09512e-07,2.97,2.24455e-08,0.000406784,0.727756,2.63518
res_ff_125c_2.97v_4.7u_0.001_36,res_ff,125,2.97,4.7u,0.001,36,0.000861234,0.00223533,0.00263518,1.79953,1.79915,4.49348,53.3067,0.953627,-0.0738739,2.09453,2.97,5.59168e-10,0.00882169,2.97,2.24455e-08,0.000407521,0.727751,2.63518
res_ff_125c_2.97v_4.7u_0.5_36,res_ff,125,2.97,4.7u,0.5,36,0.000861234,0.00223533,0.00263518,1.79948,1.79915,4.06839,53.3115,0.87928,-0.0359801,2.09453,2.97,8.44902e-10,0.00935712,2.96999,2.24455e-08,0.000407255,0.727751,2.63518
res_ff_125c_3.30v_1u_0.1_36,res_ff,125,3.30,1u,0.1,36,0.000871798,0.00224575,0.0026456,1.79909,1.79909,0.728009,50.626,0.728008,-5.93106e-07,2.17748,3.3,7.16767e-10,5.67467e-07,3.30001,2.26019e-08,0.000451446,0.727827,2.6456
res_ff_125c_3.63v_0.33u_0.001_36,res_ff,125,3.63,0.33u,0.001,36,0.000881496,0.00225531,0.00265515,1.79895,1.79895,0.240272,50.1359,0.72808,-1.63905e-05,2.25635,3.63,7.68759e-09,6.4663e-07,3.62998,2.29462e-08,0.000495755,0.727901,2.65515
res_ff_125c_3.63v_0.33u_0.5_36,res_ff,125,3.63,0.33u,0.5,36,0.000881496,0.00225531,0.00265515,1.79895,1.79895,0.240272,50.137,0.72808,-1.15282e-05,2.25635,3.63,3.26514e-09,6.52751e-07,3.62999,2.29464e-08,0.000496339,0.727901,2.65515
res_ff_125c_3.63v_1u_0.1_1e9,res_ff,125,3.63,1u,0.1,1e9,0.000881396,0.00225524,0.00265508,1.80058,1.7988,2.1473,2.17624,2.07348,-0.000354856,2.25635,3.62997,0.000129015,1.79702,3.63,2.29464e-08,0.000495015,0.727885,2.65508
res_ff_125c_3.63v_1u_0.1_36,res_ff,125,3.63,1u,0.1,36,0.000881495,0.00225531,0.00265515,1.79895,1.79895,0.728077,50.6194,0.728073,-1.10647e-06,2.25635,3.63,1.99864e-09,6.4356e-07,3.63002,2.29467e-08,0.000495832,0.7279,2.65515
res_ff_125c_3.63v_4.7u_0.001_36,res_ff,125,3.63,4.7u,0.001,36,0.000881486,0.00225531,0.00265515,1.7991,1.79895,4.15726,53.3059,0.882578,-0.0379008,2.25635,3.63,1.16713e-09,0.00881858,3.63,2.29467e-08,0.00049414,0.727895,2.65515
res_ff_125c_3.63v_4.7u_0.5_36,res_ff,125,3.63,4.7u,0.5,36,0.000881486,0.00225531,0.00265515,1.79914,1.79895,3.88664,53.3115,0.839181,-0.0217146,2.25635,3.63,2.23007e-09,0.0093543,3.63001,2.29464e-08,0.000495253,0.727895,2.65515
res_ff_27c_2.97v_1u_0.1_36,res_ff,27,2.97,1u,0.1,36,0.000927942,0.00249813,0.00296938,1.79934,1.79934,0.707114,50.5416,0.706754,-9.06155e-07,2.19325,2.97,2.07692e-09,-2.83098e-10,2.97002,1.33074e-08,0.00124518,0.636866,2.96938
res_ff_27c_3.30v_1u_0.1_36,res_ff,27,3.30,1u,0.1,36,0.00094001,0.00251002,0.00298126,1.7993,1.7993,0.696648,50.5436,0.696401,-5.38801e-06,2.27719,3.3,1.33999e-09,-2.89546e-09,3.30004,1.37696e-08,0.00138741,0.636939,2.98126
res_ff_27c_3.63v_1u_0.1_36,res_ff,27,3.63,1u,0.1,36,0.000951018,0.00252086,0.00299207,1.7992,1.7992,0.687993,50.5434,0.687762,-2.02689e-05,2.35677,3.63,1.18657e-09,4.63476e-09,3.63005,1.43423e-08,0.00152131,0.637007,2.99207
res_ss_-40c_2.97v_0.33u_0.001_36,res_ss,-40,2.97,0.33u,0.001,36,0.00161742,0.00456445,0.0050669,2.4759,1.79287,229.28,282.005,592.534,-205.126,1.68861,2.96987,0.911581,1.68505e-09,2.97001,1.16708e-08,0.047061,0.339325,5.0669
res_ss_-40c_2.97v_0.33u_0.5_36,res_ss,-40,2.97,0.33u,0.5,36,0.00161742,0.00456444,0.0055373,1.7995,1.7995,0.131588,50.0631,0.442595,-4.46469e-05,1.68861,2.97,1.7969e-09,-7.95849e-08,2.97008,1.16706e-08,0.0470728,0.339326,5.5373
res_ss_-40c_2.97v_1u_0.1_1e9,res_ss,-40,2.97,1u,0.1,1e9,0.00161733,0.00456439,0.00553724,1.80054,1.79949,0.538585,0.550206,0.506811,-0.00124597,1.6886,2.96998,0.000203253,1.79774,2.97003,1.16708e-08,0.047061,0.339321,5.53724
res_ss_-40c_2.97v_1u_0.1_36,res_ss,-40,2.97,1u,0.1,36,0.00161742,0.00456444,0.0055373,1.7995,1.7995,0.394399,50.2881,0.394253,-1.6837e-05,1.68861,2.97,2.95681e-09,2.03635e-08,2.96991,1.16707e-08,0.0470728,0.339326,5.5373
res_ss_-40c_2.97v_4.7u_0.001_36,res_ss,-40,2.97,4.7u,0.001,36,0.00161742,0.00456444,0.0055373,1.79958,1.7995,2.77723,51.5432,0.589447,-0.0100629,1.68861,2.97,1.86475e-09,0.00882445,2.97003,1.16707e-08,0.0470649,0.339326,5.5373
res_ss_-40c_2.97v_4.7u_0.5_36,res_ss,-40,2.97,4.7u,0.5,36,0.00161742,0.00456444,0.0055373,1.79961,1.7995,2.57198,51.5419,0.556482,-0.0102305,1.68861,2.97,1.7001e-09,0.00936201,2.96992,1.16707e-08,0.0470726,0.339326,5.5373
res_ss_-40c_3.30v_1u_0.1_36,res_ss,-40,3.30,1u,0.1,36,0.00163994,0.00458636,0.00555904,1.79947,1.79947,0.392205,50.2903,0.382555,-2.82209e-05,1.68382,3.3,4.6104e-09,-1.04333e-08,3.30008,1.2143e-08,0.0522917,0.339395,5.55904
res_ss_-40c_3.63v_0.33u_0.001_36,res_ss,-40,3.63,0.33u,0.001,36,0.00166041,0.00460623,0.00508765,2.83164,1.79947,384.03,439.627,1061.46,-232.692,1.67953,3.62989,1.16803,1.4156e-08,3.62995,1.27249e-08,0.0575144,0.339464,5.08765
res_ss_-40c_3.63v_0.33u_0.5_36,res_ss,-40,3.63,0.33u,0.5,36,0.00166041,0.00460623,0.00557873,1.79941,1.79941,0.1538,50.0627,0.51901,-9.1003e-05,1.67953,3.63,1.0492e-09,-8.00481e-08,3.63009,1.27248e-08,0.0575171,0.339464,5.57873
res_ss_-40c_3.63v_1u_0.1_1e9,res_ss,-40,3.63,1u,0.1,1e9,0.00166033,0.00460618,0.00557868,1.80021,1.79941,0.821905,0.838087,0.704227,-0.00123989,1.67953,3.63,9.25219e-05,1.7976,3.62998,1.2725e-08,0.0575033,0.339461,5.57868
res_ss_-40c_3.63v_1u_0.1_36,res_ss,-40,3.63,1u,0.1,36,0.00166041,0.00460624,0.00557873,1.79941,1.79941,0.445139,50.2906,0.411906,-3.6232e-05,1.67953,3.63,2.31933e-09,1.84844e-09,3.63006,1.27251e-08,0.0575144,0.339463,5.57873
res_ss_-40c_3.63v_4.7u_0.001_36,res_ss,-40,3.63,4.7u,0.001,36,0.00166042,0.00460624,0.00557874,1.79943,1.79941,2.26234,51.5463,0.480605,-0.0029188,1.67953,3.63,7.0576e-10,0.00882205,3.62997,1.2725e-08,0.0575083,0.339464,5.57874
res_ss_-40c_3.63v_4.7u_0.5_36,res_ss,-40,3.63,4.7u,0.5,36,0.00166042,0.00460624,0.00557874,1.79947,1.79941,2.18215,51.5463,0.492262,-0.00616404,1.67953,3.63,1.34907e-09,0.00935848,3.62999,1.27251e-08,0.0575093,0.339464,5.57874
res_ss_125c_2.97v_0.33u_0.001_36,res_ss,125,2.97,0.33u,0.001,36,0.0013796,0.00367048,0.00440431,1.79924,1.79924,0.14411,50.076,0.436683,-0.00033239,2.06989,2.97,7.38406e-09,5.08812e-07,2.97,2.35667e-08,0.0142344,0.436513,4.40431
res_ss_125c_2.97v_0.33u_0.5_36,res_ss,125,2.97,0.33u,0.5,36,0.0013796,0.00367048,0.00440431,1.79924,1.79924,0.144108,50.0771,0.436682,-5.33413e-06,2.06989,2.97,2.14182e-09,5.23335e-07,2.96998,2.35667e-08,0.0142371,0.436513,4.40431
res_ss_125c_2.97v_1u_0.1_1e9,res_ss,125,2.97,1u,0.1,1e9,0.00137943,0.00367036,0.00440419,1.80121,1.79911,1.12222,1.13708,1.11303,-0.00101725,2.06989,2.96999,0.000336174,1.79726,2.97,2.35668e-08,0.0142322,0.436504,4.40419
res_ss_125c_2.97v_1u_0.1_36,res_ss,125,2.97,1u,0.1,36,0.0013796,0.00367048,0.00440431,1.79924,1.79924,0.436682,50.365,0.436679,-2.67681e-06,2.06989,2.97,9.35379e-10,5.09253e-07,2.97,2.35667e-08,0.0142333,0.436513,4.40431
res_ss_125c_2.97v_4.7u_0.001_36,res_ss,125,2.97,4.7u,0.001,36,0.00137959,0.00367048,0.00440431,1.79962,1.79924,2.4882,51.9778,0.52882,-0.0503435,2.06989,2.97,7.79576e-10,0.00882164,2.97001,2.35667e-08,0.0142351,0.436512,4.40431
res_ss_125c_2.97v_4.7u_0.5_36,res_ss,125,2.97,4.7u,0.5,36,0.00137959,0.00367048,0.00440431,1.79956,1.79924,2.35231,51.979,0.504411,-0.029809,2.06989,2.97,9.12491e-10,0.009357,2.97,2.35666e-08,0.0142345,0.436512,4.40431
res_ss_125c_3.30v_1u_0.1_36,res_ss,125,3.30,1u,0.1,36,0.00139712,0.00368763,0.00442137,1.79919,1.79919,0.436748,50.368,0.436746,-3.54934e-06,2.13131,3.3,3.02934e-09,5.68522e-07,3.30001,2.374e-08,0.0158035,0.436584,4.42137
res_ss_125c_3.63v_0.33u_0.001_36,res_ss,125,3.63,0.33u,0.001,36,0.00141319,0.00370333,0.00443698,1.79906,1.79906,0.144152,50.0754,0.436816,-0.000726936,2.15144,3.63,9.05492e-09,6.46605e-07,3.63002,2.4108e-08,0.0173726,0.436655,4.43698
res_ss_125c_3.63v_0.33u_0.5_36,res_ss,125,3.63,0.33u,0.5,36,0.00141319,0.00370333,0.00443698,1.79906,1.79906,0.14415,50.0758,0.436814,-8.38076e-06,2.15144,3.63,4.1469e-09,6.59953e-07,3.62999,2.41079e-08,0.0173723,0.436655,4.43698
res_ss_125c_3.63v_1u_0.1_1e9,res_ss,125,3.63,1u,0.1,1e9,0.00141304,0.00370324,0.00443689,1.80067,1.79915,1.41629,1.43504,1.3621,-0.00100873,2.15144,3.63001,0.000227348,1.79733,3.63,2.41079e-08,0.0173655,0.436643,4.43689
res_ss_125c_3.63v_1u_0.1_36,res_ss,125,3.63,1u,0.1,36,0.00141318,0.00370333,0.00443698,1.79906,1.79906,0.436814,50.3665,0.436812,-4.29244e-06,2.15144,3.63,5.56008e-09,6.49974e-07,3.62998,2.4108e-08,0.0173715,0.436653,4.43698
res_ss_125c_3.63v_4.7u_0.001_36,res_ss,125,3.63,4.7u,0.001,36,0.00141318,0.00370333,0.00443698,1.79929,1.79906,2.24334,51.9796,0.476904,-0.0308487,2.15144,3.63,4.38008e-09,0.00881912,3.62998,2.41079e-08,0.0173725,0.436653,4.43698
