corner_id,corner,temp_c,vin_v,vout_0ma,vout_25ma,vout_50ma,ivin_0ma_ua,iload_25ma,iload_50ma,isns_mv_50ma,vth_mv_50ma,sense_margin_pct,ilim_1764_ma,ilim_1500_ma,ilim_0900_ma,ilim_0300_ma,ilim_0000_ma,pshort_mw,flat_0_vs_1500_pct
ss_-40c_3.30v,ss,-40,3.30,1.79946,1.79946,1.79946,10.1728,24.9925,49.9849,81.8816,101.073,18.9873,62.065,62.1443,62.3681,62.6578,62.9434,207.713,1.28588
ss_-40c_3.63v,ss,-40,3.63,1.7994,1.7994,1.7994,12.4455,24.9916,49.9832,81.948,101.427,19.2049,62.1623,62.2583,62.5034,62.9785,63.651,231.053,2.23691
ss_27c_2.97v,ss,27,2.97,1.79939,1.79939,1.79939,9.75175,24.9915,49.9831,80.8011,100.726,19.7811,62.8498,62.8513,62.9875,63.1813,63.3134,188.041,0.735212
ss_27c_3.30v,ss,27,3.30,1.79936,1.79936,1.79936,11.5078,24.9911,49.9823,80.918,101.089,19.9538,62.8551,62.9092,63.0825,63.3217,63.5724,209.789,1.05433
ss_27c_3.63v,ss,27,3.63,1.79928,1.79928,1.79928,14.4617,24.99,49.98,80.983,101.408,20.1416,62.921,62.9943,63.1911,63.6029,64.2202,233.119,1.94608
ss_125c_2.97v,ss,125,2.97,1.79924,1.79923,1.79923,11.1261,24.9893,49.9787,80.2908,100.798,20.3452,63.3581,63.3284,63.4029,63.5426,63.645,189.026,0.49987
ss_125c_3.30v,ss,125,3.30,1.7992,1.7992,1.79919,13.8724,24.9888,49.9776,80.4067,101.126,20.4884,63.3249,63.351,63.4682,63.6505,63.8594,210.736,0.802544
ss_125c_3.63v,ss,125,3.63,1.79908,1.79908,1.79908,17.176,24.9872,49.9744,80.4697,101.411,20.65,63.3562,63.4042,63.5473,63.8851,64.4308,233.884,1.61902
fs_-40c_2.97v,fs,-40,2.97,1.79946,1.79946,1.79946,11.002,24.9925,49.985,68.7763,100.713,31.7108,73.8624,73.8859,74.0916,74.3583,74.5346,221.368,0.878016
fs_-40c_3.30v,fs,-40,3.30,1.79944,1.79944,1.79944,12.6192,24.9922,49.9844,68.8572,101.1,31.8916,73.8969,73.9812,74.2263,74.5491,74.8757,247.09,1.20917
fs_-40c_3.63v,fs,-40,3.63,1.7994,1.7994,1.7994,15.572,24.9916,49.9832,68.9032,101.44,32.0747,74.0008,74.1055,74.3762,74.9172,75.7004,274.792,2.15218
fs_27c_2.97v,fs,27,2.97,1.79937,1.79937,1.79937,12.0809,24.9913,49.9825,67.9211,100.758,32.59,74.8931,74.8827,75.0239,75.2353,75.3816,223.883,0.666349
fs_27c_3.30v,fs,27,3.30,1.79935,1.79935,1.79935,14.4322,24.991,49.9819,68.0003,101.109,32.7458,74.8856,74.9404,75.1276,75.3924,75.6777,249.737,0.983929
fs_27c_3.63v,fs,27,3.63,1.79929,1.79929,1.79929,17.8763,24.9901,49.9803,68.0451,101.417,32.9054,74.953,75.0315,75.2471,75.7138,76.4295,277.439,1.86314
fs_125c_2.97v,fs,125,2.97,1.79921,1.79921,1.79921,13.9296,24.989,49.9781,67.427,100.821,33.1219,75.6361,75.5651,75.6148,75.7558,75.865,225.319,0.396916
fs_125c_3.30v,fs,125,3.30,1.79919,1.79918,1.79918,17.1951,24.9886,49.9773,67.5047,101.138,33.2548,75.5561,75.5683,75.6792,75.8724,76.1059,251.15,0.711489
fs_125c_3.63v,fs,125,3.63,1.7991,1.7991,1.7991,20.9225,24.9875,49.975,67.5479,101.413,33.3935,75.5716,75.6152,75.7614,76.1361,76.7625,278.648,1.51723
sf_-40c_2.97v,sf,-40,2.97,1.79948,1.79948,1.79948,11.0325,24.9928,49.9855,68.7197,100.968,31.9391,74.0185,74.0708,74.3023,74.5848,74.7736,222.077,0.948714
sf_-40c_3.30v,sf,-40,3.30,1.79944,1.79944,1.79944,14.3036,24.9922,49.9844,68.7988,101.358,32.1232,74.0862,74.1832,74.4455,74.7888,75.1409,247.965,1.29103
sf_-40c_3.63v,sf,-40,3.63,1.79933,1.79933,1.79933,18.0228,24.9907,49.9813,68.8418,101.703,32.3109,74.205,74.3179,74.6045,75.186,76.0251,275.971,2.29716
sf_27c_2.97v,sf,27,2.97,1.79938,1.79938,1.79938,12.9269,24.9914,49.9827,67.8708,101.002,32.8025,75.0114,75.0302,75.1993,75.4262,75.5833,224.482,0.737103
sf_27c_3.30v,sf,27,3.30,1.79933,1.79932,1.79932,16.489,24.9906,49.9812,67.9479,101.356,32.9614,75.038,75.1068,75.3121,75.5956,75.9036,250.482,1.06098
sf_27c_3.63v,sf,27,3.63,1.79918,1.79917,1.79917,20.3328,24.9885,49.977,67.9888,101.667,33.126,75.1219,75.2093,75.4405,75.9439,76.7115,278.463,1.99736
sf_125c_2.97v,sf,125,2.97,1.79914,1.79914,1.79914,15.5965,24.988,49.976,67.3796,101.061,33.3274,75.637,75.6187,75.7172,75.8806,76.0005,225.721,0.504915
sf_125c_3.30v,sf,125,3.30,1.7989,1.79889,1.79889,19.3627,24.9846,49.9692,67.4482,101.38,33.4701,75.6188,75.6558,75.7971,76.0122,76.2665,251.679,0.807196
sf_125c_3.63v,sf,125,3.63,1.79723,1.79722,1.79722,23.3431,24.9613,49.9226,67.4316,101.66,33.6694,75.664,75.7231,75.8922,76.3031,76.9775,279.428,1.65663
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79944,1.79943,1.79943,13.0799,24.9922,49.9843,55.7365,100.828,44.7213,91.3405,91.3605,91.5888,91.8923,92.0967,273.527,0.805841
res_ff_-40c_3.30v,res_ff,-40,3.30,1.7994,1.7994,1.7994,15.8296,24.9917,49.9834,55.788,101.2,44.8735,91.3713,91.4641,91.7407,92.1119,92.4985,305.245,1.13097
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79933,1.79933,1.79933,19.7551,24.9906,49.9813,55.8165,101.525,45.0222,91.4853,91.6032,91.911,92.5471,93.4911,339.373,2.061
res_ff_27c_2.97v,res_ff,27,2.97,1.79934,1.79934,1.79934,14.6497,24.9908,49.9816,54.9894,100.858,45.4786,92.6833,92.6608,92.8147,93.0554,93.2246,276.877,0.608488
res_ff_27c_3.30v,res_ff,27,3.30,1.7993,1.7993,1.7993,18.228,24.9902,49.9805,55.0394,101.198,45.6123,92.6622,92.7209,92.9316,93.2358,93.5719,308.787,0.917776
res_ff_27c_3.63v,res_ff,27,3.63,1.7992,1.7992,1.7992,22.3746,24.9889,49.9777,55.0666,101.494,45.7439,92.7341,92.8223,93.0674,93.6141,94.4717,342.932,1.77699
res_ff_125c_2.97v,res_ff,125,2.97,1.79915,1.79915,1.79914,17.3643,24.9881,49.9763,54.5112,100.906,45.978,93.6371,93.5611,93.6264,93.7928,93.9201,278.943,0.383728
res_ff_125c_3.30v,res_ff,125,3.30,1.79909,1.79909,1.79909,21.4188,24.9873,49.9746,54.5594,101.214,46.0952,93.5521,93.5703,93.7034,93.9288,94.2026,310.868,0.675749
res_ff_125c_3.63v,res_ff,125,3.63,1.79889,1.79889,1.79889,25.7845,24.9845,49.9691,54.583,101.481,46.2137,93.5747,93.6279,93.7999,94.2387,94.9835,344.79,1.44789
res_ss_-40c_2.97v,res_ss,-40,2.97,1.7995,1.7995,1.7995,9.3751,24.9931,49.9861,81.7193,100.846,18.9666,62.1062,62.1554,62.3632,62.6138,62.7784,186.452,1.00234
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79948,1.79947,1.79947,11.5306,24.9927,49.9854,81.8335,101.248,19.1749,62.1696,62.257,62.491,62.7926,63.094,208.21,1.34438
res_ss_-40c_3.63v,res_ss,-40,3.63,1.79941,1.79941,1.79941,14.7868,24.9918,49.9835,81.8979,101.604,19.3948,62.2768,62.3776,62.632,63.1326,63.8414,231.744,2.34669
res_ss_27c_2.97v,res_ss,27,2.97,1.79941,1.79941,1.79941,10.5843,24.9918,49.9836,80.7659,100.891,19.9476,62.9103,62.9314,63.0839,63.2851,63.4224,188.364,0.780199
res_ss_27c_3.30v,res_ss,27,3.30,1.79938,1.79938,1.79938,13.4895,24.9914,49.9827,80.8774,101.254,20.124,62.9389,63.0012,63.1844,63.4335,63.698,210.203,1.10601
res_ss_27c_3.63v,res_ss,27,3.63,1.79929,1.79929,1.79929,16.9022,24.9901,49.9802,80.9398,101.573,20.3137,63.015,63.093,63.298,63.7322,64.383,233.71,2.0446
res_ss_125c_2.97v,res_ss,125,2.97,1.79924,1.79923,1.79923,12.8675,24.9894,49.9787,80.2635,100.958,20.4983,63.4022,63.3886,63.4764,63.6207,63.7262,189.267,0.532509
res_ss_125c_3.30v,res_ss,125,3.30,1.79919,1.79919,1.79919,16.1602,24.9887,49.9774,80.3721,101.283,20.6461,63.3886,63.4217,63.5463,63.7353,63.9551,211.052,0.841053
res_ss_125c_3.63v,res_ss,125,3.63,1.79899,1.79899,1.79899,19.7257,24.9859,49.9719,80.4287,101.568,20.8127,63.4288,63.4806,63.6294,63.985,64.5602,234.353,1.70061
