corner_id,corner,temp_c,vin_v,vout_0ma,vout_25ma,vout_50ma,ivin_0ma_ua,iload_25ma,iload_50ma,isns_mv_50ma,vth_mv_50ma,sense_margin_pct,ilim_1764_ma,ilim_1500_ma,ilim_0900_ma,ilim_0300_ma,ilim_0000_ma,pshort_mw,flat_0_vs_1500_pct
ff_27c_3.30v,ff,27,3.30,1.79931,1.7993,1.7993,17.0912,24.9903,49.9807,55.041,101.375,45.7056,92.7592,92.812,93.0195,93.3273,93.6734,309.122,0.928167
ff_27c_3.63v,ff,27,3.63,1.7992,1.7992,1.79919,19.3419,24.9888,49.9776,55.0709,101.673,45.8352,92.8248,92.9113,93.1572,93.7201,94.609,343.431,1.82723
ff_125c_2.97v,ff,125,2.97,1.79909,1.79909,1.79909,16.4463,24.9874,49.9747,54.4996,101.082,46.0838,93.8256,93.6965,93.7237,93.8758,93.9991,279.177,0.322904
ff_125c_3.30v,ff,125,3.30,1.79903,1.79903,1.79902,18.7292,24.9865,49.9729,54.5556,101.393,46.1938,93.6816,93.6805,93.7944,94.0127,94.2907,311.159,0.651288
ff_125c_3.63v,ff,125,3.63,1.79887,1.79886,1.79886,21.04,24.9841,49.9682,54.5837,101.661,46.3084,93.6825,93.7264,93.8875,94.332,95.1005,345.215,1.46601
ss_-40c_2.97v,ss,-40,2.97,1.79948,1.79948,1.79948,8.65499,24.9928,49.9856,81.7914,100.672,18.7543,62.0097,62.0222,62.2005,62.4375,62.5924,185.899,0.919365
ss_-40c_3.30v,ss,-40,3.30,1.79946,1.79946,1.79946,9.9179,24.9925,49.9849,81.9269,101.073,18.9425,62.0305,62.103,62.3198,62.6037,62.883,207.514,1.25585
ss_-40c_3.63v,ss,-40,3.63,1.7994,1.7994,1.7994,11.211,24.9916,49.9832,82.0006,101.427,19.1531,62.1199,62.2124,62.4525,62.9172,63.5772,230.785,2.19381
ss_27c_2.97v,ss,27,2.97,1.7994,1.79939,1.79939,9.50227,24.9916,49.9831,80.816,100.726,19.7662,62.849,62.8298,62.95,63.1379,63.2669,187.903,0.695593
ss_27c_3.30v,ss,27,3.30,1.79937,1.79936,1.79936,10.8759,24.9912,49.9823,80.9524,101.089,19.9198,62.8306,62.8765,63.0415,63.2748,63.5194,209.614,1.02243
ss_27c_3.63v,ss,27,3.63,1.79929,1.79928,1.79928,12.2821,24.9901,49.9801,81.0256,101.408,20.0996,62.8869,62.9561,63.1472,63.549,64.1539,232.879,1.90258
ss_125c_2.97v,ss,125,2.97,1.79924,1.79924,1.79924,10.5818,24.9894,49.9788,80.2916,100.798,20.3444,63.3753,63.3186,63.3735,63.5065,63.6058,188.909,0.453642
ss_125c_3.30v,ss,125,3.30,1.7992,1.7992,1.7992,12.0818,24.9889,49.9778,80.4306,101.126,20.4647,63.3113,63.3274,63.4345,63.6109,63.8141,210.587,0.768704
ss_125c_3.63v,ss,125,3.63,1.79909,1.79909,1.79909,13.6203,24.9873,49.9746,80.5031,101.411,20.6171,63.3308,63.3739,63.5107,63.839,64.3727,233.673,1.57606
fs_-40c_2.97v,fs,-40,2.97,1.79946,1.79946,1.79946,10.6737,24.9925,49.985,68.7989,100.713,31.6883,73.8547,73.855,74.0427,74.3026,74.4749,221.191,0.839374
fs_-40c_3.30v,fs,-40,3.30,1.79944,1.79944,1.79944,12.2202,24.9922,49.9845,68.8911,101.1,31.8582,73.8626,73.9376,74.1733,74.4889,74.8074,246.864,1.17636
fs_-40c_3.63v,fs,-40,3.63,1.7994,1.7994,1.7994,13.8018,24.9916,49.9832,68.942,101.44,32.0366,73.9558,74.0557,74.3199,74.8477,75.6148,274.482,2.10533
fs_27c_2.97v,fs,27,2.97,1.79938,1.79938,1.79937,11.7402,24.9913,49.9826,67.9346,100.758,32.5766,74.905,74.8649,74.9841,75.1878,75.3302,223.731,0.621479
fs_27c_3.30v,fs,27,3.30,1.79936,1.79935,1.79935,13.4216,24.991,49.982,68.0265,101.109,32.72,74.8636,74.9071,75.083,75.3405,75.618,249.539,0.949083
fs_27c_3.63v,fs,27,3.63,1.7993,1.7993,1.7993,15.1418,24.9902,49.9805,68.0767,101.417,32.8742,74.9178,74.9907,75.199,75.653,76.3527,277.16,1.81625
fs_125c_2.97v,fs,125,2.97,1.79922,1.79922,1.79922,13.0907,24.9892,49.9783,67.4313,100.821,33.1177,75.6743,75.5621,75.5844,75.7165,75.822,225.191,0.343969
fs_125c_3.30v,fs,125,3.30,1.7992,1.79919,1.79919,14.9268,24.9888,49.9776,67.5236,101.138,33.236,75.5478,75.5459,75.6432,75.829,76.0554,250.983,0.674464
fs_125c_3.63v,fs,125,3.63,1.79912,1.79912,1.79911,16.8104,24.9877,49.9754,67.5731,101.413,33.3687,75.5469,75.5837,75.7215,76.0845,76.6958,278.406,1.47143
sf_-40c_2.97v,sf,-40,2.97,1.79948,1.79948,1.79947,10.4562,24.9927,49.9854,68.7543,100.968,31.9048,73.9913,74.0236,74.2389,74.5146,74.6984,221.854,0.911614
sf_-40c_3.30v,sf,-40,3.30,1.79944,1.79943,1.79943,12.026,24.9921,49.9843,68.8434,101.358,32.0792,74.0359,74.1247,74.3782,74.7131,75.0551,247.682,1.25517
sf_-40c_3.63v,sf,-40,3.63,1.79933,1.79933,1.79933,13.6298,24.9906,49.9813,68.8909,101.703,32.2627,74.1451,74.2537,74.5335,75.0988,75.9183,275.583,2.24183
sf_27c_2.97v,sf,27,2.97,1.79938,1.79938,1.79938,11.5184,24.9913,49.9827,67.8955,101.002,32.7781,75.0029,74.9967,75.1461,75.3655,75.5178,224.288,0.694951
sf_27c_3.30v,sf,27,3.30,1.79933,1.79932,1.79932,13.2262,24.9906,49.9812,67.9837,101.356,32.9261,75.0007,75.0595,75.2545,75.5296,75.8277,250.232,1.02355
sf_27c_3.63v,sf,27,3.63,1.79918,1.79918,1.79917,14.9761,24.9886,49.9771,68.0296,101.667,33.0859,75.0728,75.1552,75.3791,75.8666,76.6145,278.111,1.94172
sf_125c_2.97v,sf,125,2.97,1.79917,1.79916,1.79916,12.857,24.9884,49.9767,67.3955,101.061,33.3118,75.6506,75.5996,75.6744,75.8294,75.9448,225.556,0.45655
sf_125c_3.30v,sf,125,3.30,1.79909,1.79908,1.79908,14.72,24.9873,49.9745,67.4829,101.38,33.4358,75.5953,75.62,75.7492,75.956,76.2011,251.464,0.768381
sf_125c_3.63v,sf,125,3.63,1.79887,1.79886,1.79886,16.6424,24.9842,49.9683,67.526,101.659,33.5757,75.6262,75.6792,75.8403,76.2364,76.8916,279.116,1.60205
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79944,1.79944,1.79943,12.7561,24.9922,49.9843,55.7555,100.828,44.7025,91.3443,91.3288,91.5308,91.8249,92.0239,273.311,0.761118
res_ff_-40c_3.30v,res_ff,-40,3.30,1.79941,1.7994,1.7994,14.7394,24.9917,49.9835,55.8137,101.2,44.8481,91.3345,91.4138,91.6769,92.0384,92.4141,304.967,1.09429
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79933,1.79933,1.79933,16.7665,24.9907,49.9813,55.8452,101.525,44.9939,91.4327,91.5439,91.8428,92.4611,93.3832,338.981,2.00917
res_ff_27c_2.97v,res_ff,27,2.97,1.79934,1.79934,1.79934,14.0806,24.9908,49.9817,55.0022,100.858,45.4659,92.7173,92.6475,92.7685,92.9982,93.1623,276.692,0.555568
res_ff_27c_3.30v,res_ff,27,3.30,1.79931,1.7993,1.7993,16.2367,24.9903,49.9806,55.0598,101.198,45.5922,92.6425,92.6842,92.8785,93.1727,93.4985,308.545,0.878608
res_ff_27c_3.63v,res_ff,27,3.63,1.79921,1.7992,1.7992,18.4438,24.9889,49.9779,55.0903,101.494,45.7206,92.6945,92.7745,93.0094,93.5392,94.3753,342.582,1.72542
res_ff_125c_2.97v,res_ff,125,2.97,1.79916,1.79916,1.79916,15.755,24.9883,49.9766,54.518,100.906,45.9712,93.7162,93.5692,93.5926,93.7461,93.8684,278.789,0.31971
res_ff_125c_3.30v,res_ff,125,3.30,1.79911,1.79911,1.79911,18.1088,24.9876,49.9752,54.5751,101.214,46.0797,93.5517,93.5483,93.6613,93.8764,94.141,310.665,0.633619
res_ff_125c_3.63v,res_ff,125,3.63,1.79897,1.79896,1.79896,20.5308,24.9856,49.9712,54.6041,101.481,46.1929,93.5491,93.5922,93.7523,94.1758,94.9005,344.489,1.39788
res_ss_-40c_2.97v,res_ss,-40,2.97,1.7995,1.7995,1.7995,9.12303,24.993,49.986,81.7589,100.846,18.9273,62.0798,62.1146,62.3102,62.5556,62.7165,186.268,0.968984
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79947,1.79947,1.79947,10.4087,24.9927,49.9853,81.8882,101.248,19.1209,62.1266,62.2078,62.435,62.7301,63.0238,207.979,1.31185
res_ss_-40c_3.63v,res_ss,-40,3.63,1.79941,1.7994,1.7994,11.7212,24.9917,49.9835,81.9593,101.604,19.3344,62.2265,62.324,62.5732,63.0614,63.7555,231.433,2.29683
res_ss_27c_2.97v,res_ss,27,2.97,1.79941,1.79941,1.79941,10.0156,24.9918,49.9836,80.7921,100.891,19.9216,62.8976,62.901,63.0393,63.2347,63.3683,188.204,0.742865
res_ss_27c_3.30v,res_ss,27,3.30,1.79938,1.79938,1.79938,11.4138,24.9914,49.9827,80.9206,101.254,20.0813,62.9059,62.9609,63.1363,63.379,63.636,209.999,1.07222
res_ss_27c_3.63v,res_ss,27,3.63,1.79929,1.79929,1.79929,12.8433,24.9901,49.9803,80.9904,101.573,20.264,62.9734,63.0476,63.247,63.6692,64.305,233.427,1.99436
res_ss_125c_2.97v,res_ss,125,2.97,1.79924,1.79924,1.79924,11.1496,24.9895,49.9789,80.2766,100.958,20.4854,63.405,63.3693,63.4401,63.5781,63.6801,189.13,0.490537
res_ss_125c_3.30v,res_ss,125,3.30,1.7992,1.7992,1.7992,12.6779,24.9889,49.9777,80.4049,101.283,20.6137,63.3661,63.3905,63.5061,63.6888,63.9016,210.875,0.806256
res_ss_125c_3.63v,res_ss,125,3.63,1.79907,1.79907,1.79907,14.2491,24.9871,49.9741,80.4728,101.568,20.7692,63.3961,63.4435,63.5863,63.9305,64.4911,234.103,1.65123
