corner_id,corner,temp_c,vin_v,vout_0ma,vout_25ma,vout_50ma,ivin_0ma_ua,iload_25ma,iload_50ma,isns_mv_50ma,vth_mv_50ma,sense_margin_pct,ilim_1764_ma,ilim_1500_ma,ilim_0900_ma,ilim_0300_ma,ilim_0000_ma,pshort_mw,flat_0_vs_1500_pct
sf_125c_3.30v,sf,125,3.30,1.79927,1.79926,1.79926,14.4829,24.9897,49.9794,67.4894,101.38,33.4293,75.5761,75.6007,75.7291,75.9347,76.1786,251.389,0.764424
sf_125c_3.63v,sf,125,3.63,1.79911,1.79909,1.79909,16.422,24.9873,49.9747,67.5345,101.658,33.5672,75.6069,75.6596,75.8201,76.2149,76.869,279.034,1.59845
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79952,1.79952,1.79952,12.8598,24.9933,49.9867,55.758,100.828,44.6998,91.3384,91.3228,91.5246,91.8184,92.017,273.291,0.760182
res_ff_-40c_3.30v,res_ff,-40,3.30,1.7995,1.79949,1.79949,14.787,24.993,49.9859,55.8164,101.2,44.8454,91.3285,91.4077,91.6706,92.0316,92.4071,304.943,1.09339
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79943,1.79943,1.79943,16.7952,24.9921,49.9841,55.8483,101.525,44.9908,91.4264,91.5375,91.8362,92.4542,93.3759,338.955,2.00833
res_ff_27c_2.97v,res_ff,27,2.97,1.79944,1.79944,1.79944,14.0379,24.9922,49.9845,55.0052,100.858,45.4629,92.7067,92.6369,92.7574,92.9865,93.15,276.656,0.553894
res_ff_27c_3.30v,res_ff,27,3.30,1.79941,1.79941,1.79941,16.1251,24.9918,49.9836,55.063,101.198,45.589,92.6317,92.6733,92.8673,93.1608,93.486,308.504,0.876974
res_ff_27c_3.63v,res_ff,27,3.63,1.79933,1.79933,1.79933,18.3139,24.9907,49.9813,55.0941,101.494,45.7168,92.6834,92.7633,92.9978,93.5269,94.3625,342.536,1.72389
res_ff_125c_2.97v,res_ff,125,2.97,1.7993,1.7993,1.7993,15.5334,24.9902,49.9804,54.5222,100.905,45.967,93.6938,93.5468,93.5695,93.7215,93.8425,278.712,0.316098
res_ff_125c_3.30v,res_ff,125,3.30,1.79926,1.79926,1.79926,17.8163,24.9897,49.9793,54.5796,101.214,46.0752,93.5293,93.5257,93.6378,93.8515,94.1149,310.579,0.630062
res_ff_125c_3.63v,res_ff,125,3.63,1.79916,1.79915,1.79915,20.2381,24.9882,49.9763,54.6096,101.481,46.1873,93.5264,93.5692,93.7284,94.1505,94.874,344.393,1.39454
res_ss_-40c_2.97v,res_ss,-40,2.97,1.79958,1.79958,1.79958,9.23086,24.9942,49.9883,81.7626,100.846,18.9236,62.0763,62.111,62.3066,62.5518,62.7125,186.256,0.96833
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79956,1.79956,1.79956,10.4911,24.9938,49.9877,81.892,101.248,19.117,62.123,62.2041,62.4313,62.7262,63.0198,207.965,1.31123
res_ss_-40c_3.63v,res_ss,-40,3.63,1.79951,1.7995,1.7995,11.8039,24.9931,49.9862,81.9637,101.604,19.3301,62.2228,62.3203,62.5693,63.0574,63.7514,231.417,2.29628
res_ss_27c_2.97v,res_ss,27,2.97,1.79951,1.7995,1.7995,10.0213,24.9931,49.9862,80.7964,100.891,19.9173,62.8911,62.8945,63.0326,63.2276,63.361,188.182,0.741671
res_ss_27c_3.30v,res_ss,27,3.30,1.79948,1.79948,1.79948,11.3852,24.9928,49.9855,80.9251,101.254,20.0768,62.8993,62.9543,63.1295,63.3719,63.6286,209.974,1.07108
res_ss_27c_3.63v,res_ss,27,3.63,1.79941,1.79941,1.79941,12.8148,24.9918,49.9836,80.9957,101.573,20.2586,62.9667,63.0409,63.2401,63.6619,64.2975,233.4,1.99332
res_ss_125c_2.97v,res_ss,125,2.97,1.79938,1.79937,1.79937,11.0259,24.9913,49.9825,80.2824,100.958,20.4796,63.3908,63.355,63.4255,63.5627,63.6641,189.082,0.487838
res_ss_125c_3.30v,res_ss,125,3.30,1.79934,1.79934,1.79934,12.5156,24.9908,49.9816,80.4111,101.283,20.6075,63.352,63.3763,63.4914,63.6734,63.8856,210.822,0.80366
res_ss_125c_3.63v,res_ss,125,3.63,1.79925,1.79924,1.79924,14.0941,24.9895,49.9789,80.4804,101.567,20.7616,63.3818,63.429,63.5714,63.9149,64.4749,234.044,1.64885
