corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,clg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,clg_off_tran,slope_vpms,t_startup_ms
ff_125c_2.97v_0.33u_0.001_36,ff,125,2.97,0.33u,0.001,36,0.000769743,0.00196636,0.00229546,1.8008,1.79908,1.54125,50.1843,4.65526,-0.221883,1.98709,2.96669,8.95359e-10,6.05922e-06,2.97002,4.14191e-08,1.71007e-05,0.835689,2.29546
ff_125c_2.97v_0.33u_0.5_36,ff,125,2.97,0.33u,0.5,36,0.000769743,0.00196636,0.00229546,1.80081,1.79908,1.52193,50.1857,4.5998,-0.231448,1.98709,2.96669,5.26446e-10,6.06708e-06,2.96999,4.68034e-08,-9.16049e-06,0.835689,2.29546
ff_125c_2.97v_1u_0.1_1e9,ff,125,2.97,1u,0.1,1e9,0.000754643,0.00195373,0.00228951,1.80567,1.80411,5.81228,5.83319,5.80151,-0.00028811,1.98709,2.96669,0.000114237,1.80236,2.96997,5.15617e-08,-3.12835e-05,0.833968,2.28951
ff_125c_2.97v_1u_0.1_36,ff,125,2.97,1u,0.1,36,0.000769683,0.00196636,0.00229546,1.80187,1.79908,4.9319,50.7122,4.92113,-0.923321,1.98709,2.96669,1.83008e-09,6.06018e-06,2.97,4.61413e-08,-5.12072e-06,0.835647,2.29546
ff_125c_2.97v_4.7u_0.001_36,ff,125,2.97,4.7u,0.001,36,0.000770191,0.00196635,0.00229547,1.80452,1.79908,20.6018,53.8151,4.37954,-0.846713,1.98709,2.96669,6.87231e-10,0.00882424,2.97,4.58348e-08,1.58066e-06,0.836009,2.29547
ff_125c_2.97v_4.7u_0.5_36,ff,125,2.97,4.7u,0.5,36,0.000769536,0.00196636,0.00229547,1.80358,1.79908,18.5291,53.822,3.97273,-0.487129,1.98709,2.96669,1.6466e-09,0.00935979,2.97001,4.50714e-08,7.99171e-06,0.835545,2.29547
ff_125c_3.30v_1u_0.1_36,ff,125,3.30,1u,0.1,36,0.000791964,0.00199675,0.00233114,1.80106,1.79902,4.91039,50.6747,4.90055,-0.917065,2.06499,3.29653,1.88586e-09,6.80815e-06,3.3,4.40169e-08,3.51016e-06,0.830023,2.33114
ff_125c_3.63v_0.33u_0.001_36,ff,125,3.63,0.33u,0.001,36,0.000812403,0.00202283,0.0023606,1.79975,1.79885,1.51977,50.1354,4.58982,-0.234543,2.13907,3.62632,7.8727e-09,7.71426e-06,3.62999,4.75296e-08,-9.57617e-06,0.826155,2.3606
ff_125c_3.63v_0.33u_0.5_36,ff,125,3.63,0.33u,0.5,36,0.000812403,0.00202283,0.0023606,1.79975,1.79885,1.50038,50.1373,4.53474,-0.180062,2.13907,3.62632,1.7388e-09,7.72545e-06,3.62999,4.45128e-08,-1.15087e-05,0.826155,2.3606
ff_125c_3.63v_1u_0.1_1e9,ff,125,3.63,1u,0.1,1e9,0.000819524,0.0020287,0.00235499,1.80331,1.80196,5.71977,5.74608,5.70444,-0.000252614,2.13907,3.62632,9.98822e-05,1.80024,3.63,4.29643e-08,1.67402e-07,0.827009,2.35499
ff_125c_3.63v_1u_0.1_36,ff,125,3.63,1u,0.1,36,0.000812384,0.00202283,0.0023606,1.80019,1.79885,4.87845,50.6369,4.86658,-0.903639,2.13907,3.62632,5.16318e-09,7.71533e-06,3.63,4.33942e-08,-4.90327e-06,0.826142,2.3606
ff_125c_3.63v_4.7u_0.001_36,ff,125,3.63,4.7u,0.001,36,0.000802721,0.00202284,0.00236059,1.80258,1.79885,20.4361,53.6461,4.344,-0.71697,2.13907,3.62632,5.30347e-09,0.00882333,3.62999,4.31454e-08,-5.27109e-06,0.819592,2.36059
ff_125c_3.63v_4.7u_0.5_36,ff,125,3.63,4.7u,0.5,36,0.000809436,0.00202283,0.00236059,1.80178,1.79885,18.2963,53.6563,3.92625,-0.448244,2.13907,3.62632,3.97048e-10,0.00935828,3.63003,4.00778e-08,2.88337e-05,0.824135,2.36059
ff_27c_2.97v_1u_0.1_36,ff,27,2.97,1u,0.1,36,0.000787807,0.0021517,0.00253986,1.80691,1.79934,6.01077,50.8928,5.98555,-1.38615,2.08824,2.96994,5.43222e-10,8.19901e-09,2.97002,7.35847e-09,2.39932e-05,0.733195,2.53986
ff_27c_3.30v_1u_0.1_36,ff,27,3.30,1u,0.1,36,0.000810472,0.00218371,0.00257864,1.80599,1.7993,6.00749,50.854,5.98346,-1.3431,2.16691,3.29993,6.71633e-10,2.90185e-08,3.29996,2.34279e-08,-3.88559e-05,0.728206,2.57864
ff_27c_3.63v_1u_0.1_36,ff,27,3.63,1u,0.1,36,0.000830805,0.00221016,0.00260898,1.80501,1.79919,5.98905,50.8197,5.96745,-1.32864,2.24155,3.62992,4.80209e-10,4.95855e-08,3.62995,2.42956e-08,-5.55424e-05,0.724977,2.60898
fs_-40c_2.97v_1u_0.1_36,fs,-40,2.97,1u,0.1,36,0.00111171,0.00336595,0.00404799,1.81117,1.79946,5.60735,50.7816,5.58674,-1.95483,2.19462,2.9699,3.25669e-09,7.11991e-09,2.96998,6.48601e-09,-2.60224e-05,0.443608,4.04799
fs_-40c_3.30v_1u_0.1_36,fs,-40,3.30,1u,0.1,36,0.00115083,0.00343597,0.00415288,1.80963,1.79944,5.54303,50.6958,5.52173,-1.6652,2.19547,3.29989,1.71724e-09,1.65653e-09,3.30001,7.30087e-09,9.40792e-06,0.43761,4.15288
fs_-40c_3.63v_1u_0.1_36,fs,-40,3.63,1u,0.1,36,0.00118421,0.00348543,0.00421523,1.80854,1.7994,5.5207,50.6573,5.49986,-1.46657,2.19605,3.62988,1.59444e-09,1.03334e-08,3.63,9.42665e-09,2.33136e-06,0.434552,4.21523
fs_125c_2.97v_1u_0.1_36,fs,125,2.97,1u,0.1,36,0.000996566,0.00274273,0.00325998,1.80739,1.79921,4.19539,50.7248,4.18965,-1.01619,2.155,2.96749,5.34652e-10,1.01193e-07,2.97,3.38011e-08,-5.29037e-06,0.572684,3.25998
fs_125c_3.30v_1u_0.1_36,fs,125,3.30,1u,0.1,36,0.0010348,0.00280121,0.00333407,1.80631,1.79918,4.19039,50.6759,4.18356,-0.901701,2.24078,3.29737,1.51603e-09,1.14029e-07,3.29999,3.28353e-08,-1.30297e-05,0.56612,3.33407
fs_125c_3.63v_1u_0.1_36,fs,125,3.63,1u,0.1,36,0.00107004,0.00284927,0.00339061,1.80527,1.79911,4.18172,50.639,4.1752,-0.901936,2.32228,3.62721,1.87076e-09,1.30913e-07,3.62999,3.28424e-08,-9.6947e-06,0.562041,3.39061
fs_27c_2.97v_1u_0.1_36,fs,27,2.97,1u,0.1,36,0.00103825,0.00303034,0.00362809,1.81026,1.79937,4.98672,50.7903,4.97506,-1.63829,2.25563,2.9699,9.63195e-10,1.62492e-08,2.96993,2.93466e-08,-7.76731e-05,0.501985,3.62809
fs_27c_3.30v_1u_0.1_36,fs,27,3.30,1u,0.1,36,0.0010775,0.00309538,0.0037171,1.80893,1.79935,4.95876,50.7245,4.94429,-1.40914,2.34213,3.29989,2.15062e-09,-9.74364e-09,3.30007,2.37513e-09,7.03831e-05,0.49557,3.7171
fs_27c_3.63v_1u_0.1_36,fs,27,3.63,1u,0.1,36,0.00111247,0.00314512,0.00377765,1.80785,1.79929,4.95,50.6836,4.93809,-1.27277,2.41913,3.62988,1.94211e-09,1.43495e-09,3.63004,3.21116e-09,4.71086e-05,0.491969,3.77765
res_ff_-40c_2.97v_0.33u_0.001_36,res_ff,-40,2.97,0.33u,0.001,36,0.000880873,0.00258213,0.00308261,1.81001,1.79944,2.44861,50.4626,7.34226,-1.99342,2.26026,2.96994,1.31181e-09,1.61939e-09,2.97,1.00867e-08,-5.82338e-07,0.587801,3.08261
res_ff_-40c_2.97v_0.33u_0.5_36,res_ff,-40,2.97,0.33u,0.5,36,0.000880873,0.00258213,0.00308261,1.80996,1.79944,2.39301,50.4629,7.18256,-1.81929,2.26026,2.96994,5.37727e-10,1.21448e-09,2.97,9.8473e-09,3.1889e-07,0.587801,3.08261
res_ff_-40c_2.97v_1u_0.1_1e9,res_ff,-40,2.97,1u,0.1,1e9,0.000843271,0.00258051,0.00308044,1.81145,1.80795,7.55243,7.56838,7.51473,-0.000756777,2.26026,2.96994,0.00029988,1.80607,2.97001,7.62484e-10,1.25439e-05,0.575626,3.08044
res_ff_-40c_2.97v_1u_0.1_36,res_ff,-40,2.97,1u,0.1,36,0.000880858,0.00258213,0.00308261,1.81058,1.79944,6.65289,50.8938,6.61518,-2.0939,2.26026,2.96994,1.27396e-09,-8.84227e-10,2.97001,7.07746e-09,1.08926e-05,0.587795,3.08261
res_ff_-40c_2.97v_4.7u_0.001_36,res_ff,-40,2.97,4.7u,0.001,36,0.000884268,0.00258213,0.00308263,1.81139,1.79944,23.3678,53.2466,4.96266,-2.1137,2.26026,2.96994,6.43251e-10,0.00882698,2.97,1.24467e-08,-3.45459e-06,0.588976,3.08263
res_ff_-40c_2.97v_4.7u_0.5_36,res_ff,-40,2.97,4.7u,0.5,36,0.000880925,0.00258213,0.00308263,1.81071,1.79944,20.2851,53.2389,4.37966,-1.38698,2.26026,2.96994,8.5761e-10,0.00936002,2.96999,1.33757e-08,-1.30985e-05,0.587819,3.08263
res_ff_-40c_3.30v_1u_0.1_36,res_ff,-40,3.30,1u,0.1,36,0.000908669,0.00262728,0.0031442,1.80924,1.7994,6.60038,50.8284,6.56062,-1.84506,2.34497,3.29993,4.37115e-10,5.19674e-09,3.3,1.03717e-08,-8.40939e-07,0.581865,3.1442
res_ff_-40c_3.63v_0.33u_0.001_36,res_ff,-40,3.63,0.33u,0.001,36,0.000934254,0.00266267,0.00318683,1.80763,1.79933,2.41843,50.3892,7.24898,-1.4698,2.42511,3.62992,6.57545e-10,1.38765e-08,3.63004,1.23613e-08,4.1223e-05,0.578564,3.18683
res_ff_-40c_3.63v_0.33u_0.5_36,res_ff,-40,3.63,0.33u,0.5,36,0.000934254,0.00266267,0.00318683,1.80754,1.79933,2.36122,50.3894,7.09159,-1.33081,2.42511,3.62992,4.72979e-10,-4.53216e-08,3.63004,-3.65147e-10,4.64735e-05,0.578564,3.18683
res_ff_-40c_3.63v_1u_0.1_1e9,res_ff,-40,3.63,1u,0.1,1e9,0.000932881,0.0026615,0.00318577,1.80895,1.80558,7.42792,7.44828,7.38911,-0.000767559,2.42511,3.62992,0.000295332,1.8037,3.62998,1.24063e-08,-1.66938e-05,0.578496,3.18577
res_ff_-40c_3.63v_1u_0.1_36,res_ff,-40,3.63,1u,0.1,36,0.000934242,0.00266267,0.00318683,1.80802,1.79933,6.58945,50.786,6.55441,-1.59818,2.42511,3.62992,1.77588e-09,5.35571e-09,3.63003,2.56209e-09,3.39727e-05,0.57856,3.18683
res_ff_-40c_3.63v_4.7u_0.001_36,res_ff,-40,3.63,4.7u,0.001,36,0.000932425,0.00266267,0.00318683,1.80887,1.79933,23.1716,53.0003,4.91981,-1.74067,2.42511,3.62992,1.80775e-09,0.00882361,3.62999,1.55455e-08,-9.80444e-06,0.577953,3.18683
res_ff_-40c_3.63v_4.7u_0.5_36,res_ff,-40,3.63,4.7u,0.5,36,0.000934166,0.00266267,0.00318683,1.80826,1.79933,19.9665,52.9927,4.324,-1.10703,2.42511,3.62992,1.37279e-09,0.00935916,3.63001,6.69187e-09,6.12175e-06,0.578535,3.18683
res_ff_125c_2.97v_0.33u_0.001_36,res_ff,125,2.97,0.33u,0.001,36,0.0007959,0.0021033,0.00246838,1.80438,1.79915,1.62132,50.3049,4.89684,-0.517148,2.09453,2.9696,8.74619e-10,5.08727e-07,2.96999,2.19106e-08,-1.13368e-05,0.764877,2.46838
res_ff_125c_2.97v_0.33u_0.5_36,res_ff,125,2.97,0.33u,0.5,36,0.0007959,0.0021033,0.00246838,1.80433,1.79915,1.60108,50.3055,4.83499,-0.482559,2.09453,2.9696,6.80361e-10,5.10537e-07,2.97,2.38432e-08,-2.64276e-06,0.764877,2.46838
res_ff_125c_2.97v_1u_0.1_1e9,res_ff,125,2.97,1u,0.1,1e9,0.000793848,0.00210074,0.00246612,1.80929,1.80732,6.00205,6.02237,5.99139,-0.000376413,2.09453,2.9696,0.000149213,1.80548,2.97,2.16984e-08,4.09477e-06,0.765174,2.46612
res_ff_125c_2.97v_1u_0.1_36,res_ff,125,2.97,1u,0.1,36,0.000795867,0.0021033,0.00246838,1.80564,1.79915,5.06,50.8282,5.04858,-1.01555,2.09453,2.9696,4.08458e-10,5.10319e-07,2.96999,2.18885e-08,-9.5089e-06,0.764858,2.46838
res_ff_125c_2.97v_4.7u_0.001_36,res_ff,125,2.97,4.7u,0.001,36,0.000790934,0.00210332,0.0024684,1.80797,1.79915,20.4848,53.7545,4.3549,-1.26057,2.09453,2.9696,5.04599e-10,0.00882146,2.96999,2.15495e-08,-8.83563e-06,0.761971,2.4684
res_ff_125c_2.97v_4.7u_0.5_36,res_ff,125,2.97,4.7u,0.5,36,0.00079366,0.00210331,0.0024684,1.80696,1.79915,18.4826,53.7551,3.96037,-0.80276,2.09453,2.9696,3.10438e-10,0.00935684,2.97,2.13146e-08,-8.97823e-07,0.763563,2.4684
res_ff_125c_3.30v_1u_0.1_36,res_ff,125,3.30,1u,0.1,36,0.000823547,0.00214338,0.00251735,1.80458,1.7991,5.04713,50.7796,5.0377,-1.0135,2.17748,3.29958,6.11788e-10,5.73501e-07,3.29998,2.76332e-08,-2.16628e-05,0.757672,2.51735
res_ff_125c_3.63v_0.33u_0.001_36,res_ff,125,3.63,0.33u,0.001,36,0.00084872,0.00217671,0.00255586,1.80235,1.79895,1.61244,50.2419,4.86845,-0.342485,2.25635,3.62955,9.06474e-10,6.46472e-07,3.63,2.23796e-08,-2.14457e-06,0.753018,2.55586
res_ff_125c_3.63v_0.33u_0.5_36,res_ff,125,3.63,0.33u,0.5,36,0.00084872,0.00217671,0.00255586,1.80231,1.79895,1.59106,50.2429,4.8051,-0.282805,2.25635,3.62955,6.29682e-10,6.42611e-07,3.63,2.23884e-08,4.40666e-06,0.753018,2.55586
res_ff_125c_3.63v_1u_0.1_1e9,res_ff,125,3.63,1u,0.1,1e9,0.000824448,0.00217889,0.00255305,1.80603,1.80416,5.92375,5.94907,5.91128,-0.000361195,2.25635,3.62955,0.000143299,1.80233,3.62998,2.33329e-08,-2.02257e-05,0.738311,2.55305
res_ff_125c_3.63v_1u_0.1_36,res_ff,125,3.63,1u,0.1,36,0.000848681,0.00217671,0.00255586,1.80345,1.79895,5.02927,50.7375,5.01977,-1.00545,2.25635,3.62955,1.24019e-09,6.4738e-07,3.63,2.3227e-08,-5.05145e-06,0.752996,2.55586
res_ff_125c_3.63v_4.7u_0.001_36,res_ff,125,3.63,4.7u,0.001,36,0.000835248,0.00217671,0.00255587,1.80563,1.79895,20.3743,53.5441,4.331,-0.996497,2.25635,3.62955,1.3876e-09,0.00881886,3.63,2.19635e-08,4.69623e-08,0.745455,2.55587
res_ff_125c_3.63v_4.7u_0.5_36,res_ff,125,3.63,4.7u,0.5,36,0.000846302,0.00217671,0.00255587,1.80471,1.79895,18.2995,53.5466,3.92402,-0.603325,2.25635,3.62955,9.9983e-10,0.00935433,3.62998,2.50736e-08,-1.99566e-05,0.751649,2.55587
res_ff_27c_2.97v_1u_0.1_36,res_ff,27,2.97,1u,0.1,36,0.000827869,0.00233015,0.00276221,1.80935,1.79934,5.95952,50.9171,5.9397,-1.74252,2.19325,2.96994,1.87835e-09,4.37476e-09,2.96999,1.2017e-08,-1.16048e-05,0.665654,2.76221
res_ff_27c_3.30v_1u_0.1_36,res_ff,27,3.30,1u,0.1,36,0.000855942,0.00237336,0.00281795,1.80812,1.7993,5.94291,50.8586,5.92142,-1.51785,2.27719,3.29993,9.6746e-10,2.79616e-09,3.30001,1.29259e-08,1.27468e-05,0.659014,2.81795
res_ff_27c_3.63v_1u_0.1_36,res_ff,27,3.63,1u,0.1,36,0.000881608,0.00240825,0.00285918,1.80696,1.7992,5.92814,50.8182,5.9077,-1.35585,2.35677,3.62993,1.47352e-09,2.42791e-08,3.62996,2.08738e-08,-4.43405e-05,0.655032,2.85918
res_ss_-40c_2.97v_0.33u_0.001_36,res_ss,-40,2.97,0.33u,0.001,36,0.00140194,0.00424612,0.00515386,2.3182,1.85094,155.838,205.112,448.347,-191.274,1.75681,4.08423,0.708342,1.60939e-09,2.97001,8.18379e-09,5.91678e-06,0.351595,5.15386
res_ss_-40c_2.97v_0.33u_0.5_36,res_ss,-40,2.97,0.33u,0.5,36,0.00140194,0.00424612,0.00515386,1.80931,1.7995,1.51221,50.3642,4.56437,-1.16621,1.75679,2.96982,9.28291e-10,-3.22094e-09,2.97,8.69838e-09,4.22681e-06,0.351595,5.15386
res_ss_-40c_2.97v_1u_0.1_1e9,res_ss,-40,2.97,1u,0.1,1e9,0.00135736,0.00423615,0.00514956,1.81137,1.80821,5.26494,5.27504,5.24882,-0.00126051,1.75679,2.96981,0.000500826,1.80628,2.97001,4.50788e-09,9.60008e-06,0.347368,5.14956
res_ss_-40c_2.97v_1u_0.1_36,res_ss,-40,2.97,1u,0.1,36,0.00140192,0.00424612,0.00515386,1.80981,1.7995,4.43188,50.6136,4.41842,-1.40548,1.75679,2.96982,6.81971e-10,-2.14371e-09,2.97002,5.16013e-09,1.62577e-05,0.351593,5.15386
res_ss_-40c_2.97v_4.7u_0.001_36,res_ss,-40,2.97,4.7u,0.001,36,0.00140382,0.00424612,0.00515387,1.81056,1.7995,16.2213,52.0246,3.44805,-1.46484,1.75679,2.96982,5.61722e-10,0.00882695,2.97,1.00975e-08,-1.23097e-06,0.351828,5.15387
res_ss_-40c_2.97v_4.7u_0.5_36,res_ss,-40,2.97,4.7u,0.5,36,0.00140193,0.00424612,0.00515387,1.81009,1.7995,14.6058,52.02,3.13518,-1.01621,1.75679,2.96982,1.512e-09,0.00936065,2.97,8.74072e-09,3.16261e-06,0.351594,5.15387
res_ss_-40c_3.30v_1u_0.1_36,res_ss,-40,3.30,1u,0.1,36,0.00144455,0.00431512,0.00524724,1.80864,1.79948,4.41686,50.5691,4.40435,-1.22615,1.75737,3.2998,4.12911e-09,6.2587e-09,3.3,1.10176e-08,-5.21917e-06,0.348363,5.24724
res_ss_-40c_3.63v_0.33u_0.001_36,res_ss,-40,3.63,0.33u,0.001,36,0.00148101,0.00436657,0.00530967,2.06618,1.64404,167.111,217.156,447.853,-173.127,1.75791,3.98888,0.417771,1.39201e-08,3.63002,5.84813e-09,1.79836e-05,0.346553,5.30967
res_ss_-40c_3.63v_0.33u_0.5_36,res_ss,-40,3.63,0.33u,0.5,36,0.00148101,0.00436657,0.00530967,1.80715,1.79941,1.50569,50.3025,4.54764,-0.882572,1.75796,3.62978,1.27361e-09,-1.90549e-08,3.63002,4.28073e-09,2.56691e-05,0.346553,5.30967
res_ss_-40c_3.63v_1u_0.1_1e9,res_ss,-40,3.63,1u,0.1,1e9,0.00153302,0.00436187,0.00530896,1.80841,1.80546,5.19021,5.20317,5.17132,-0.00124952,1.75796,3.62978,0.000497324,1.80353,3.63,1.07262e-08,-4.31679e-06,0.353501,5.30896
res_ss_-40c_3.63v_1u_0.1_36,res_ss,-40,3.63,1u,0.1,36,0.001481,0.00436657,0.00530967,1.80757,1.79941,4.41427,50.536,4.40252,-1.17586,1.75796,3.62978,2.88251e-09,8.94156e-09,3.63002,5.08516e-09,1.98877e-05,0.346552,5.30967
res_ss_-40c_3.63v_4.7u_0.001_36,res_ss,-40,3.63,4.7u,0.001,36,0.00147995,0.00436657,0.00530967,1.80827,1.79941,16.1333,51.8638,3.42886,-1.21164,1.75796,3.62978,1.55572e-09,0.00882365,3.63001,8.20101e-09,5.31819e-06,0.346426,5.30967
res_ss_-40c_3.63v_4.7u_0.5_36,res_ss,-40,3.63,4.7u,0.5,36,0.00148091,0.00436657,0.00530967,1.80782,1.79941,14.4624,51.8602,3.10703,-0.815998,1.75796,3.62978,1.62592e-09,0.00935875,3.63003,5.22114e-09,2.66214e-05,0.346541,5.30967
res_ss_125c_2.97v_0.33u_0.001_36,res_ss,125,2.97,0.33u,0.001,36,0.00126323,0.00345351,0.00413502,1.80429,1.79924,0.954119,50.2169,2.8873,-0.31205,2.07318,2.96932,2.35154e-08,5.08721e-07,2.97,2.11749e-08,-2.8005e-06,0.456563,4.13502
res_ss_125c_2.97v_0.33u_0.5_36,res_ss,125,2.97,0.33u,0.5,36,0.00126323,0.00345351,0.00413502,1.80426,1.79924,0.947339,50.2175,2.86745,-0.299053,2.07318,2.96932,2.73134e-09,5.31187e-07,2.96997,2.61002e-08,-2.72676e-05,0.456563,4.13502
res_ss_125c_2.97v_1u_0.1_1e9,res_ss,125,2.97,1u,0.1,1e9,0.00125807,0.00341308,0.00412081,1.81022,1.80658,3.95154,3.96438,3.94821,-0.00102985,2.07318,2.96932,0.000408496,1.80468,2.97002,2.23105e-08,1.95958e-05,0.464035,4.12081
res_ss_125c_2.97v_1u_0.1_36,res_ss,125,2.97,1u,0.1,36,0.00126319,0.00345351,0.00413502,1.80535,1.79924,3.14872,50.527,3.14582,-0.616062,2.07318,2.96932,4.12962e-09,5.08681e-07,2.97,2.18677e-08,4.15832e-07,0.456554,4.13502
res_ss_125c_2.97v_4.7u_0.001_36,res_ss,125,2.97,4.7u,0.001,36,0.00126151,0.00345351,0.00413504,1.80731,1.79924,13.5574,52.2682,2.88332,-0.852557,2.07318,2.96932,2.06409e-09,0.00882153,2.97,2.21754e-08,-4.28564e-06,0.456204,4.13504
res_ss_125c_2.97v_4.7u_0.5_36,res_ss,125,2.97,4.7u,0.5,36,0.0012628,0.00345351,0.00413504,1.80665,1.79924,12.5868,52.2686,2.68847,-0.597705,2.07318,2.96932,3.1125e-09,0.00935708,2.97002,1.73332e-08,2.36625e-05,0.456473,4.13504
res_ss_125c_3.30v_1u_0.1_36,res_ss,125,3.30,1u,0.1,36,0.00130519,0.00351427,0.004209,1.80444,1.7992,3.14419,50.4932,3.14136,-0.623427,2.15345,3.29929,4.32435e-09,5.69927e-07,3.3,2.22699e-08,-1.62723e-06,0.452677,4.209
res_ss_125c_3.63v_0.33u_0.001_36,res_ss,125,3.63,0.33u,0.001,36,0.0013425,0.00356401,0.00426653,1.80254,1.79907,0.950261,50.1665,2.87524,-0.175967,2.21848,3.62924,6.73041e-09,6.46465e-07,3.63,2.20353e-08,4.49852e-06,0.450144,4.26653
res_ss_125c_3.63v_0.33u_0.5_36,res_ss,125,3.63,0.33u,0.5,36,0.0013425,0.00356401,0.00426653,1.80252,1.79907,0.943153,50.1671,2.85432,-0.169175,2.21848,3.62924,2.39226e-09,6.2405e-07,3.63003,1.79836e-08,2.63344e-05,0.450144,4.26653
res_ss_125c_3.63v_1u_0.1_1e9,res_ss,125,3.63,1u,0.1,1e9,0.00130013,0.00353774,0.00426349,1.80561,1.80211,3.89971,3.91651,3.895,-0.00101454,2.21848,3.62924,0.000403352,1.80022,3.63002,1.8431e-08,2.50913e-05,0.446905,4.26349
res_ss_125c_3.63v_1u_0.1_36,res_ss,125,3.63,1u,0.1,36,0.00134247,0.00356401,0.00426653,1.80345,1.79907,3.13568,50.4608,3.13187,-0.624954,2.21848,3.62924,7.42958e-10,6.46644e-07,3.63,2.24683e-08,-8.20658e-07,0.450138,4.26653
res_ss_125c_3.63v_4.7u_0.001_36,res_ss,125,3.63,4.7u,0.001,36,0.00133315,0.003564,0.00426653,1.80527,1.79907,13.5077,52.1376,2.87264,-0.680963,2.21848,3.62924,3.38602e-09,0.00881881,3.62997,2.59655e-08,-2.82926e-05,0.44826,4.26653
