device,corner,temp_c,vin_v,l_um,w_mm,metric,vdrop_v,vgs_v,id_a,rds_ohm,rdsw_ohm_mm
nfet_03v3,typical,-40,2.10,0.50u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,typical,-40,2.10,0.50u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,typical,-40,2.10,0.50u,4,id_at_drop300mV,0.3,0.3,-7.24E-11,-4.14365E+09,-1.65746E+10
nfet_03v3,typical,-40,2.10,1.00u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,typical,-40,2.10,1.00u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,typical,-40,2.10,1.00u,1,id_at_drop300mV,0.3,0.3,-1.81E-11,-1.65746E+10,-1.65746E+10
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.2356E+09,-1.04712E+10
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop300mV,0.3,0.3,-3.62E-11,-8.28729E+09,-1.65746E+10
nfet_03v3,typical,-40,2.10,1.00u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,typical,-40,2.10,1.00u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,typical,-40,2.10,1.00u,4,id_at_drop300mV,0.3,0.3,-7.24E-11,-4.14365E+09,-1.65746E+10
nfet_03v3,typical,-40,2.10,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,2.67374E-05,11220.2,22440.5
nfet_03v3,typical,-40,2.10,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0655703,4.57524,9.15048
nfet_03v3,typical,-40,2.10,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.188509,1.59143,3.18286
nfet_03v3,typical,-40,2.10,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.273105,1.09848,2.19695
nfet_03v3,typical,-40,2.10,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,5.28569E-10,5.6757E+08,1.13514E+09
nfet_03v3,typical,-40,2.10,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.00509615,58.868,117.736
nfet_03v3,typical,-40,2.10,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0877837,3.41749,6.83498
nfet_03v3,typical,-40,2.10,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.159064,1.88604,3.77208
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,1.63999E-11,1.82928E+10,3.65857E+10
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.00144164,208.097,416.194
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0464915,6.4528,12.9056
nfet_03v3,typical,-40,2.10,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0909836,3.2973,6.59459
nfet_03v3,typical,-40,2.97,0.28u,1,id_at_drop100mV,0.1,0.1,-2.88E-11,-3.47222E+09,-3.47222E+09
nfet_03v3,typical,-40,2.97,0.28u,1,id_at_drop200mV,0.2,0.2,-2.78E-11,-7.19425E+09,-7.19425E+09
nfet_03v3,typical,-40,2.97,0.28u,1,id_at_drop300mV,0.3,0.3,-2.67987E-11,-1.11946E+10,-1.11946E+10
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop100mV,0.1,0.1,-5.76E-11,-1.73611E+09,-3.47222E+09
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop200mV,0.2,0.2,-5.56E-11,-3.59712E+09,-7.19425E+09
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop300mV,0.3,0.3,-5.35973E-11,-5.59729E+09,-1.11946E+10
nfet_03v3,typical,-40,2.97,0.28u,4,id_at_drop100mV,0.1,0.1,-1.152E-10,-8.68056E+08,-3.47222E+09
nfet_03v3,typical,-40,2.97,0.28u,4,id_at_drop200mV,0.2,0.2,-1.112E-10,-1.79856E+09,-7.19425E+09
nfet_03v3,typical,-40,2.97,0.28u,4,id_at_drop300mV,0.3,0.3,-1.07195E-10,-2.79865E+09,-1.11946E+10
nfet_03v3,typical,-40,2.97,0.50u,1,id_at_drop100mV,0.1,0.1,-2.88E-11,-3.47222E+09,-3.47222E+09
nfet_03v3,typical,-40,2.97,0.50u,1,id_at_drop200mV,0.2,0.2,-2.78E-11,-7.19424E+09,-7.19424E+09
nfet_03v3,typical,-40,2.97,0.50u,1,id_at_drop300mV,0.3,0.3,-2.68E-11,-1.1194E+10,-1.1194E+10
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop100mV,0.1,0.1,-5.76E-11,-1.73611E+09,-3.47222E+09
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop200mV,0.2,0.2,-5.56E-11,-3.59712E+09,-7.19424E+09
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop300mV,0.3,0.3,-5.36E-11,-5.59701E+09,-1.1194E+10
nfet_03v3,typical,-40,2.97,0.50u,4,id_at_drop100mV,0.1,0.1,-1.152E-10,-8.68056E+08,-3.47222E+09
nfet_03v3,typical,-40,2.97,0.50u,4,id_at_drop200mV,0.2,0.2,-1.112E-10,-1.79856E+09,-7.19424E+09
nfet_03v3,typical,-40,2.97,0.50u,4,id_at_drop300mV,0.3,0.3,-1.072E-10,-2.79851E+09,-1.1194E+10
nfet_03v3,typical,-40,2.97,1.00u,1,id_at_drop100mV,0.1,0.1,-2.88E-11,-3.47222E+09,-3.47222E+09
nfet_03v3,typical,-40,2.97,1.00u,1,id_at_drop200mV,0.2,0.2,-2.78E-11,-7.19424E+09,-7.19424E+09
nfet_03v3,typical,-40,2.97,1.00u,1,id_at_drop300mV,0.3,0.3,-2.68E-11,-1.1194E+10,-1.1194E+10
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop100mV,0.1,0.1,-5.76E-11,-1.73611E+09,-3.47222E+09
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop200mV,0.2,0.2,-5.56E-11,-3.59712E+09,-7.19424E+09
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop300mV,0.3,0.3,-5.36E-11,-5.59701E+09,-1.1194E+10
nfet_03v3,typical,-40,2.97,1.00u,4,id_at_drop100mV,0.1,0.1,-1.152E-10,-8.68056E+08,-3.47222E+09
nfet_03v3,typical,-40,2.97,1.00u,4,id_at_drop200mV,0.2,0.2,-1.112E-10,-1.79856E+09,-7.19424E+09
nfet_03v3,typical,-40,2.97,1.00u,4,id_at_drop300mV,0.3,0.3,-1.072E-10,-2.79851E+09,-1.1194E+10
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,2.30902E-06,129925,259851
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0488248,6.14442,12.2888
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.174722,1.71701,3.43403
nfet_03v3,typical,-40,2.97,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.262755,1.14175,2.2835
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-5.2475E-11,-5.71701E+09,-1.1434E+10
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.000271425,1105.28,2210.56
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0623562,4.81107,9.62214
nfet_03v3,typical,-40,2.97,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.139846,2.14521,4.29043
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-5.35675E-11,-5.60041E+09,-1.12008E+10
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,1.72532E-05,17388,34776.1
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0281774,10.6468,21.2937
nfet_03v3,typical,-40,2.97,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0761125,3.94153,7.88307
nfet_03v3,typical,-40,3.30,0.28u,1,id_at_drop100mV,0.1,0.1,-3.21E-11,-3.11526E+09,-3.11526E+09
nfet_03v3,typical,-40,3.30,0.28u,1,id_at_drop200mV,0.2,0.2,-3.11E-11,-6.43087E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,0.28u,1,id_at_drop300mV,0.3,0.3,-3.00995E-11,-9.96695E+09,-9.96695E+09
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop100mV,0.1,0.1,-6.42E-11,-1.55763E+09,-3.11526E+09
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop200mV,0.2,0.2,-6.22E-11,-3.21543E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop300mV,0.3,0.3,-6.0199E-11,-4.98347E+09,-9.96695E+09
nfet_03v3,typical,-40,3.30,0.28u,4,id_at_drop100mV,0.1,0.1,-1.284E-10,-7.78816E+08,-3.11526E+09
nfet_03v3,typical,-40,3.30,0.28u,4,id_at_drop200mV,0.2,0.2,-1.244E-10,-1.60772E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,0.28u,4,id_at_drop300mV,0.3,0.3,-1.20398E-10,-2.49174E+09,-9.96695E+09
nfet_03v3,typical,-40,3.30,0.50u,1,id_at_drop100mV,0.1,0.1,-3.21E-11,-3.11526E+09,-3.11526E+09
nfet_03v3,typical,-40,3.30,0.50u,1,id_at_drop200mV,0.2,0.2,-3.11E-11,-6.43087E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,0.50u,1,id_at_drop300mV,0.3,0.3,-3.01E-11,-9.96678E+09,-9.96678E+09
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop100mV,0.1,0.1,-6.42E-11,-1.55763E+09,-3.11526E+09
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop200mV,0.2,0.2,-6.22E-11,-3.21543E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop300mV,0.3,0.3,-6.02E-11,-4.98339E+09,-9.96678E+09
nfet_03v3,typical,-40,3.30,0.50u,4,id_at_drop100mV,0.1,0.1,-1.284E-10,-7.78816E+08,-3.11526E+09
nfet_03v3,typical,-40,3.30,0.50u,4,id_at_drop200mV,0.2,0.2,-1.244E-10,-1.60772E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,0.50u,4,id_at_drop300mV,0.3,0.3,-1.204E-10,-2.49169E+09,-9.96678E+09
nfet_03v3,typical,-40,3.30,1.00u,1,id_at_drop100mV,0.1,0.1,-3.21E-11,-3.11526E+09,-3.11526E+09
nfet_03v3,typical,-40,3.30,1.00u,1,id_at_drop200mV,0.2,0.2,-3.11E-11,-6.43087E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,1.00u,1,id_at_drop300mV,0.3,0.3,-3.01E-11,-9.96678E+09,-9.96678E+09
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop100mV,0.1,0.1,-6.42E-11,-1.55763E+09,-3.11526E+09
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop200mV,0.2,0.2,-6.22E-11,-3.21543E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop300mV,0.3,0.3,-6.02E-11,-4.98339E+09,-9.96678E+09
nfet_03v3,typical,-40,3.30,1.00u,4,id_at_drop100mV,0.1,0.1,-1.284E-10,-7.78816E+08,-3.11526E+09
nfet_03v3,typical,-40,3.30,1.00u,4,id_at_drop200mV,0.2,0.2,-1.244E-10,-1.60772E+09,-6.43087E+09
nfet_03v3,typical,-40,3.30,1.00u,4,id_at_drop300mV,0.3,0.3,-1.204E-10,-2.49169E+09,-9.96678E+09
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,1.0505E-06,285580,571159
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.04404,6.81198,13.624
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.170653,1.75795,3.51591
nfet_03v3,typical,-40,3.30,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.259797,1.15475,2.30949
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.0067E-11,-4.99442E+09,-9.98885E+09
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,6.63242E-05,4523.24,9046.48
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0535741,5.59972,11.1994
nfet_03v3,typical,-40,3.30,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.133354,2.24965,4.4993
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.01976E-11,-4.98359E+09,-9.96718E+09
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,1.92187E-06,156098,312196
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0218136,13.7529,27.5058
nfet_03v3,typical,-40,3.30,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0709651,4.22743,8.45485
nfet_03v3,typical,-40,3.63,0.28u,1,id_at_drop100mV,0.1,0.1,-3.54E-11,-2.82486E+09,-2.82486E+09
nfet_03v3,typical,-40,3.63,0.28u,1,id_at_drop200mV,0.2,0.2,-3.44E-11,-5.81395E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,0.28u,1,id_at_drop300mV,0.3,0.3,-3.33998E-11,-8.98209E+09,-8.98209E+09
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop100mV,0.1,0.1,-7.08E-11,-1.41243E+09,-2.82486E+09
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop200mV,0.2,0.2,-6.88E-11,-2.90698E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop300mV,0.3,0.3,-6.67996E-11,-4.49105E+09,-8.98209E+09
nfet_03v3,typical,-40,3.63,0.28u,4,id_at_drop100mV,0.1,0.1,-1.416E-10,-7.06215E+08,-2.82486E+09
nfet_03v3,typical,-40,3.63,0.28u,4,id_at_drop200mV,0.2,0.2,-1.376E-10,-1.45349E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,0.28u,4,id_at_drop300mV,0.3,0.3,-1.33599E-10,-2.24552E+09,-8.98209E+09
nfet_03v3,typical,-40,3.63,0.50u,1,id_at_drop100mV,0.1,0.1,-3.54E-11,-2.82486E+09,-2.82486E+09
nfet_03v3,typical,-40,3.63,0.50u,1,id_at_drop200mV,0.2,0.2,-3.44E-11,-5.81395E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,0.50u,1,id_at_drop300mV,0.3,0.3,-3.34E-11,-8.98204E+09,-8.98204E+09
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop100mV,0.1,0.1,-7.08E-11,-1.41243E+09,-2.82486E+09
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop200mV,0.2,0.2,-6.88E-11,-2.90698E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop300mV,0.3,0.3,-6.68E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,typical,-40,3.63,0.50u,4,id_at_drop100mV,0.1,0.1,-1.416E-10,-7.06215E+08,-2.82486E+09
nfet_03v3,typical,-40,3.63,0.50u,4,id_at_drop200mV,0.2,0.2,-1.376E-10,-1.45349E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,0.50u,4,id_at_drop300mV,0.3,0.3,-1.336E-10,-2.24551E+09,-8.98204E+09
nfet_03v3,typical,-40,3.63,1.00u,1,id_at_drop100mV,0.1,0.1,-3.54E-11,-2.82486E+09,-2.82486E+09
nfet_03v3,typical,-40,3.63,1.00u,1,id_at_drop200mV,0.2,0.2,-3.44E-11,-5.81395E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,1.00u,1,id_at_drop300mV,0.3,0.3,-3.34E-11,-8.98204E+09,-8.98204E+09
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop100mV,0.1,0.1,-7.08E-11,-1.41243E+09,-2.82486E+09
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop200mV,0.2,0.2,-6.88E-11,-2.90698E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop300mV,0.3,0.3,-6.68E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,typical,-40,3.63,1.00u,4,id_at_drop100mV,0.1,0.1,-1.416E-10,-7.06215E+08,-2.82486E+09
nfet_03v3,typical,-40,3.63,1.00u,4,id_at_drop200mV,0.2,0.2,-1.376E-10,-1.45349E+09,-5.81395E+09
nfet_03v3,typical,-40,3.63,1.00u,4,id_at_drop300mV,0.3,0.3,-1.336E-10,-2.24551E+09,-8.98204E+09
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,5.15911E-07,581496,1.16299E+06
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0399368,7.51186,15.0237
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.167108,1.79524,3.59049
nfet_03v3,typical,-40,3.63,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.257276,1.16606,2.33213
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.67826E-11,-4.49219E+09,-8.98438E+09
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,1.36581E-05,21964.9,43929.9
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0452018,6.6369,13.2738
nfet_03v3,typical,-40,3.63,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.127199,2.35851,4.71703
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.67998E-11,-4.49103E+09,-8.98206E+09
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,1.96227E-07,1.52884E+06,3.05769E+06
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0158847,18.8861,37.7722
nfet_03v3,typical,-40,3.63,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0660141,4.54448,9.08897
nfet_03v3,typical,27,2.10,0.28u,1,id_at_drop100mV,0.1,0.1,-2.00721E-11,-4.98204E+09,-4.98204E+09
nfet_03v3,typical,27,2.10,0.28u,1,id_at_drop200mV,0.2,0.2,-1.79635E-11,-1.11337E+10,-1.11337E+10
nfet_03v3,typical,27,2.10,0.28u,1,id_at_drop300mV,0.3,0.3,2.5549E-11,1.17421E+10,1.17421E+10
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop100mV,0.1,0.1,-4.01442E-11,-2.49102E+09,-4.98204E+09
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop200mV,0.2,0.2,-3.59271E-11,-5.56683E+09,-1.11337E+10
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop300mV,0.3,0.3,5.1098E-11,5.87107E+09,1.17421E+10
nfet_03v3,typical,27,2.10,0.28u,4,id_at_drop100mV,0.1,0.1,-8.02883E-11,-1.24551E+09,-4.98204E+09
nfet_03v3,typical,27,2.10,0.28u,4,id_at_drop200mV,0.2,0.2,-7.18541E-11,-2.78342E+09,-1.11337E+10
nfet_03v3,typical,27,2.10,0.28u,4,id_at_drop300mV,0.3,0.3,1.02196E-10,2.93553E+09,1.17421E+10
nfet_03v3,typical,27,2.10,0.50u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97513E+09,-4.97513E+09
nfet_03v3,typical,27,2.10,0.50u,1,id_at_drop200mV,0.2,0.2,-1.90998E-11,-1.04713E+10,-1.04713E+10
nfet_03v3,typical,27,2.10,0.50u,1,id_at_drop300mV,0.3,0.3,-1.80929E-11,-1.65811E+10,-1.65811E+10
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97513E+09
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop200mV,0.2,0.2,-3.81997E-11,-5.23564E+09,-1.04713E+10
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop300mV,0.3,0.3,-3.61858E-11,-8.29055E+09,-1.65811E+10
nfet_03v3,typical,27,2.10,0.50u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97513E+09
nfet_03v3,typical,27,2.10,0.50u,4,id_at_drop200mV,0.2,0.2,-7.63994E-11,-2.61782E+09,-1.04713E+10
nfet_03v3,typical,27,2.10,0.50u,4,id_at_drop300mV,0.3,0.3,-7.23716E-11,-4.14527E+09,-1.65811E+10
nfet_03v3,typical,27,2.10,1.00u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,typical,27,2.10,1.00u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,typical,27,2.10,1.00u,1,id_at_drop300mV,0.3,0.3,-1.80991E-11,-1.65754E+10,-1.65754E+10
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.23561E+09,-1.04712E+10
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop300mV,0.3,0.3,-3.61981E-11,-8.28772E+09,-1.65754E+10
nfet_03v3,typical,27,2.10,1.00u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,typical,27,2.10,1.00u,4,id_at_drop200mV,0.2,0.2,-7.63999E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,typical,27,2.10,1.00u,4,id_at_drop300mV,0.3,0.3,-7.23962E-11,-4.14386E+09,-1.65754E+10
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,0.000294361,1019.16,2038.32
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0622787,4.81705,9.63411
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.154235,1.94509,3.89018
nfet_03v3,typical,27,2.10,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.2214,1.35501,2.71002
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,8.71718E-08,3.44148E+06,6.88296E+06
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.00852685,35.183,70.366
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0718628,4.17462,8.34924
nfet_03v3,typical,27,2.10,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.125373,2.39286,4.78573
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,1.15845E-08,2.58967E+07,5.17934E+07
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.00289195,103.736,207.473
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0367751,8.15769,16.3154
nfet_03v3,typical,27,2.10,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0681958,4.3991,8.79819
nfet_03v3,typical,27,2.97,0.28u,1,id_at_drop100mV,0.1,0.1,-2.87978E-11,-3.47249E+09,-3.47249E+09
nfet_03v3,typical,27,2.97,0.28u,1,id_at_drop200mV,0.2,0.2,-2.77086E-11,-7.21799E+09,-7.21799E+09
nfet_03v3,typical,27,2.97,0.28u,1,id_at_drop300mV,0.3,0.3,-2.32346E-11,-1.29118E+10,-1.29118E+10
nfet_03v3,typical,27,2.97,0.28u,2,id_at_drop100mV,0.1,0.1,-5.75956E-11,-1.73624E+09,-3.47249E+09
nfet_03v3,typical,27,2.97,0.28u,2,id_at_drop200mV,0.2,0.2,-5.54171E-11,-3.60899E+09,-7.21799E+09
