device,l_um,w_mm,temp_c,supply_class,ioff_max_a,worst_corner,worst_vin_v,ioff_max_ua,frac_of_30ua_iq_budget,frac_of_10ua_iq_stretch
nfet_03v3,0.28u,8,27,dropout_testpoint,4.61681e-08,ff,2.10,0.0461681,0.00153894,0.00461681
nfet_03v3,0.28u,8,27,lv,1.8413e-07,ff,3.63,0.18413,0.00613767,0.018413
nfet_03v3,0.28u,8,125,dropout_testpoint,7.87003e-06,ff,2.10,7.87003,0.262334,0.787003
nfet_03v3,0.28u,8,125,lv,2.31842e-05,ff,3.63,23.1842,0.772807,2.31842
nfet_03v3,0.28u,16,-40,dropout_testpoint,2.25698e-10,ff,2.10,0.000225698,7.52327e-06,2.25698e-05
nfet_03v3,0.28u,16,-40,lv,1.25445e-09,ff,3.63,0.00125445,4.1815e-05,0.000125445
nfet_03v3,0.28u,16,27,dropout_testpoint,9.23363e-08,ff,2.10,0.0923363,0.00307788,0.00923363
nfet_03v3,0.28u,16,27,lv,3.6826e-07,ff,3.63,0.36826,0.0122753,0.036826
nfet_03v3,0.28u,16,125,dropout_testpoint,1.57401e-05,ff,2.10,15.7401,0.52467,1.57401
nfet_03v3,0.28u,16,125,lv,4.63684e-05,ff,3.63,46.3684,1.54561,4.63684
nfet_03v3,0.50u,1,-40,dropout_testpoint,1.63922e-13,ff,2.10,1.63922e-07,5.46407e-09,1.63922e-08
nfet_03v3,0.50u,1,-40,lv,2.15196e-13,ff,3.63,2.15196e-07,7.1732e-09,2.15196e-08
nfet_03v3,0.50u,1,27,dropout_testpoint,1.4264e-10,ff,2.10,0.00014264,4.75467e-06,1.4264e-05
nfet_03v3,0.50u,1,27,lv,1.79165e-10,ff,3.63,0.000179165,5.97217e-06,1.79165e-05
nfet_03v3,0.50u,1,125,dropout_testpoint,4.73419e-08,ff,2.10,0.0473419,0.00157806,0.00473419
nfet_03v3,0.50u,1,125,lv,5.70141e-08,ff,3.63,0.0570141,0.00190047,0.00570141
nfet_03v3,0.50u,2,-40,dropout_testpoint,3.27844e-13,ff,2.10,3.27844e-07,1.09281e-08,3.27844e-08
nfet_03v3,0.50u,2,-40,lv,4.30392e-13,ff,3.63,4.30392e-07,1.43464e-08,4.30392e-08
nfet_03v3,0.50u,2,27,dropout_testpoint,2.85279e-10,ff,2.10,0.000285279,9.5093e-06,2.85279e-05
nfet_03v3,0.50u,2,27,lv,3.5833e-10,ff,3.63,0.00035833,1.19443e-05,3.5833e-05
nfet_03v3,0.50u,2,125,dropout_testpoint,9.46838e-08,ff,2.10,0.0946838,0.00315613,0.00946838
nfet_03v3,0.50u,2,125,lv,1.14028e-07,ff,3.63,0.114028,0.00380093,0.0114028
nfet_03v3,0.50u,4,-40,dropout_testpoint,6.55688e-13,ff,2.10,6.55688e-07,2.18563e-08,6.55688e-08
nfet_03v3,0.50u,4,-40,lv,8.60784e-13,ff,3.63,8.60784e-07,2.86928e-08,8.60784e-08
nfet_03v3,0.50u,4,27,dropout_testpoint,5.70559e-10,ff,2.10,0.000570559,1.90186e-05,5.70559e-05
nfet_03v3,0.50u,4,27,lv,7.16661e-10,ff,3.63,0.000716661,2.38887e-05,7.16661e-05
nfet_03v3,0.50u,4,125,dropout_testpoint,1.89368e-07,ff,2.10,0.189368,0.00631227,0.0189368
nfet_03v3,0.50u,4,125,lv,2.28056e-07,ff,3.63,0.228056,0.00760187,0.0228056
nfet_03v3,0.50u,8,-40,dropout_testpoint,1.31138e-12,ff,2.10,1.31138e-06,4.37127e-08,1.31138e-07
nfet_03v3,0.50u,8,-40,lv,1.72157e-12,ff,3.63,1.72157e-06,5.73857e-08,1.72157e-07
nfet_03v3,0.50u,8,27,dropout_testpoint,1.14112e-09,ff,2.10,0.00114112,3.80373e-05,0.000114112
nfet_03v3,0.50u,8,27,lv,1.43332e-09,ff,3.63,0.00143332,4.77773e-05,0.000143332
nfet_03v3,0.50u,8,125,dropout_testpoint,3.78735e-07,ff,2.10,0.378735,0.0126245,0.0378735
nfet_03v3,0.50u,8,125,lv,4.56113e-07,ff,3.63,0.456113,0.0152038,0.0456113
nfet_03v3,0.50u,16,-40,dropout_testpoint,2.62275e-12,ff,2.10,2.62275e-06,8.7425e-08,2.62275e-07
nfet_03v3,0.50u,16,-40,lv,3.44314e-12,ff,3.63,3.44314e-06,1.14771e-07,3.44314e-07
nfet_03v3,0.50u,16,27,dropout_testpoint,2.28223e-09,ff,2.10,0.00228223,7.60743e-05,0.000228223
nfet_03v3,0.50u,16,27,lv,2.86664e-09,ff,3.63,0.00286664,9.55547e-05,0.000286664
nfet_03v3,0.50u,16,125,dropout_testpoint,7.5747e-07,ff,2.10,0.75747,0.025249,0.075747
nfet_03v3,0.50u,16,125,lv,9.12225e-07,ff,3.63,0.912225,0.0304075,0.0912225
nfet_03v3,1.00u,1,-40,dropout_testpoint,1.07598e-13,ff,2.10,1.07598e-07,3.5866e-09,1.07598e-08
nfet_03v3,1.00u,1,-40,lv,1.24076e-13,ff,3.63,1.24076e-07,4.13587e-09,1.24076e-08
nfet_03v3,1.00u,1,27,dropout_testpoint,8.41159e-11,ff,2.10,8.41159e-05,2.80386e-06,8.41159e-06
nfet_03v3,1.00u,1,27,lv,9.47452e-11,ff,3.63,9.47452e-05,3.15817e-06,9.47452e-06
nfet_03v3,1.00u,1,125,dropout_testpoint,2.54191e-08,ff,2.10,0.0254191,0.000847303,0.00254191
nfet_03v3,1.00u,1,125,lv,2.79941e-08,ff,3.63,0.0279941,0.000933137,0.00279941
nfet_03v3,1.00u,2,-40,dropout_testpoint,2.15195e-13,ff,2.10,2.15195e-07,7.17317e-09,2.15195e-08
nfet_03v3,1.00u,2,-40,lv,2.48152e-13,ff,3.63,2.48152e-07,8.27173e-09,2.48152e-08
nfet_03v3,1.00u,2,27,dropout_testpoint,1.68232e-10,ff,2.10,0.000168232,5.60773e-06,1.68232e-05
nfet_03v3,1.00u,2,27,lv,1.8949e-10,ff,3.63,0.00018949,6.31633e-06,1.8949e-05
nfet_03v3,1.00u,2,125,dropout_testpoint,5.08382e-08,ff,2.10,0.0508382,0.00169461,0.00508382
nfet_03v3,1.00u,2,125,lv,5.59882e-08,ff,3.63,0.0559882,0.00186627,0.00559882
nfet_03v3,1.00u,4,-40,dropout_testpoint,4.3039e-13,ff,2.10,4.3039e-07,1.43463e-08,4.3039e-08
nfet_03v3,1.00u,4,-40,lv,4.96304e-13,ff,3.63,4.96304e-07,1.65435e-08,4.96304e-08
nfet_03v3,1.00u,4,27,dropout_testpoint,3.36463e-10,ff,2.10,0.000336463,1.12154e-05,3.36463e-05
nfet_03v3,1.00u,4,27,lv,3.78981e-10,ff,3.63,0.000378981,1.26327e-05,3.78981e-05
nfet_03v3,1.00u,4,125,dropout_testpoint,1.01676e-07,ff,2.10,0.101676,0.0033892,0.0101676
nfet_03v3,1.00u,4,125,lv,1.11976e-07,ff,3.63,0.111976,0.00373253,0.0111976
nfet_03v3,1.00u,8,-40,dropout_testpoint,8.60781e-13,ff,2.10,8.60781e-07,2.86927e-08,8.60781e-08
nfet_03v3,1.00u,8,-40,lv,9.92609e-13,ff,3.63,9.92609e-07,3.3087e-08,9.92609e-08
nfet_03v3,1.00u,8,27,dropout_testpoint,6.72927e-10,ff,2.10,0.000672927,2.24309e-05,6.72927e-05
nfet_03v3,1.00u,8,27,lv,7.57962e-10,ff,3.63,0.000757962,2.52654e-05,7.57962e-05
nfet_03v3,1.00u,8,125,dropout_testpoint,2.03353e-07,ff,2.10,0.203353,0.00677843,0.0203353
nfet_03v3,1.00u,8,125,lv,2.23953e-07,ff,3.63,0.223953,0.0074651,0.0223953
nfet_03v3,1.00u,16,-40,dropout_testpoint,1.72156e-12,ff,2.10,1.72156e-06,5.73853e-08,1.72156e-07
nfet_03v3,1.00u,16,-40,lv,1.98522e-12,ff,3.63,1.98522e-06,6.6174e-08,1.98522e-07
nfet_03v3,1.00u,16,27,dropout_testpoint,1.34585e-09,ff,2.10,0.00134585,4.48617e-05,0.000134585
nfet_03v3,1.00u,16,27,lv,1.51592e-09,ff,3.63,0.00151592,5.05307e-05,0.000151592
nfet_03v3,1.00u,16,125,dropout_testpoint,4.06705e-07,ff,2.10,0.406705,0.0135568,0.0406705
nfet_03v3,1.00u,16,125,lv,4.47906e-07,ff,3.63,0.447906,0.0149302,0.0447906
nfet_06v0,0.60u,1,-40,dropout_testpoint,1.81064e-12,ff,2.10,1.81064e-06,6.03547e-08,1.81064e-07
nfet_06v0,0.60u,1,-40,lv,3.09651e-12,ff,3.63,3.09651e-06,1.03217e-07,3.09651e-07
nfet_06v0,0.60u,1,-40,mv,4.69714e-12,ff,5.50,4.69714e-06,1.56571e-07,4.69714e-07
nfet_06v0,0.60u,1,27,dropout_testpoint,1.00946e-09,ff,2.10,0.00100946,3.36487e-05,0.000100946
nfet_06v0,0.60u,1,27,lv,1.69881e-09,ff,3.63,0.00169881,5.6627e-05,0.000169881
nfet_06v0,0.60u,1,27,mv,2.57917e-09,ff,5.50,0.00257917,8.59723e-05,0.000257917
nfet_06v0,0.60u,1,125,dropout_testpoint,2.21639e-07,ff,2.10,0.221639,0.00738797,0.0221639
nfet_06v0,0.60u,1,125,lv,3.64457e-07,ff,3.63,0.364457,0.0121486,0.0364457
nfet_06v0,0.60u,1,125,mv,5.47154e-07,ff,5.50,0.547154,0.0182385,0.0547154
nfet_06v0,0.60u,2,-40,dropout_testpoint,3.62127e-12,ff,2.10,3.62127e-06,1.20709e-07,3.62127e-07
nfet_06v0,0.60u,2,-40,lv,6.19302e-12,ff,3.63,6.19302e-06,2.06434e-07,6.19302e-07
nfet_06v0,0.60u,2,-40,mv,9.39428e-12,ff,5.50,9.39428e-06,3.13143e-07,9.39428e-07
nfet_06v0,0.60u,2,27,dropout_testpoint,2.01893e-09,ff,2.10,0.00201893,6.72977e-05,0.000201893
nfet_06v0,0.60u,2,27,lv,3.39763e-09,ff,3.63,0.00339763,0.000113254,0.000339763
nfet_06v0,0.60u,2,27,mv,5.15833e-09,ff,5.50,0.00515833,0.000171944,0.000515833
nfet_06v0,0.60u,2,125,dropout_testpoint,4.43278e-07,ff,2.10,0.443278,0.0147759,0.0443278
nfet_06v0,0.60u,2,125,lv,7.28915e-07,ff,3.63,0.728915,0.0242972,0.0728915
nfet_06v0,0.60u,2,125,mv,1.09431e-06,ff,5.50,1.09431,0.036477,0.109431
nfet_06v0,0.60u,4,-40,dropout_testpoint,7.24254e-12,ff,2.10,7.24254e-06,2.41418e-07,7.24254e-07
nfet_06v0,0.60u,4,-40,lv,1.2386e-11,ff,3.63,1.2386e-05,4.12867e-07,1.2386e-06
nfet_06v0,0.60u,4,-40,mv,1.87886e-11,ff,5.50,1.87886e-05,6.26287e-07,1.87886e-06
nfet_06v0,0.60u,4,27,dropout_testpoint,4.03785e-09,ff,2.10,0.00403785,0.000134595,0.000403785
nfet_06v0,0.60u,4,27,lv,6.79526e-09,ff,3.63,0.00679526,0.000226509,0.000679526
nfet_06v0,0.60u,4,27,mv,1.03167e-08,ff,5.50,0.0103167,0.00034389,0.00103167
nfet_06v0,0.60u,4,125,dropout_testpoint,8.86557e-07,ff,2.10,0.886557,0.0295519,0.0886557
nfet_06v0,0.60u,4,125,lv,1.45783e-06,ff,3.63,1.45783,0.0485943,0.145783
nfet_06v0,0.60u,4,125,mv,2.18862e-06,ff,5.50,2.18862,0.072954,0.218862
nfet_06v0,0.60u,8,-40,dropout_testpoint,1.44851e-11,ff,2.10,1.44851e-05,4.82837e-07,1.44851e-06
nfet_06v0,0.60u,8,-40,lv,2.47721e-11,ff,3.63,2.47721e-05,8.25737e-07,2.47721e-06
nfet_06v0,0.60u,8,-40,mv,3.75771e-11,ff,5.50,3.75771e-05,1.25257e-06,3.75771e-06
nfet_06v0,0.60u,8,27,dropout_testpoint,8.0757e-09,ff,2.10,0.0080757,0.00026919,0.00080757
nfet_06v0,0.60u,8,27,lv,1.35905e-08,ff,3.63,0.0135905,0.000453017,0.00135905
nfet_06v0,0.60u,8,27,mv,2.06333e-08,ff,5.50,0.0206333,0.000687777,0.00206333
nfet_06v0,0.60u,8,125,dropout_testpoint,1.77311e-06,ff,2.10,1.77311,0.0591037,0.177311
nfet_06v0,0.60u,8,125,lv,2.91566e-06,ff,3.63,2.91566,0.0971887,0.291566
nfet_06v0,0.60u,8,125,mv,4.37723e-06,ff,5.50,4.37723,0.145908,0.437723
nfet_06v0,0.60u,16,-40,dropout_testpoint,2.89702e-11,ff,2.10,2.89702e-05,9.65673e-07,2.89702e-06
nfet_06v0,0.60u,16,-40,lv,4.95442e-11,ff,3.63,4.95442e-05,1.65147e-06,4.95442e-06
nfet_06v0,0.60u,16,-40,mv,7.51543e-11,ff,5.50,7.51543e-05,2.50514e-06,7.51543e-06
nfet_06v0,0.60u,16,27,dropout_testpoint,1.61514e-08,ff,2.10,0.0161514,0.00053838,0.00161514
nfet_06v0,0.60u,16,27,lv,2.7181e-08,ff,3.63,0.027181,0.000906033,0.0027181
nfet_06v0,0.60u,16,27,mv,4.12667e-08,ff,5.50,0.0412667,0.00137556,0.00412667
nfet_06v0,0.60u,16,125,dropout_testpoint,3.54623e-06,ff,2.10,3.54623,0.118208,0.354623
nfet_06v0,0.60u,16,125,lv,5.83132e-06,ff,3.63,5.83132,0.194377,0.583132
nfet_06v0,0.60u,16,125,mv,8.75447e-06,ff,5.50,8.75447,0.291816,0.875447
nfet_06v0,0.80u,1,-40,dropout_testpoint,1.69818e-13,ff,2.10,1.69818e-07,5.6606e-09,1.69818e-08
nfet_06v0,0.80u,1,-40,lv,2.45316e-13,ff,3.63,2.45316e-07,8.1772e-09,2.45316e-08
nfet_06v0,0.80u,1,-40,mv,3.39119e-13,ff,5.50,3.39119e-07,1.1304e-08,3.39119e-08
nfet_06v0,0.80u,1,27,dropout_testpoint,1.39783e-10,ff,2.10,0.000139783,4.65943e-06,1.39783e-05
nfet_06v0,0.80u,1,27,lv,1.95402e-10,ff,3.63,0.000195402,6.5134e-06,1.95402e-05
nfet_06v0,0.80u,1,27,mv,2.64183e-10,ff,5.50,0.000264183,8.8061e-06,2.64183e-05
nfet_06v0,0.80u,1,125,dropout_testpoint,4.40979e-08,ff,2.10,0.0440979,0.00146993,0.00440979
nfet_06v0,0.80u,1,125,lv,5.93712e-08,ff,3.63,0.0593712,0.00197904,0.00593712
nfet_06v0,0.80u,1,125,mv,7.81335e-08,ff,5.50,0.0781335,0.00260445,0.00781335
nfet_06v0,0.80u,2,-40,dropout_testpoint,3.39635e-13,ff,2.10,3.39635e-07,1.13212e-08,3.39635e-08
nfet_06v0,0.80u,2,-40,lv,4.90633e-13,ff,3.63,4.90633e-07,1.63544e-08,4.90633e-08
nfet_06v0,0.80u,2,-40,mv,6.78237e-13,ff,5.50,6.78237e-07,2.26079e-08,6.78237e-08
nfet_06v0,0.80u,2,27,dropout_testpoint,2.79566e-10,ff,2.10,0.000279566,9.31887e-06,2.79566e-05
nfet_06v0,0.80u,2,27,lv,3.90803e-10,ff,3.63,0.000390803,1.30268e-05,3.90803e-05
nfet_06v0,0.80u,2,27,mv,5.28366e-10,ff,5.50,0.000528366,1.76122e-05,5.28366e-05
nfet_06v0,0.80u,2,125,dropout_testpoint,8.81958e-08,ff,2.10,0.0881958,0.00293986,0.00881958
nfet_06v0,0.80u,2,125,lv,1.18742e-07,ff,3.63,0.118742,0.00395807,0.0118742
nfet_06v0,0.80u,2,125,mv,1.56267e-07,ff,5.50,0.156267,0.0052089,0.0156267
nfet_06v0,0.80u,4,-40,dropout_testpoint,6.79271e-13,ff,2.10,6.79271e-07,2.26424e-08,6.79271e-08
nfet_06v0,0.80u,4,-40,lv,9.81266e-13,ff,3.63,9.81266e-07,3.27089e-08,9.81266e-08
nfet_06v0,0.80u,4,-40,mv,1.35647e-12,ff,5.50,1.35647e-06,4.52157e-08,1.35647e-07
nfet_06v0,0.80u,4,27,dropout_testpoint,5.59133e-10,ff,2.10,0.000559133,1.86378e-05,5.59133e-05
nfet_06v0,0.80u,4,27,lv,7.81606e-10,ff,3.63,0.000781606,2.60535e-05,7.81606e-05
nfet_06v0,0.80u,4,27,mv,1.05673e-09,ff,5.50,0.00105673,3.52243e-05,0.000105673
nfet_06v0,0.80u,4,125,dropout_testpoint,1.76392e-07,ff,2.10,0.176392,0.00587973,0.0176392
nfet_06v0,0.80u,4,125,lv,2.37485e-07,ff,3.63,0.237485,0.00791617,0.0237485
nfet_06v0,0.80u,4,125,mv,3.12534e-07,ff,5.50,0.312534,0.0104178,0.0312534
nfet_06v0,0.80u,8,-40,dropout_testpoint,1.35854e-12,ff,2.10,1.35854e-06,4.52847e-08,1.35854e-07
nfet_06v0,0.80u,8,-40,lv,1.96253e-12,ff,3.63,1.96253e-06,6.54177e-08,1.96253e-07
nfet_06v0,0.80u,8,-40,mv,2.71295e-12,ff,5.50,2.71295e-06,9.04317e-08,2.71295e-07
nfet_06v0,0.80u,8,27,dropout_testpoint,1.11827e-09,ff,2.10,0.00111827,3.72757e-05,0.000111827
nfet_06v0,0.80u,8,27,lv,1.56321e-09,ff,3.63,0.00156321,5.2107e-05,0.000156321
nfet_06v0,0.80u,8,27,mv,2.11346e-09,ff,5.50,0.00211346,7.04487e-05,0.000211346
nfet_06v0,0.80u,8,125,dropout_testpoint,3.52783e-07,ff,2.10,0.352783,0.0117594,0.0352783
nfet_06v0,0.80u,8,125,lv,4.7497e-07,ff,3.63,0.47497,0.0158323,0.047497
nfet_06v0,0.80u,8,125,mv,6.25068e-07,ff,5.50,0.625068,0.0208356,0.0625068
nfet_06v0,0.80u,16,-40,dropout_testpoint,2.71708e-12,ff,2.10,2.71708e-06,9.05693e-08,2.71708e-07
nfet_06v0,0.80u,16,-40,lv,3.92506e-12,ff,3.63,3.92506e-06,1.30835e-07,3.92506e-07
nfet_06v0,0.80u,16,-40,mv,5.4259e-12,ff,5.50,5.4259e-06,1.80863e-07,5.4259e-07
nfet_06v0,0.80u,16,27,dropout_testpoint,2.23653e-09,ff,2.10,0.00223653,7.4551e-05,0.000223653
nfet_06v0,0.80u,16,27,lv,3.12642e-09,ff,3.63,0.00312642,0.000104214,0.000312642
nfet_06v0,0.80u,16,27,mv,4.22693e-09,ff,5.50,0.00422693,0.000140898,0.000422693
nfet_06v0,0.80u,16,125,dropout_testpoint,7.05567e-07,ff,2.10,0.705567,0.0235189,0.0705567
nfet_06v0,0.80u,16,125,lv,9.49939e-07,ff,3.63,0.949939,0.0316646,0.0949939
nfet_06v0,0.80u,16,125,mv,1.25014e-06,ff,5.50,1.25014,0.0416713,0.125014
nfet_06v0,1.20u,1,-40,dropout_testpoint,6.3428e-14,ff,2.10,6.3428e-08,2.11427e-09,6.3428e-09
nfet_06v0,1.20u,1,-40,lv,7.51817e-14,ff,3.63,7.51817e-08,2.50606e-09,7.51817e-09
nfet_06v0,1.20u,1,-40,mv,8.92652e-14,ff,5.50,8.92652e-08,2.97551e-09,8.92652e-09
nfet_06v0,1.20u,1,27,dropout_testpoint,6.02901e-11,ff,2.10,6.02901e-05,2.00967e-06,6.02901e-06
nfet_06v0,1.20u,1,27,lv,6.96816e-11,ff,3.63,6.96816e-05,2.32272e-06,6.96816e-06
nfet_06v0,1.20u,1,27,mv,8.08242e-11,ff,5.50,8.08242e-05,2.69414e-06,8.08242e-06
nfet_06v0,1.20u,1,125,dropout_testpoint,2.18222e-08,ff,2.10,0.0218222,0.000727407,0.00218222
nfet_06v0,1.20u,1,125,lv,2.46124e-08,ff,3.63,0.0246124,0.000820413,0.00246124
nfet_06v0,1.20u,1,125,mv,2.78785e-08,ff,5.50,0.0278785,0.000929283,0.00278785
nfet_06v0,1.20u,2,-40,dropout_testpoint,1.26856e-13,ff,2.10,1.26856e-07,4.22853e-09,1.26856e-08
nfet_06v0,1.20u,2,-40,lv,1.50363e-13,ff,3.63,1.50363e-07,5.0121e-09,1.50363e-08
nfet_06v0,1.20u,2,-40,mv,1.7853e-13,ff,5.50,1.7853e-07,5.951e-09,1.7853e-08
nfet_06v0,1.20u,2,27,dropout_testpoint,1.2058e-10,ff,2.10,0.00012058,4.01933e-06,1.2058e-05
nfet_06v0,1.20u,2,27,lv,1.39363e-10,ff,3.63,0.000139363,4.64543e-06,1.39363e-05
nfet_06v0,1.20u,2,27,mv,1.61648e-10,ff,5.50,0.000161648,5.38827e-06,1.61648e-05
nfet_06v0,1.20u,2,125,dropout_testpoint,4.36445e-08,ff,2.10,0.0436445,0.00145482,0.00436445
nfet_06v0,1.20u,2,125,lv,4.92247e-08,ff,3.63,0.0492247,0.00164082,0.00492247
nfet_06v0,1.20u,2,125,mv,5.57571e-08,ff,5.50,0.0557571,0.00185857,0.00557571
nfet_06v0,1.20u,4,-40,dropout_testpoint,2.53712e-13,ff,2.10,2.53712e-07,8.45707e-09,2.53712e-08
nfet_06v0,1.20u,4,-40,lv,3.00727e-13,ff,3.63,3.00727e-07,1.00242e-08,3.00727e-08
nfet_06v0,1.20u,4,-40,mv,3.57061e-13,ff,5.50,3.57061e-07,1.1902e-08,3.57061e-08
nfet_06v0,1.20u,4,27,dropout_testpoint,2.4116e-10,ff,2.10,0.00024116,8.03867e-06,2.4116e-05
nfet_06v0,1.20u,4,27,lv,2.78726e-10,ff,3.63,0.000278726,9.29087e-06,2.78726e-05
nfet_06v0,1.20u,4,27,mv,3.23297e-10,ff,5.50,0.000323297,1.07766e-05,3.23297e-05
nfet_06v0,1.20u,4,125,dropout_testpoint,8.72889e-08,ff,2.10,0.0872889,0.00290963,0.00872889
nfet_06v0,1.20u,4,125,lv,9.84495e-08,ff,3.63,0.0984495,0.00328165,0.00984495
nfet_06v0,1.20u,4,125,mv,1.11514e-07,ff,5.50,0.111514,0.00371713,0.0111514
nfet_06v0,1.20u,8,-40,dropout_testpoint,5.07424e-13,ff,2.10,5.07424e-07,1.69141e-08,5.07424e-08
nfet_06v0,1.20u,8,-40,lv,6.01453e-13,ff,3.63,6.01453e-07,2.00484e-08,6.01453e-08
nfet_06v0,1.20u,8,-40,mv,7.14122e-13,ff,5.50,7.14122e-07,2.38041e-08,7.14122e-08
nfet_06v0,1.20u,8,27,dropout_testpoint,4.82321e-10,ff,2.10,0.000482321,1.60774e-05,4.82321e-05
nfet_06v0,1.20u,8,27,lv,5.57453e-10,ff,3.63,0.000557453,1.85818e-05,5.57453e-05
nfet_06v0,1.20u,8,27,mv,6.46594e-10,ff,5.50,0.000646594,2.15531e-05,6.46594e-05
nfet_06v0,1.20u,8,125,dropout_testpoint,1.74578e-07,ff,2.10,0.174578,0.00581927,0.0174578
nfet_06v0,1.20u,8,125,lv,1.96899e-07,ff,3.63,0.196899,0.0065633,0.0196899
nfet_06v0,1.20u,8,125,mv,2.23028e-07,ff,5.50,0.223028,0.00743427,0.0223028
nfet_06v0,1.20u,16,-40,dropout_testpoint,1.01485e-12,ff,2.10,1.01485e-06,3.38283e-08,1.01485e-07
nfet_06v0,1.20u,16,-40,lv,1.20291e-12,ff,3.63,1.20291e-06,4.0097e-08,1.20291e-07
nfet_06v0,1.20u,16,-40,mv,1.42824e-12,ff,5.50,1.42824e-06,4.7608e-08,1.42824e-07
nfet_06v0,1.20u,16,27,dropout_testpoint,9.64641e-10,ff,2.10,0.000964641,3.21547e-05,9.64641e-05
nfet_06v0,1.20u,16,27,lv,1.11491e-09,ff,3.63,0.00111491,3.71637e-05,0.000111491
nfet_06v0,1.20u,16,27,mv,1.29319e-09,ff,5.50,0.00129319,4.31063e-05,0.000129319
nfet_06v0,1.20u,16,125,dropout_testpoint,3.49156e-07,ff,2.10,0.349156,0.0116385,0.0349156
nfet_06v0,1.20u,16,125,lv,3.93798e-07,ff,3.63,0.393798,0.0131266,0.0393798
nfet_06v0,1.20u,16,125,mv,4.46056e-07,ff,5.50,0.446056,0.0148685,0.0446056
