device,corner,temp_c,vin_v,l_um,w_mm,metric,cgg_f,cgd_f,cgg_per_mm_f
pfet_03v3,typical,-40,3.30,0.50u,16,cgg_at_vsd300mV,3.86013E-11,1.92212E-11,2.41258E-12
pfet_03v3,typical,-40,3.30,1.00u,1,cgg_at_vsd300mV,4.43262E-12,2.20575E-12,4.43262E-12
pfet_03v3,typical,-40,3.30,1.00u,2,cgg_at_vsd300mV,8.86523E-12,4.4115E-12,4.43262E-12
pfet_03v3,typical,-40,3.30,1.00u,4,cgg_at_vsd300mV,1.77305E-11,8.82301E-12,4.43262E-12
pfet_03v3,typical,-40,3.30,1.00u,8,cgg_at_vsd300mV,3.54609E-11,1.7646E-11,4.43262E-12
pfet_03v3,typical,-40,3.30,1.00u,16,cgg_at_vsd300mV,7.09218E-11,3.5292E-11,4.43262E-12
pfet_03v3,typical,-40,3.63,0.28u,1,cgg_at_vsd300mV,1.52168E-12,7.58626E-13,1.52168E-12
pfet_03v3,typical,-40,3.63,0.28u,2,cgg_at_vsd300mV,3.04336E-12,1.51725E-12,1.52168E-12
pfet_03v3,typical,-40,3.63,0.28u,4,cgg_at_vsd300mV,6.08671E-12,3.03451E-12,1.52168E-12
pfet_03v3,typical,-40,3.63,0.28u,8,cgg_at_vsd300mV,1.21734E-11,6.06901E-12,1.52168E-12
pfet_03v3,typical,-40,3.63,0.28u,16,cgg_at_vsd300mV,2.43468E-11,1.2138E-11,1.52168E-12
pfet_03v3,typical,-40,3.63,0.50u,1,cgg_at_vsd300mV,2.40824E-12,1.20018E-12,2.40824E-12
pfet_03v3,typical,-40,3.63,0.50u,2,cgg_at_vsd300mV,4.81649E-12,2.40035E-12,2.40824E-12
pfet_03v3,typical,-40,3.63,0.50u,4,cgg_at_vsd300mV,9.63298E-12,4.80071E-12,2.40824E-12
pfet_03v3,typical,-40,3.63,0.50u,8,cgg_at_vsd300mV,1.9266E-11,9.60141E-12,2.40824E-12
pfet_03v3,typical,-40,3.63,0.50u,16,cgg_at_vsd300mV,3.85319E-11,1.92028E-11,2.40824E-12
pfet_03v3,typical,-40,3.63,1.00u,1,cgg_at_vsd300mV,4.4241E-12,2.20367E-12,4.4241E-12
pfet_03v3,typical,-40,3.63,1.00u,2,cgg_at_vsd300mV,8.8482E-12,4.40735E-12,4.4241E-12
pfet_03v3,typical,-40,3.63,1.00u,4,cgg_at_vsd300mV,1.76964E-11,8.81469E-12,4.4241E-12
pfet_03v3,typical,-40,3.63,1.00u,8,cgg_at_vsd300mV,3.53928E-11,1.76294E-11,4.4241E-12
pfet_03v3,typical,-40,3.63,1.00u,16,cgg_at_vsd300mV,7.07856E-11,3.52588E-11,4.4241E-12
pfet_03v3,typical,27,2.10,0.28u,1,cgg_at_vsd300mV,1.51518E-12,7.48574E-13,1.51518E-12
pfet_03v3,typical,27,2.10,0.28u,2,cgg_at_vsd300mV,3.03035E-12,1.49715E-12,1.51518E-12
pfet_03v3,typical,27,2.10,0.28u,4,cgg_at_vsd300mV,6.0607E-12,2.9943E-12,1.51518E-12
pfet_03v3,typical,27,2.10,0.28u,8,cgg_at_vsd300mV,1.21214E-11,5.98859E-12,1.51518E-12
pfet_03v3,typical,27,2.10,0.28u,16,cgg_at_vsd300mV,2.42428E-11,1.19772E-11,1.51518E-12
pfet_03v3,typical,27,2.10,0.50u,1,cgg_at_vsd300mV,2.39412E-12,1.18028E-12,2.39412E-12
pfet_03v3,typical,27,2.10,0.50u,2,cgg_at_vsd300mV,4.78823E-12,2.36055E-12,2.39412E-12
pfet_03v3,typical,27,2.10,0.50u,4,cgg_at_vsd300mV,9.57647E-12,4.7211E-12,2.39412E-12
pfet_03v3,typical,27,2.10,0.50u,8,cgg_at_vsd300mV,1.91529E-11,9.4422E-12,2.39412E-12
pfet_03v3,typical,27,2.10,0.50u,16,cgg_at_vsd300mV,3.83059E-11,1.88844E-11,2.39412E-12
pfet_03v3,typical,27,2.10,1.00u,1,cgg_at_vsd300mV,4.39554E-12,2.16174E-12,4.39554E-12
pfet_03v3,typical,27,2.10,1.00u,2,cgg_at_vsd300mV,8.79108E-12,4.32348E-12,4.39554E-12
pfet_03v3,typical,27,2.10,1.00u,4,cgg_at_vsd300mV,1.75822E-11,8.64695E-12,4.39554E-12
pfet_03v3,typical,27,2.10,1.00u,8,cgg_at_vsd300mV,3.51643E-11,1.72939E-11,4.39554E-12
pfet_03v3,typical,27,2.10,1.00u,16,cgg_at_vsd300mV,7.03287E-11,3.45878E-11,4.39554E-12
pfet_03v3,typical,27,2.97,0.28u,1,cgg_at_vsd300mV,1.52259E-12,7.57849E-13,1.52259E-12
pfet_03v3,typical,27,2.97,0.28u,2,cgg_at_vsd300mV,3.04519E-12,1.5157E-12,1.52259E-12
pfet_03v3,typical,27,2.97,0.28u,4,cgg_at_vsd300mV,6.09037E-12,3.0314E-12,1.52259E-12
pfet_03v3,typical,27,2.97,0.28u,8,cgg_at_vsd300mV,1.21807E-11,6.06279E-12,1.52259E-12
pfet_03v3,typical,27,2.97,0.28u,16,cgg_at_vsd300mV,2.43615E-11,1.21256E-11,1.52259E-12
pfet_03v3,typical,27,2.97,0.50u,1,cgg_at_vsd300mV,2.40936E-12,1.19847E-12,2.40936E-12
pfet_03v3,typical,27,2.97,0.50u,2,cgg_at_vsd300mV,4.81873E-12,2.39694E-12,2.40936E-12
pfet_03v3,typical,27,2.97,0.50u,4,cgg_at_vsd300mV,9.63745E-12,4.79389E-12,2.40936E-12
pfet_03v3,typical,27,2.97,0.50u,8,cgg_at_vsd300mV,1.92749E-11,9.58777E-12,2.40936E-12
pfet_03v3,typical,27,2.97,0.50u,16,cgg_at_vsd300mV,3.85498E-11,1.91755E-11,2.40936E-12
pfet_03v3,typical,27,2.97,1.00u,1,cgg_at_vsd300mV,4.42625E-12,2.1999E-12,4.42625E-12
pfet_03v3,typical,27,2.97,1.00u,2,cgg_at_vsd300mV,8.85251E-12,4.39979E-12,4.42625E-12
pfet_03v3,typical,27,2.97,1.00u,4,cgg_at_vsd300mV,1.7705E-11,8.79959E-12,4.42625E-12
pfet_03v3,typical,27,2.97,1.00u,8,cgg_at_vsd300mV,3.541E-11,1.75992E-11,4.42625E-12
pfet_03v3,typical,27,2.97,1.00u,16,cgg_at_vsd300mV,7.08201E-11,3.51983E-11,4.42625E-12
pfet_03v3,typical,27,3.30,0.28u,1,cgg_at_vsd300mV,1.52115E-12,7.57898E-13,1.52115E-12
pfet_03v3,typical,27,3.30,0.28u,2,cgg_at_vsd300mV,3.0423E-12,1.5158E-12,1.52115E-12
pfet_03v3,typical,27,3.30,0.28u,4,cgg_at_vsd300mV,6.08459E-12,3.03159E-12,1.52115E-12
pfet_03v3,typical,27,3.30,0.28u,8,cgg_at_vsd300mV,1.21692E-11,6.06318E-12,1.52115E-12
pfet_03v3,typical,27,3.30,0.28u,16,cgg_at_vsd300mV,2.43384E-11,1.21264E-11,1.52115E-12
pfet_03v3,typical,27,3.30,0.50u,1,cgg_at_vsd300mV,2.40712E-12,1.19877E-12,2.40712E-12
pfet_03v3,typical,27,3.30,0.50u,2,cgg_at_vsd300mV,4.81424E-12,2.39753E-12,2.40712E-12
pfet_03v3,typical,27,3.30,0.50u,4,cgg_at_vsd300mV,9.62848E-12,4.79507E-12,2.40712E-12
pfet_03v3,typical,27,3.30,0.50u,8,cgg_at_vsd300mV,1.9257E-11,9.59014E-12,2.40712E-12
pfet_03v3,typical,27,3.30,0.50u,16,cgg_at_vsd300mV,3.85139E-11,1.91803E-11,2.40712E-12
pfet_03v3,typical,27,3.30,1.00u,1,cgg_at_vsd300mV,4.42189E-12,2.20075E-12,4.42189E-12
pfet_03v3,typical,27,3.30,1.00u,2,cgg_at_vsd300mV,8.84377E-12,4.40151E-12,4.42189E-12
pfet_03v3,typical,27,3.30,1.00u,4,cgg_at_vsd300mV,1.76875E-11,8.80301E-12,4.42189E-12
pfet_03v3,typical,27,3.30,1.00u,8,cgg_at_vsd300mV,3.53751E-11,1.7606E-11,4.42189E-12
pfet_03v3,typical,27,3.30,1.00u,16,cgg_at_vsd300mV,7.07502E-11,3.52121E-11,4.42189E-12
pfet_03v3,typical,27,3.63,0.28u,1,cgg_at_vsd300mV,1.51872E-12,7.5721E-13,1.51872E-12
pfet_03v3,typical,27,3.63,0.28u,2,cgg_at_vsd300mV,3.03745E-12,1.51442E-12,1.51872E-12
pfet_03v3,typical,27,3.63,0.28u,4,cgg_at_vsd300mV,6.07489E-12,3.02884E-12,1.51872E-12
pfet_03v3,typical,27,3.63,0.28u,8,cgg_at_vsd300mV,1.21498E-11,6.05768E-12,1.51872E-12
pfet_03v3,typical,27,3.63,0.28u,16,cgg_at_vsd300mV,2.42996E-11,1.21154E-11,1.51872E-12
pfet_03v3,typical,27,3.63,0.50u,1,cgg_at_vsd300mV,2.40307E-12,1.1977E-12,2.40307E-12
pfet_03v3,typical,27,3.63,0.50u,2,cgg_at_vsd300mV,4.80615E-12,2.3954E-12,2.40307E-12
pfet_03v3,typical,27,3.63,0.50u,4,cgg_at_vsd300mV,9.61229E-12,4.7908E-12,2.40307E-12
pfet_03v3,typical,27,3.63,0.50u,8,cgg_at_vsd300mV,1.92246E-11,9.5816E-12,2.40307E-12
pfet_03v3,typical,27,3.63,0.50u,16,cgg_at_vsd300mV,3.84492E-11,1.91632E-11,2.40307E-12
pfet_03v3,typical,27,3.63,1.00u,1,cgg_at_vsd300mV,4.41394E-12,2.19883E-12,4.41394E-12
pfet_03v3,typical,27,3.63,1.00u,2,cgg_at_vsd300mV,8.82787E-12,4.39765E-12,4.41394E-12
pfet_03v3,typical,27,3.63,1.00u,4,cgg_at_vsd300mV,1.76557E-11,8.7953E-12,4.41394E-12
pfet_03v3,typical,27,3.63,1.00u,8,cgg_at_vsd300mV,3.53115E-11,1.75906E-11,4.41394E-12
pfet_03v3,typical,27,3.63,1.00u,16,cgg_at_vsd300mV,7.0623E-11,3.51812E-11,4.41394E-12
pfet_03v3,typical,125,2.10,0.28u,1,cgg_at_vsd300mV,1.51147E-12,7.47823E-13,1.51147E-12
pfet_03v3,typical,125,2.10,0.28u,2,cgg_at_vsd300mV,3.02294E-12,1.49565E-12,1.51147E-12
pfet_03v3,typical,125,2.10,0.28u,4,cgg_at_vsd300mV,6.04588E-12,2.99129E-12,1.51147E-12
pfet_03v3,typical,125,2.10,0.28u,8,cgg_at_vsd300mV,1.20918E-11,5.98258E-12,1.51147E-12
pfet_03v3,typical,125,2.10,0.28u,16,cgg_at_vsd300mV,2.41835E-11,1.19652E-11,1.51147E-12
pfet_03v3,typical,125,2.10,0.50u,1,cgg_at_vsd300mV,2.38794E-12,1.17927E-12,2.38794E-12
pfet_03v3,typical,125,2.10,0.50u,2,cgg_at_vsd300mV,4.77587E-12,2.35855E-12,2.38794E-12
pfet_03v3,typical,125,2.10,0.50u,4,cgg_at_vsd300mV,9.55175E-12,4.71709E-12,2.38794E-12
pfet_03v3,typical,125,2.10,0.50u,8,cgg_at_vsd300mV,1.91035E-11,9.43418E-12,2.38794E-12
pfet_03v3,typical,125,2.10,0.50u,16,cgg_at_vsd300mV,3.8207E-11,1.88684E-11,2.38794E-12
pfet_03v3,typical,125,2.10,1.00u,1,cgg_at_vsd300mV,4.38344E-12,2.16012E-12,4.38344E-12
pfet_03v3,typical,125,2.10,1.00u,2,cgg_at_vsd300mV,8.76687E-12,4.32025E-12,4.38344E-12
pfet_03v3,typical,125,2.10,1.00u,4,cgg_at_vsd300mV,1.75337E-11,8.64049E-12,4.38344E-12
pfet_03v3,typical,125,2.10,1.00u,8,cgg_at_vsd300mV,3.50675E-11,1.7281E-11,4.38344E-12
pfet_03v3,typical,125,2.10,1.00u,16,cgg_at_vsd300mV,7.0135E-11,3.4562E-11,4.38344E-12
pfet_03v3,typical,125,2.97,0.28u,1,cgg_at_vsd300mV,1.51817E-12,7.55844E-13,1.51817E-12
pfet_03v3,typical,125,2.97,0.28u,2,cgg_at_vsd300mV,3.03634E-12,1.51169E-12,1.51817E-12
pfet_03v3,typical,125,2.97,0.28u,4,cgg_at_vsd300mV,6.07267E-12,3.02337E-12,1.51817E-12
pfet_03v3,typical,125,2.97,0.28u,8,cgg_at_vsd300mV,1.21453E-11,6.04675E-12,1.51817E-12
pfet_03v3,typical,125,2.97,0.28u,16,cgg_at_vsd300mV,2.42907E-11,1.20935E-11,1.51817E-12
pfet_03v3,typical,125,2.97,0.50u,1,cgg_at_vsd300mV,2.40164E-12,1.19499E-12,2.40164E-12
pfet_03v3,typical,125,2.97,0.50u,2,cgg_at_vsd300mV,4.80328E-12,2.38997E-12,2.40164E-12
pfet_03v3,typical,125,2.97,0.50u,4,cgg_at_vsd300mV,9.60655E-12,4.77994E-12,2.40164E-12
pfet_03v3,typical,125,2.97,0.50u,8,cgg_at_vsd300mV,1.92131E-11,9.55988E-12,2.40164E-12
pfet_03v3,typical,125,2.97,0.50u,16,cgg_at_vsd300mV,3.84262E-11,1.91198E-11,2.40164E-12
pfet_03v3,typical,125,2.97,1.00u,1,cgg_at_vsd300mV,4.41106E-12,2.19311E-12,4.41106E-12
pfet_03v3,typical,125,2.97,1.00u,2,cgg_at_vsd300mV,8.82213E-12,4.38621E-12,4.41106E-12
pfet_03v3,typical,125,2.97,1.00u,4,cgg_at_vsd300mV,1.76443E-11,8.77243E-12,4.41106E-12
pfet_03v3,typical,125,2.97,1.00u,8,cgg_at_vsd300mV,3.52885E-11,1.75449E-11,4.41106E-12
pfet_03v3,typical,125,2.97,1.00u,16,cgg_at_vsd300mV,7.0577E-11,3.50897E-11,4.41106E-12
pfet_03v3,typical,125,3.30,0.28u,1,cgg_at_vsd300mV,1.51689E-12,7.55896E-13,1.51689E-12
pfet_03v3,typical,125,3.30,0.28u,2,cgg_at_vsd300mV,3.03378E-12,1.51179E-12,1.51689E-12
pfet_03v3,typical,125,3.30,0.28u,4,cgg_at_vsd300mV,6.06756E-12,3.02359E-12,1.51689E-12
pfet_03v3,typical,125,3.30,0.28u,8,cgg_at_vsd300mV,1.21351E-11,6.04717E-12,1.51689E-12
pfet_03v3,typical,125,3.30,0.28u,16,cgg_at_vsd300mV,2.42702E-11,1.20943E-11,1.51689E-12
pfet_03v3,typical,125,3.30,0.50u,1,cgg_at_vsd300mV,2.39967E-12,1.19527E-12,2.39967E-12
pfet_03v3,typical,125,3.30,0.50u,2,cgg_at_vsd300mV,4.79934E-12,2.39055E-12,2.39967E-12
pfet_03v3,typical,125,3.30,0.50u,4,cgg_at_vsd300mV,9.59869E-12,4.7811E-12,2.39967E-12
pfet_03v3,typical,125,3.30,0.50u,8,cgg_at_vsd300mV,1.91974E-11,9.5622E-12,2.39967E-12
pfet_03v3,typical,125,3.30,0.50u,16,cgg_at_vsd300mV,3.83948E-11,1.91244E-11,2.39967E-12
pfet_03v3,typical,125,3.30,1.00u,1,cgg_at_vsd300mV,4.40724E-12,2.19393E-12,4.40724E-12
pfet_03v3,typical,125,3.30,1.00u,2,cgg_at_vsd300mV,8.81448E-12,4.38785E-12,4.40724E-12
pfet_03v3,typical,125,3.30,1.00u,4,cgg_at_vsd300mV,1.7629E-11,8.77571E-12,4.40724E-12
pfet_03v3,typical,125,3.30,1.00u,8,cgg_at_vsd300mV,3.52579E-11,1.75514E-11,4.40724E-12
pfet_03v3,typical,125,3.30,1.00u,16,cgg_at_vsd300mV,7.05158E-11,3.51028E-11,4.40724E-12
pfet_03v3,typical,125,3.63,0.28u,1,cgg_at_vsd300mV,1.51467E-12,7.55264E-13,1.51467E-12
pfet_03v3,typical,125,3.63,0.28u,2,cgg_at_vsd300mV,3.02933E-12,1.51053E-12,1.51467E-12
pfet_03v3,typical,125,3.63,0.28u,4,cgg_at_vsd300mV,6.05866E-12,3.02105E-12,1.51467E-12
pfet_03v3,typical,125,3.63,0.28u,8,cgg_at_vsd300mV,1.21173E-11,6.04211E-12,1.51467E-12
pfet_03v3,typical,125,3.63,0.28u,16,cgg_at_vsd300mV,2.42346E-11,1.20842E-11,1.51467E-12
pfet_03v3,typical,125,3.63,0.50u,1,cgg_at_vsd300mV,2.39597E-12,1.1943E-12,2.39597E-12
pfet_03v3,typical,125,3.63,0.50u,2,cgg_at_vsd300mV,4.79194E-12,2.38859E-12,2.39597E-12
pfet_03v3,typical,125,3.63,0.50u,4,cgg_at_vsd300mV,9.58388E-12,4.77719E-12,2.39597E-12
pfet_03v3,typical,125,3.63,0.50u,8,cgg_at_vsd300mV,1.91678E-11,9.55438E-12,2.39597E-12
pfet_03v3,typical,125,3.63,0.50u,16,cgg_at_vsd300mV,3.83355E-11,1.91088E-11,2.39597E-12
pfet_03v3,typical,125,3.63,1.00u,1,cgg_at_vsd300mV,4.39996E-12,2.19216E-12,4.39996E-12
pfet_03v3,typical,125,3.63,1.00u,2,cgg_at_vsd300mV,8.79993E-12,4.38433E-12,4.39996E-12
pfet_03v3,typical,125,3.63,1.00u,4,cgg_at_vsd300mV,1.75999E-11,8.76865E-12,4.39996E-12
pfet_03v3,typical,125,3.63,1.00u,8,cgg_at_vsd300mV,3.51997E-11,1.75373E-11,4.39996E-12
pfet_03v3,typical,125,3.63,1.00u,16,cgg_at_vsd300mV,7.03994E-11,3.50746E-11,4.39996E-12
pfet_03v3,ff,-40,2.10,0.28u,1,cgg_at_vsd300mV,1.50115E-12,7.42013E-13,1.50115E-12
pfet_03v3,ff,-40,2.10,0.28u,2,cgg_at_vsd300mV,3.0023E-12,1.48403E-12,1.50115E-12
pfet_03v3,ff,-40,2.10,0.28u,4,cgg_at_vsd300mV,6.0046E-12,2.96805E-12,1.50115E-12
pfet_03v3,ff,-40,2.10,0.28u,8,cgg_at_vsd300mV,1.20092E-11,5.9361E-12,1.50115E-12
pfet_03v3,ff,-40,2.10,0.28u,16,cgg_at_vsd300mV,2.40184E-11,1.18722E-11,1.50115E-12
pfet_03v3,ff,-40,2.10,0.50u,1,cgg_at_vsd300mV,2.43222E-12,1.20039E-12,2.43222E-12
pfet_03v3,ff,-40,2.10,0.50u,2,cgg_at_vsd300mV,4.86444E-12,2.40078E-12,2.43222E-12
pfet_03v3,ff,-40,2.10,0.50u,4,cgg_at_vsd300mV,9.72887E-12,4.80157E-12,2.43222E-12
pfet_03v3,ff,-40,2.10,0.50u,8,cgg_at_vsd300mV,1.94577E-11,9.60314E-12,2.43222E-12
pfet_03v3,ff,-40,2.10,0.50u,16,cgg_at_vsd300mV,3.89155E-11,1.92063E-11,2.43222E-12
pfet_03v3,ff,-40,2.10,1.00u,1,cgg_at_vsd300mV,4.5522E-12,2.24282E-12,4.5522E-12
pfet_03v3,ff,-40,2.10,1.00u,2,cgg_at_vsd300mV,9.1044E-12,4.48564E-12,4.5522E-12
pfet_03v3,ff,-40,2.10,1.00u,4,cgg_at_vsd300mV,1.82088E-11,8.97128E-12,4.5522E-12
pfet_03v3,ff,-40,2.10,1.00u,8,cgg_at_vsd300mV,3.64176E-11,1.79426E-11,4.5522E-12
pfet_03v3,ff,-40,2.10,1.00u,16,cgg_at_vsd300mV,7.28352E-11,3.58851E-11,4.5522E-12
pfet_03v3,ff,-40,2.97,0.28u,1,cgg_at_vsd300mV,1.50395E-12,7.48579E-13,1.50395E-12
pfet_03v3,ff,-40,2.97,0.28u,2,cgg_at_vsd300mV,3.00791E-12,1.49716E-12,1.50395E-12
pfet_03v3,ff,-40,2.97,0.28u,4,cgg_at_vsd300mV,6.01582E-12,2.99432E-12,1.50395E-12
pfet_03v3,ff,-40,2.97,0.28u,8,cgg_at_vsd300mV,1.20316E-11,5.98863E-12,1.50395E-12
pfet_03v3,ff,-40,2.97,0.28u,16,cgg_at_vsd300mV,2.40633E-11,1.19773E-11,1.50395E-12
pfet_03v3,ff,-40,2.97,0.50u,1,cgg_at_vsd300mV,2.43909E-12,1.21347E-12,2.43909E-12
pfet_03v3,ff,-40,2.97,0.50u,2,cgg_at_vsd300mV,4.87819E-12,2.42695E-12,2.43909E-12
pfet_03v3,ff,-40,2.97,0.50u,4,cgg_at_vsd300mV,9.75638E-12,4.85389E-12,2.43909E-12
pfet_03v3,ff,-40,2.97,0.50u,8,cgg_at_vsd300mV,1.95128E-11,9.70779E-12,2.43909E-12
pfet_03v3,ff,-40,2.97,0.50u,16,cgg_at_vsd300mV,3.90255E-11,1.94156E-11,2.43909E-12
pfet_03v3,ff,-40,2.97,1.00u,1,cgg_at_vsd300mV,4.56597E-12,2.27016E-12,4.56597E-12
pfet_03v3,ff,-40,2.97,1.00u,2,cgg_at_vsd300mV,9.13195E-12,4.54033E-12,4.56597E-12
pfet_03v3,ff,-40,2.97,1.00u,4,cgg_at_vsd300mV,1.82639E-11,9.08066E-12,4.56597E-12
pfet_03v3,ff,-40,2.97,1.00u,8,cgg_at_vsd300mV,3.65278E-11,1.81613E-11,4.56597E-12
pfet_03v3,ff,-40,2.97,1.00u,16,cgg_at_vsd300mV,7.30556E-11,3.63226E-11,4.56597E-12
pfet_03v3,ff,-40,3.30,0.28u,1,cgg_at_vsd300mV,1.5013E-12,7.47994E-13,1.5013E-12
pfet_03v3,ff,-40,3.30,0.28u,2,cgg_at_vsd300mV,3.00261E-12,1.49599E-12,1.5013E-12
pfet_03v3,ff,-40,3.30,0.28u,4,cgg_at_vsd300mV,6.00521E-12,2.99198E-12,1.5013E-12
pfet_03v3,ff,-40,3.30,0.28u,8,cgg_at_vsd300mV,1.20104E-11,5.98396E-12,1.5013E-12
pfet_03v3,ff,-40,3.30,0.28u,16,cgg_at_vsd300mV,2.40209E-11,1.19679E-11,1.5013E-12
pfet_03v3,ff,-40,3.30,0.50u,1,cgg_at_vsd300mV,2.43463E-12,1.21259E-12,2.43463E-12
pfet_03v3,ff,-40,3.30,0.50u,2,cgg_at_vsd300mV,4.86925E-12,2.42517E-12,2.43463E-12
pfet_03v3,ff,-40,3.30,0.50u,4,cgg_at_vsd300mV,9.73851E-12,4.85034E-12,2.43463E-12
pfet_03v3,ff,-40,3.30,0.50u,8,cgg_at_vsd300mV,1.9477E-11,9.70069E-12,2.43463E-12
pfet_03v3,ff,-40,3.30,0.50u,16,cgg_at_vsd300mV,3.8954E-11,1.94014E-11,2.43463E-12
pfet_03v3,ff,-40,3.30,1.00u,1,cgg_at_vsd300mV,4.55706E-12,2.26856E-12,4.55706E-12
pfet_03v3,ff,-40,3.30,1.00u,2,cgg_at_vsd300mV,9.11411E-12,4.53712E-12,4.55706E-12
pfet_03v3,ff,-40,3.30,1.00u,4,cgg_at_vsd300mV,1.82282E-11,9.07423E-12,4.55706E-12
pfet_03v3,ff,-40,3.30,1.00u,8,cgg_at_vsd300mV,3.64564E-11,1.81485E-11,4.55706E-12
pfet_03v3,ff,-40,3.30,1.00u,16,cgg_at_vsd300mV,7.29129E-11,3.62969E-11,4.55706E-12
pfet_03v3,ff,-40,3.63,0.28u,1,cgg_at_vsd300mV,1.49781E-12,7.46758E-13,1.49781E-12
