device,corner,temp_c,vin_v,l_um,w_mm,metric,cgg_f,cgd_f,cgg_per_mm_f
nfet_03v3,typical,-40,2.97,0.50u,4,cgg_at_vds300mV,3.03169E-12,7.49738E-13,7.57923E-13
nfet_03v3,typical,-40,2.97,0.50u,8,cgg_at_vds300mV,6.06338E-12,1.49948E-12,7.57923E-13
nfet_03v3,typical,-40,2.97,0.50u,16,cgg_at_vds300mV,1.21268E-11,2.99895E-12,7.57923E-13
nfet_03v3,typical,-40,2.97,1.00u,1,cgg_at_vds300mV,1.12805E-12,1.87434E-13,1.12805E-12
nfet_03v3,typical,-40,2.97,1.00u,2,cgg_at_vds300mV,2.2561E-12,3.74869E-13,1.12805E-12
nfet_03v3,typical,-40,2.97,1.00u,4,cgg_at_vds300mV,4.5122E-12,7.49738E-13,1.12805E-12
nfet_03v3,typical,-40,2.97,1.00u,8,cgg_at_vds300mV,9.02441E-12,1.49948E-12,1.12805E-12
nfet_03v3,typical,-40,2.97,1.00u,16,cgg_at_vds300mV,1.80488E-11,2.99895E-12,1.12805E-12
nfet_03v3,typical,-40,3.30,0.28u,1,cgg_at_vds300mV,7.7486E-13,3.17771E-13,7.7486E-13
nfet_03v3,typical,-40,3.30,0.28u,2,cgg_at_vds300mV,1.54972E-12,6.35542E-13,7.7486E-13
nfet_03v3,typical,-40,3.30,0.28u,4,cgg_at_vds300mV,3.09944E-12,1.27108E-12,7.7486E-13
nfet_03v3,typical,-40,3.30,0.28u,8,cgg_at_vds300mV,6.19888E-12,2.54217E-12,7.7486E-13
nfet_03v3,typical,-40,3.30,0.28u,16,cgg_at_vds300mV,1.23978E-11,5.08434E-12,7.7486E-13
nfet_03v3,typical,-40,3.30,0.50u,1,cgg_at_vds300mV,7.43164E-13,1.87434E-13,7.43164E-13
nfet_03v3,typical,-40,3.30,0.50u,2,cgg_at_vds300mV,1.48633E-12,3.74869E-13,7.43164E-13
nfet_03v3,typical,-40,3.30,0.50u,4,cgg_at_vds300mV,2.97266E-12,7.49738E-13,7.43164E-13
nfet_03v3,typical,-40,3.30,0.50u,8,cgg_at_vds300mV,5.94531E-12,1.49948E-12,7.43164E-13
nfet_03v3,typical,-40,3.30,0.50u,16,cgg_at_vds300mV,1.18906E-11,2.99895E-12,7.43164E-13
nfet_03v3,typical,-40,3.30,1.00u,1,cgg_at_vds300mV,1.09879E-12,1.87434E-13,1.09879E-12
nfet_03v3,typical,-40,3.30,1.00u,2,cgg_at_vds300mV,2.19757E-12,3.74869E-13,1.09879E-12
nfet_03v3,typical,-40,3.30,1.00u,4,cgg_at_vds300mV,4.39515E-12,7.49738E-13,1.09879E-12
nfet_03v3,typical,-40,3.30,1.00u,8,cgg_at_vds300mV,8.79029E-12,1.49948E-12,1.09879E-12
nfet_03v3,typical,-40,3.30,1.00u,16,cgg_at_vds300mV,1.75806E-11,2.99895E-12,1.09879E-12
nfet_03v3,typical,-40,3.63,0.28u,1,cgg_at_vds300mV,7.69834E-13,3.17706E-13,7.69834E-13
nfet_03v3,typical,-40,3.63,0.28u,2,cgg_at_vds300mV,1.53967E-12,6.35413E-13,7.69834E-13
nfet_03v3,typical,-40,3.63,0.28u,4,cgg_at_vds300mV,3.07934E-12,1.27083E-12,7.69834E-13
nfet_03v3,typical,-40,3.63,0.28u,8,cgg_at_vds300mV,6.15867E-12,2.54165E-12,7.69834E-13
nfet_03v3,typical,-40,3.63,0.28u,16,cgg_at_vds300mV,1.23173E-11,5.0833E-12,7.69834E-13
nfet_03v3,typical,-40,3.63,0.50u,1,cgg_at_vds300mV,7.30036E-13,1.87434E-13,7.30036E-13
nfet_03v3,typical,-40,3.63,0.50u,2,cgg_at_vds300mV,1.46007E-12,3.74869E-13,7.30036E-13
nfet_03v3,typical,-40,3.63,0.50u,4,cgg_at_vds300mV,2.92014E-12,7.49738E-13,7.30036E-13
nfet_03v3,typical,-40,3.63,0.50u,8,cgg_at_vds300mV,5.84028E-12,1.49948E-12,7.30036E-13
nfet_03v3,typical,-40,3.63,0.50u,16,cgg_at_vds300mV,1.16806E-11,2.99895E-12,7.30036E-13
nfet_03v3,typical,-40,3.63,1.00u,1,cgg_at_vds300mV,1.07274E-12,1.87434E-13,1.07274E-12
nfet_03v3,typical,-40,3.63,1.00u,2,cgg_at_vds300mV,2.14547E-12,3.74869E-13,1.07274E-12
nfet_03v3,typical,-40,3.63,1.00u,4,cgg_at_vds300mV,4.29095E-12,7.49738E-13,1.07274E-12
nfet_03v3,typical,-40,3.63,1.00u,8,cgg_at_vds300mV,8.58189E-12,1.49948E-12,1.07274E-12
nfet_03v3,typical,-40,3.63,1.00u,16,cgg_at_vds300mV,1.71638E-11,2.99895E-12,1.07274E-12
nfet_03v3,typical,27,2.10,0.28u,1,cgg_at_vds300mV,8.06791E-13,3.22031E-13,8.06791E-13
nfet_03v3,typical,27,2.10,0.28u,2,cgg_at_vds300mV,1.61358E-12,6.44063E-13,8.06791E-13
nfet_03v3,typical,27,2.10,0.28u,4,cgg_at_vds300mV,3.22716E-12,1.28813E-12,8.06791E-13
nfet_03v3,typical,27,2.10,0.28u,8,cgg_at_vds300mV,6.45433E-12,2.57625E-12,8.06791E-13
nfet_03v3,typical,27,2.10,0.28u,16,cgg_at_vds300mV,1.29087E-11,5.1525E-12,8.06791E-13
nfet_03v3,typical,27,2.10,0.50u,1,cgg_at_vds300mV,8.03286E-13,1.87435E-13,8.03286E-13
nfet_03v3,typical,27,2.10,0.50u,2,cgg_at_vds300mV,1.60657E-12,3.7487E-13,8.03286E-13
nfet_03v3,typical,27,2.10,0.50u,4,cgg_at_vds300mV,3.21314E-12,7.4974E-13,8.03286E-13
nfet_03v3,typical,27,2.10,0.50u,8,cgg_at_vds300mV,6.42629E-12,1.49948E-12,8.03286E-13
nfet_03v3,typical,27,2.10,0.50u,16,cgg_at_vds300mV,1.28526E-11,2.99896E-12,8.03286E-13
nfet_03v3,typical,27,2.10,1.00u,1,cgg_at_vds300mV,1.21778E-12,1.87435E-13,1.21778E-12
nfet_03v3,typical,27,2.10,1.00u,2,cgg_at_vds300mV,2.43556E-12,3.7487E-13,1.21778E-12
nfet_03v3,typical,27,2.10,1.00u,4,cgg_at_vds300mV,4.87112E-12,7.49741E-13,1.21778E-12
nfet_03v3,typical,27,2.10,1.00u,8,cgg_at_vds300mV,9.74223E-12,1.49948E-12,1.21778E-12
nfet_03v3,typical,27,2.10,1.00u,16,cgg_at_vds300mV,1.94845E-11,2.99896E-12,1.21778E-12
nfet_03v3,typical,27,2.97,0.28u,1,cgg_at_vds300mV,7.84102E-13,3.19924E-13,7.84102E-13
nfet_03v3,typical,27,2.97,0.28u,2,cgg_at_vds300mV,1.5682E-12,6.39849E-13,7.84102E-13
nfet_03v3,typical,27,2.97,0.28u,4,cgg_at_vds300mV,3.13641E-12,1.2797E-12,7.84102E-13
nfet_03v3,typical,27,2.97,0.28u,8,cgg_at_vds300mV,6.27282E-12,2.5594E-12,7.84102E-13
nfet_03v3,typical,27,2.97,0.28u,16,cgg_at_vds300mV,1.25456E-11,5.11879E-12,7.84102E-13
nfet_03v3,typical,27,2.97,0.50u,1,cgg_at_vds300mV,7.54817E-13,1.87434E-13,7.54817E-13
nfet_03v3,typical,27,2.97,0.50u,2,cgg_at_vds300mV,1.50963E-12,3.74869E-13,7.54817E-13
nfet_03v3,typical,27,2.97,0.50u,4,cgg_at_vds300mV,3.01927E-12,7.49738E-13,7.54817E-13
nfet_03v3,typical,27,2.97,0.50u,8,cgg_at_vds300mV,6.03854E-12,1.49948E-12,7.54817E-13
nfet_03v3,typical,27,2.97,0.50u,16,cgg_at_vds300mV,1.20771E-11,2.99895E-12,7.54817E-13
nfet_03v3,typical,27,2.97,1.00u,1,cgg_at_vds300mV,1.12184E-12,1.87434E-13,1.12184E-12
nfet_03v3,typical,27,2.97,1.00u,2,cgg_at_vds300mV,2.24367E-12,3.74869E-13,1.12184E-12
nfet_03v3,typical,27,2.97,1.00u,4,cgg_at_vds300mV,4.48734E-12,7.49738E-13,1.12184E-12
nfet_03v3,typical,27,2.97,1.00u,8,cgg_at_vds300mV,8.97468E-12,1.49948E-12,1.12184E-12
nfet_03v3,typical,27,2.97,1.00u,16,cgg_at_vds300mV,1.79494E-11,2.99895E-12,1.12184E-12
nfet_03v3,typical,27,3.30,0.28u,1,cgg_at_vds300mV,7.77799E-13,3.19494E-13,7.77799E-13
nfet_03v3,typical,27,3.30,0.28u,2,cgg_at_vds300mV,1.5556E-12,6.38989E-13,7.77799E-13
nfet_03v3,typical,27,3.30,0.28u,4,cgg_at_vds300mV,3.1112E-12,1.27798E-12,7.77799E-13
nfet_03v3,typical,27,3.30,0.28u,8,cgg_at_vds300mV,6.22239E-12,2.55595E-12,7.77799E-13
nfet_03v3,typical,27,3.30,0.28u,16,cgg_at_vds300mV,1.24448E-11,5.11191E-12,7.77799E-13
nfet_03v3,typical,27,3.30,0.50u,1,cgg_at_vds300mV,7.40409E-13,1.87434E-13,7.40409E-13
nfet_03v3,typical,27,3.30,0.50u,2,cgg_at_vds300mV,1.48082E-12,3.74869E-13,7.40409E-13
nfet_03v3,typical,27,3.30,0.50u,4,cgg_at_vds300mV,2.96163E-12,7.49738E-13,7.40409E-13
nfet_03v3,typical,27,3.30,0.50u,8,cgg_at_vds300mV,5.92327E-12,1.49948E-12,7.40409E-13
nfet_03v3,typical,27,3.30,0.50u,16,cgg_at_vds300mV,1.18465E-11,2.99895E-12,7.40409E-13
nfet_03v3,typical,27,3.30,1.00u,1,cgg_at_vds300mV,1.09327E-12,1.87434E-13,1.09327E-12
nfet_03v3,typical,27,3.30,1.00u,2,cgg_at_vds300mV,2.18653E-12,3.74869E-13,1.09327E-12
nfet_03v3,typical,27,3.30,1.00u,4,cgg_at_vds300mV,4.37307E-12,7.49738E-13,1.09327E-12
nfet_03v3,typical,27,3.30,1.00u,8,cgg_at_vds300mV,8.74614E-12,1.49948E-12,1.09327E-12
nfet_03v3,typical,27,3.30,1.00u,16,cgg_at_vds300mV,1.74923E-11,2.99895E-12,1.09327E-12
nfet_03v3,typical,27,3.63,0.28u,1,cgg_at_vds300mV,7.72324E-13,3.19171E-13,7.72324E-13
nfet_03v3,typical,27,3.63,0.28u,2,cgg_at_vds300mV,1.54465E-12,6.38342E-13,7.72324E-13
nfet_03v3,typical,27,3.63,0.28u,4,cgg_at_vds300mV,3.0893E-12,1.27668E-12,7.72324E-13
nfet_03v3,typical,27,3.63,0.28u,8,cgg_at_vds300mV,6.17859E-12,2.55337E-12,7.72324E-13
nfet_03v3,typical,27,3.63,0.28u,16,cgg_at_vds300mV,1.23572E-11,5.10674E-12,7.72324E-13
nfet_03v3,typical,27,3.63,0.50u,1,cgg_at_vds300mV,7.27569E-13,1.87434E-13,7.27569E-13
nfet_03v3,typical,27,3.63,0.50u,2,cgg_at_vds300mV,1.45514E-12,3.74869E-13,7.27569E-13
nfet_03v3,typical,27,3.63,0.50u,4,cgg_at_vds300mV,2.91027E-12,7.49738E-13,7.27569E-13
nfet_03v3,typical,27,3.63,0.50u,8,cgg_at_vds300mV,5.82055E-12,1.49948E-12,7.27569E-13
nfet_03v3,typical,27,3.63,0.50u,16,cgg_at_vds300mV,1.16411E-11,2.99895E-12,7.27569E-13
nfet_03v3,typical,27,3.63,1.00u,1,cgg_at_vds300mV,1.06779E-12,1.87434E-13,1.06779E-12
nfet_03v3,typical,27,3.63,1.00u,2,cgg_at_vds300mV,2.13559E-12,3.74869E-13,1.06779E-12
nfet_03v3,typical,27,3.63,1.00u,4,cgg_at_vds300mV,4.27117E-12,7.49738E-13,1.06779E-12
nfet_03v3,typical,27,3.63,1.00u,8,cgg_at_vds300mV,8.54234E-12,1.49948E-12,1.06779E-12
nfet_03v3,typical,27,3.63,1.00u,16,cgg_at_vds300mV,1.70847E-11,2.99895E-12,1.06779E-12
nfet_03v3,typical,125,2.10,0.28u,1,cgg_at_vds300mV,8.3578E-13,3.36199E-13,8.3578E-13
nfet_03v3,typical,125,2.10,0.28u,2,cgg_at_vds300mV,1.67156E-12,6.72398E-13,8.3578E-13
nfet_03v3,typical,125,2.10,0.28u,4,cgg_at_vds300mV,3.34312E-12,1.3448E-12,8.3578E-13
nfet_03v3,typical,125,2.10,0.28u,8,cgg_at_vds300mV,6.68624E-12,2.68959E-12,8.3578E-13
nfet_03v3,typical,125,2.10,0.28u,16,cgg_at_vds300mV,1.33725E-11,5.37919E-12,8.3578E-13
nfet_03v3,typical,125,2.10,0.50u,1,cgg_at_vds300mV,7.97054E-13,1.87487E-13,7.97054E-13
nfet_03v3,typical,125,2.10,0.50u,2,cgg_at_vds300mV,1.59411E-12,3.74974E-13,7.97054E-13
nfet_03v3,typical,125,2.10,0.50u,4,cgg_at_vds300mV,3.18821E-12,7.49949E-13,7.97054E-13
nfet_03v3,typical,125,2.10,0.50u,8,cgg_at_vds300mV,6.37643E-12,1.4999E-12,7.97054E-13
nfet_03v3,typical,125,2.10,0.50u,16,cgg_at_vds300mV,1.27529E-11,2.99979E-12,7.97054E-13
nfet_03v3,typical,125,2.10,1.00u,1,cgg_at_vds300mV,1.20527E-12,1.87509E-13,1.20527E-12
nfet_03v3,typical,125,2.10,1.00u,2,cgg_at_vds300mV,2.41055E-12,3.75017E-13,1.20527E-12
nfet_03v3,typical,125,2.10,1.00u,4,cgg_at_vds300mV,4.8211E-12,7.50034E-13,1.20527E-12
nfet_03v3,typical,125,2.10,1.00u,8,cgg_at_vds300mV,9.6422E-12,1.50007E-12,1.20527E-12
nfet_03v3,typical,125,2.10,1.00u,16,cgg_at_vds300mV,1.92844E-11,3.00014E-12,1.20527E-12
nfet_03v3,typical,125,2.97,0.28u,1,cgg_at_vds300mV,8.03135E-13,3.29017E-13,8.03135E-13
nfet_03v3,typical,125,2.97,0.28u,2,cgg_at_vds300mV,1.60627E-12,6.58033E-13,8.03135E-13
nfet_03v3,typical,125,2.97,0.28u,4,cgg_at_vds300mV,3.21254E-12,1.31607E-12,8.03135E-13
nfet_03v3,typical,125,2.97,0.28u,8,cgg_at_vds300mV,6.42508E-12,2.63213E-12,8.03135E-13
nfet_03v3,typical,125,2.97,0.28u,16,cgg_at_vds300mV,1.28502E-11,5.26427E-12,8.03135E-13
nfet_03v3,typical,125,2.97,0.50u,1,cgg_at_vds300mV,7.50422E-13,1.87441E-13,7.50422E-13
nfet_03v3,typical,125,2.97,0.50u,2,cgg_at_vds300mV,1.50084E-12,3.74882E-13,7.50422E-13
nfet_03v3,typical,125,2.97,0.50u,4,cgg_at_vds300mV,3.00169E-12,7.49763E-13,7.50422E-13
nfet_03v3,typical,125,2.97,0.50u,8,cgg_at_vds300mV,6.00338E-12,1.49953E-12,7.50422E-13
nfet_03v3,typical,125,2.97,0.50u,16,cgg_at_vds300mV,1.20068E-11,2.99905E-12,7.50422E-13
nfet_03v3,typical,125,2.97,1.00u,1,cgg_at_vds300mV,1.11303E-12,1.87441E-13,1.11303E-12
nfet_03v3,typical,125,2.97,1.00u,2,cgg_at_vds300mV,2.22605E-12,3.74882E-13,1.11303E-12
nfet_03v3,typical,125,2.97,1.00u,4,cgg_at_vds300mV,4.45211E-12,7.49763E-13,1.11303E-12
nfet_03v3,typical,125,2.97,1.00u,8,cgg_at_vds300mV,8.90421E-12,1.49953E-12,1.11303E-12
nfet_03v3,typical,125,2.97,1.00u,16,cgg_at_vds300mV,1.78084E-11,2.99905E-12,1.11303E-12
nfet_03v3,typical,125,3.30,0.28u,1,cgg_at_vds300mV,7.94333E-13,3.27343E-13,7.94333E-13
nfet_03v3,typical,125,3.30,0.28u,2,cgg_at_vds300mV,1.58867E-12,6.54687E-13,7.94333E-13
nfet_03v3,typical,125,3.30,0.28u,4,cgg_at_vds300mV,3.17733E-12,1.30937E-12,7.94333E-13
nfet_03v3,typical,125,3.30,0.28u,8,cgg_at_vds300mV,6.35467E-12,2.61875E-12,7.94333E-13
nfet_03v3,typical,125,3.30,0.28u,16,cgg_at_vds300mV,1.27093E-11,5.23749E-12,7.94333E-13
nfet_03v3,typical,125,3.30,0.50u,1,cgg_at_vds300mV,7.36495E-13,1.87438E-13,7.36495E-13
nfet_03v3,typical,125,3.30,0.50u,2,cgg_at_vds300mV,1.47299E-12,3.74875E-13,7.36495E-13
nfet_03v3,typical,125,3.30,0.50u,4,cgg_at_vds300mV,2.94598E-12,7.4975E-13,7.36495E-13
nfet_03v3,typical,125,3.30,0.50u,8,cgg_at_vds300mV,5.89196E-12,1.4995E-12,7.36495E-13
nfet_03v3,typical,125,3.30,0.50u,16,cgg_at_vds300mV,1.17839E-11,2.999E-12,7.36495E-13
nfet_03v3,typical,125,3.30,1.00u,1,cgg_at_vds300mV,1.08542E-12,1.87437E-13,1.08542E-12
nfet_03v3,typical,125,3.30,1.00u,2,cgg_at_vds300mV,2.17084E-12,3.74874E-13,1.08542E-12
nfet_03v3,typical,125,3.30,1.00u,4,cgg_at_vds300mV,4.34169E-12,7.49749E-13,1.08542E-12
nfet_03v3,typical,125,3.30,1.00u,8,cgg_at_vds300mV,8.68338E-12,1.4995E-12,1.08542E-12
nfet_03v3,typical,125,3.30,1.00u,16,cgg_at_vds300mV,1.73668E-11,2.99899E-12,1.08542E-12
nfet_03v3,typical,125,3.63,0.28u,1,cgg_at_vds300mV,7.86835E-13,3.26022E-13,7.86835E-13
nfet_03v3,typical,125,3.63,0.28u,2,cgg_at_vds300mV,1.57367E-12,6.52044E-13,7.86835E-13
nfet_03v3,typical,125,3.63,0.28u,4,cgg_at_vds300mV,3.14734E-12,1.30409E-12,7.86835E-13
nfet_03v3,typical,125,3.63,0.28u,8,cgg_at_vds300mV,6.29468E-12,2.60818E-12,7.86835E-13
nfet_03v3,typical,125,3.63,0.28u,16,cgg_at_vds300mV,1.25894E-11,5.21635E-12,7.86835E-13
nfet_03v3,typical,125,3.63,0.50u,1,cgg_at_vds300mV,7.24055E-13,1.87436E-13,7.24055E-13
nfet_03v3,typical,125,3.63,0.50u,2,cgg_at_vds300mV,1.44811E-12,3.74872E-13,7.24055E-13
nfet_03v3,typical,125,3.63,0.50u,4,cgg_at_vds300mV,2.89622E-12,7.49744E-13,7.24055E-13
nfet_03v3,typical,125,3.63,0.50u,8,cgg_at_vds300mV,5.79244E-12,1.49949E-12,7.24055E-13
nfet_03v3,typical,125,3.63,0.50u,16,cgg_at_vds300mV,1.15849E-11,2.99898E-12,7.24055E-13
nfet_03v3,typical,125,3.63,1.00u,1,cgg_at_vds300mV,1.06075E-12,1.87436E-13,1.06075E-12
nfet_03v3,typical,125,3.63,1.00u,2,cgg_at_vds300mV,2.1215E-12,3.74871E-13,1.06075E-12
nfet_03v3,typical,125,3.63,1.00u,4,cgg_at_vds300mV,4.243E-12,7.49742E-13,1.06075E-12
nfet_03v3,typical,125,3.63,1.00u,8,cgg_at_vds300mV,8.48599E-12,1.49948E-12,1.06075E-12
nfet_03v3,typical,125,3.63,1.00u,16,cgg_at_vds300mV,1.6972E-11,2.99897E-12,1.06075E-12
nfet_03v3,ff,-40,2.10,0.28u,1,cgg_at_vds300mV,7.27805E-13,2.88593E-13,7.27805E-13
nfet_03v3,ff,-40,2.10,0.28u,2,cgg_at_vds300mV,1.45561E-12,5.77185E-13,7.27805E-13
nfet_03v3,ff,-40,2.10,0.28u,4,cgg_at_vds300mV,2.91122E-12,1.15437E-12,7.27805E-13
nfet_03v3,ff,-40,2.10,0.28u,8,cgg_at_vds300mV,5.82244E-12,2.30874E-12,7.27805E-13
nfet_03v3,ff,-40,2.10,0.28u,16,cgg_at_vds300mV,1.16449E-11,4.61748E-12,7.27805E-13
nfet_03v3,ff,-40,2.10,0.50u,1,cgg_at_vds300mV,7.25043E-13,1.55847E-13,7.25043E-13
nfet_03v3,ff,-40,2.10,0.50u,2,cgg_at_vds300mV,1.45009E-12,3.11693E-13,7.25043E-13
nfet_03v3,ff,-40,2.10,0.50u,4,cgg_at_vds300mV,2.90017E-12,6.23387E-13,7.25043E-13
nfet_03v3,ff,-40,2.10,0.50u,8,cgg_at_vds300mV,5.80034E-12,1.24677E-12,7.25043E-13
nfet_03v3,ff,-40,2.10,0.50u,16,cgg_at_vds300mV,1.16007E-11,2.49355E-12,7.25043E-13
nfet_03v3,ff,-40,2.10,1.00u,1,cgg_at_vds300mV,1.13821E-12,1.55847E-13,1.13821E-12
nfet_03v3,ff,-40,2.10,1.00u,2,cgg_at_vds300mV,2.27642E-12,3.11693E-13,1.13821E-12
nfet_03v3,ff,-40,2.10,1.00u,4,cgg_at_vds300mV,4.55283E-12,6.23387E-13,1.13821E-12
nfet_03v3,ff,-40,2.10,1.00u,8,cgg_at_vds300mV,9.10567E-12,1.24677E-12,1.13821E-12
nfet_03v3,ff,-40,2.10,1.00u,16,cgg_at_vds300mV,1.82113E-11,2.49355E-12,1.13821E-12
nfet_03v3,ff,-40,2.97,0.28u,1,cgg_at_vds300mV,7.07969E-13,2.87299E-13,7.07969E-13
nfet_03v3,ff,-40,2.97,0.28u,2,cgg_at_vds300mV,1.41594E-12,5.74598E-13,7.07969E-13
nfet_03v3,ff,-40,2.97,0.28u,4,cgg_at_vds300mV,2.83188E-12,1.1492E-12,7.07969E-13
nfet_03v3,ff,-40,2.97,0.28u,8,cgg_at_vds300mV,5.66375E-12,2.29839E-12,7.07969E-13
nfet_03v3,ff,-40,2.97,0.28u,16,cgg_at_vds300mV,1.13275E-11,4.59678E-12,7.07969E-13
nfet_03v3,ff,-40,2.97,0.50u,1,cgg_at_vds300mV,6.78002E-13,1.55847E-13,6.78002E-13
nfet_03v3,ff,-40,2.97,0.50u,2,cgg_at_vds300mV,1.356E-12,3.11693E-13,6.78002E-13
nfet_03v3,ff,-40,2.97,0.50u,4,cgg_at_vds300mV,2.71201E-12,6.23387E-13,6.78002E-13
nfet_03v3,ff,-40,2.97,0.50u,8,cgg_at_vds300mV,5.42402E-12,1.24677E-12,6.78002E-13
nfet_03v3,ff,-40,2.97,0.50u,16,cgg_at_vds300mV,1.0848E-11,2.49355E-12,6.78002E-13
nfet_03v3,ff,-40,2.97,1.00u,1,cgg_at_vds300mV,1.04361E-12,1.55847E-13,1.04361E-12
nfet_03v3,ff,-40,2.97,1.00u,2,cgg_at_vds300mV,2.08723E-12,3.11693E-13,1.04361E-12
nfet_03v3,ff,-40,2.97,1.00u,4,cgg_at_vds300mV,4.17445E-12,6.23387E-13,1.04361E-12
nfet_03v3,ff,-40,2.97,1.00u,8,cgg_at_vds300mV,8.34891E-12,1.24677E-12,1.04361E-12
nfet_03v3,ff,-40,2.97,1.00u,16,cgg_at_vds300mV,1.66978E-11,2.49355E-12,1.04361E-12
nfet_03v3,ff,-40,3.30,0.28u,1,cgg_at_vds300mV,7.02405E-13,2.87049E-13,7.02405E-13
nfet_03v3,ff,-40,3.30,0.28u,2,cgg_at_vds300mV,1.40481E-12,5.74099E-13,7.02405E-13
nfet_03v3,ff,-40,3.30,0.28u,4,cgg_at_vds300mV,2.80962E-12,1.1482E-12,7.02405E-13
nfet_03v3,ff,-40,3.30,0.28u,8,cgg_at_vds300mV,5.61924E-12,2.29639E-12,7.02405E-13
nfet_03v3,ff,-40,3.30,0.28u,16,cgg_at_vds300mV,1.12385E-11,4.59279E-12,7.02405E-13
nfet_03v3,ff,-40,3.30,0.50u,1,cgg_at_vds300mV,6.64033E-13,1.55847E-13,6.64033E-13
nfet_03v3,ff,-40,3.30,0.50u,2,cgg_at_vds300mV,1.32807E-12,3.11693E-13,6.64033E-13
nfet_03v3,ff,-40,3.30,0.50u,4,cgg_at_vds300mV,2.65613E-12,6.23387E-13,6.64033E-13
nfet_03v3,ff,-40,3.30,0.50u,8,cgg_at_vds300mV,5.31226E-12,1.24677E-12,6.64033E-13
nfet_03v3,ff,-40,3.30,0.50u,16,cgg_at_vds300mV,1.06245E-11,2.49355E-12,6.64033E-13
nfet_03v3,ff,-40,3.30,1.00u,1,cgg_at_vds300mV,1.01548E-12,1.55847E-13,1.01548E-12
nfet_03v3,ff,-40,3.30,1.00u,2,cgg_at_vds300mV,2.03096E-12,3.11693E-13,1.01548E-12
nfet_03v3,ff,-40,3.30,1.00u,4,cgg_at_vds300mV,4.06192E-12,6.23387E-13,1.01548E-12
nfet_03v3,ff,-40,3.30,1.00u,8,cgg_at_vds300mV,8.12383E-12,1.24677E-12,1.01548E-12
nfet_03v3,ff,-40,3.30,1.00u,16,cgg_at_vds300mV,1.62477E-11,2.49355E-12,1.01548E-12
nfet_03v3,ff,-40,3.63,0.28u,1,cgg_at_vds300mV,6.97551E-13,2.86866E-13,6.97551E-13
nfet_03v3,ff,-40,3.63,0.28u,2,cgg_at_vds300mV,1.3951E-12,5.73732E-13,6.97551E-13
nfet_03v3,ff,-40,3.63,0.28u,4,cgg_at_vds300mV,2.7902E-12,1.14746E-12,6.97551E-13
nfet_03v3,ff,-40,3.63,0.28u,8,cgg_at_vds300mV,5.58041E-12,2.29493E-12,6.97551E-13
