corner_id,corner,temp_c,vin_v,ssr_v,fb_v,vout_v,pg_v,erramp_v,isup_a,iinj_a,in_regulation
ff_-40c_2.97v,ff,-40.0,2.97,1.7,1.19963,1.79945,1.80078,1.80078,0.0499994,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.725,1.19963,1.79945,1.80078,1.80078,0.0499994,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.75,1.19963,1.79945,1.80078,1.80078,0.0499993,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.775,1.19963,1.79945,1.80078,1.80078,0.0499993,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.8,1.19963,1.79945,1.80078,1.80078,0.0499992,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.825,1.19963,1.79945,1.80078,1.80078,0.0499992,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.85,1.19963,1.79945,1.80078,1.80078,0.0499991,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.875,1.19963,1.79945,1.80078,1.80078,0.0499991,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.9,1.19963,1.79945,1.80078,1.80078,0.049999,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.925,1.19963,1.79945,1.80078,1.80078,0.049999,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.95,1.19963,1.79945,1.80078,1.80078,0.049999,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,1.975,1.19963,1.79945,1.80078,1.80078,0.0499989,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2,1.19963,1.79945,1.80078,1.80078,0.0499989,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.025,1.19963,1.79945,1.80078,1.80078,0.0499988,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.05,1.19963,1.79945,1.80078,1.80078,0.0499988,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.075,1.19963,1.79945,1.80078,1.80078,0.0499987,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.1,1.19963,1.79945,1.80078,1.80078,0.0499987,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.125,1.19963,1.79945,1.80078,1.80078,0.0499987,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.15,1.19963,1.79945,1.80078,1.80078,0.0499986,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.175,1.19963,1.79945,1.80078,1.80078,0.0499986,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.2,1.19963,1.79945,1.80078,1.80078,0.0499985,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.225,1.19963,1.79945,1.80078,1.80078,0.0499985,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.25,1.19963,1.79945,1.80078,1.80078,0.0499985,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.275,1.19963,1.79945,1.80078,1.80078,0.0499985,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.3,1.19963,1.79945,1.80078,1.80078,0.0499984,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.325,1.19963,1.79945,1.80078,1.80078,0.0499984,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.35,1.19963,1.79945,1.80078,1.80078,0.0499984,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.375,1.19963,1.79945,1.80078,1.80078,0.0499984,-1.6666667e-11,yes
ff_-40c_2.97v,ff,-40.0,2.97,2.4,1.19963,1.79945,1.80078,1.80078,0.0499984,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,0,1.19961,0.113503,2.56355,2.56355,0.00319345,5.6197067e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.025,1.19961,0.145085,2.54649,2.54649,0.00407044,5.5144333e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.05,1.19961,0.177577,2.53108,2.53108,0.00497271,5.4061267e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.075,1.19961,0.210623,2.51693,2.51693,0.00589036,5.2959733e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.1,1.19961,0.243998,2.50377,2.50377,0.00681715,5.1847233e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.125,1.19961,0.277572,2.49142,2.49142,0.00774947,5.07281e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.15,1.19961,0.311271,2.47972,2.47972,0.00868526,4.96048e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.175,1.19961,0.345052,2.46858,2.46858,0.0096233,4.8478767e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.2,1.19961,0.378887,2.45789,2.45789,0.0105629,4.7350933e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.225,1.19961,0.412762,2.4476,2.4476,0.0115035,4.6221767e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.25,1.19961,0.446664,2.43765,2.43765,0.012445,4.50917e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.275,1.19961,0.480587,2.42801,2.42801,0.013387,4.3960933e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.3,1.19961,0.514525,2.41863,2.41863,0.0143294,4.2829667e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.325,1.19961,0.548475,2.40949,2.40949,0.0152721,4.1698e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.35,1.19961,0.582434,2.40056,2.40056,0.0162151,4.0566033e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.375,1.19961,0.6164,2.39182,2.39182,0.0171583,3.9433833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.4,1.19961,0.65037,2.38326,2.38326,0.0181016,3.83015e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.425,1.19961,0.684345,2.37486,2.37486,0.0190451,3.7169e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.45,1.19961,0.718323,2.3666,2.3666,0.0199886,3.60364e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.475,1.19961,0.752304,2.35848,2.35848,0.0209322,3.49037e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.5,1.19961,0.786288,2.35048,2.35048,0.0218759,3.37709e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.525,1.19961,0.820276,2.3426,2.3426,0.0228197,3.2637967e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.55,1.19961,0.85427,2.33482,2.33482,0.0237636,3.1504833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.575,1.19961,0.888271,2.32714,2.32714,0.0247078,3.0371467e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.6,1.19961,0.922284,2.31955,2.31955,0.0256522,2.92377e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.625,1.19961,0.956314,2.31204,2.31204,0.0265972,2.8103367e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.65,1.19961,0.990373,2.3046,2.3046,0.0275429,2.6968067e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.675,1.19961,1.02448,2.29724,2.29724,0.0284899,2.5831167e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.7,1.19961,1.05866,2.28992,2.28992,0.0294389,2.4691833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.725,1.19961,1.09297,2.28265,2.28265,0.0303916,2.3548167e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.75,1.19961,1.1275,2.27539,2.27539,0.0313505,2.2397167e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.775,1.19961,1.16237,2.26812,2.26812,0.0323185,2.1234833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.8,1.19961,1.19757,2.26084,2.26084,0.0332957,2.00615e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.825,1.19961,1.23299,2.25357,2.25357,0.0342789,1.8880833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.85,1.19961,1.26852,2.24633,2.24633,0.0352653,1.76965e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.875,1.19961,1.30412,2.23912,2.23912,0.0362534,1.6509833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.9,1.19961,1.33976,2.23195,2.23195,0.0372427,1.5321833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.925,1.19961,1.37542,2.22482,2.22482,0.0382325,1.4133167e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.95,1.19961,1.41108,2.21772,2.21772,0.0392225,1.29445e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,0.975,1.19961,1.44674,2.21067,2.21067,0.0402123,1.1755833e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,1,1.19961,1.48237,2.20364,2.20364,0.0412014,1.0568167e-06,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.025,1.19961,1.51796,2.19666,2.19666,0.0421894,9.3818333e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.05,1.19961,1.55348,2.18972,2.18972,0.0431753,8.1978333e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.075,1.19961,1.58889,2.18282,2.18282,0.0441582,7.0175e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.1,1.19961,1.62414,2.17597,2.17597,0.0451365,5.8425e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.125,1.19961,1.65913,2.1692,2.1692,0.0461078,4.6761667e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.15,1.19961,1.69373,2.16251,2.16251,0.0470682,3.5228333e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.175,1.19961,1.72766,2.15596,2.15596,0.0480101,2.3918333e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.2,1.19961,1.76009,2.14971,2.14971,0.0489104,1.3108333e-07,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.225,1.19961,1.78462,2.14499,2.14499,0.0495911,4.9316667e-08,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.25,1.19961,1.79253,2.14347,2.14347,0.0498108,2.295e-08,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.275,1.19961,1.79548,2.1429,2.1429,0.0498927,1.3116667e-08,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.3,1.19961,1.79701,2.14261,2.14261,0.0499351,8.0166667e-09,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.325,1.19961,1.7979,2.14244,2.14244,0.0499597,5.05e-09,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.35,1.19961,1.79845,2.14233,2.14233,0.0499748,3.2166667e-09,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.375,1.19961,1.79879,2.14227,2.14227,0.0499843,2.0833333e-09,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.4,1.19961,1.79901,2.14222,2.14222,0.0499904,1.35e-09,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.425,1.19961,1.79915,2.1422,2.1422,0.0499943,8.8333333e-10,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.45,1.19961,1.79924,2.14218,2.14218,0.0499968,5.8333333e-10,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.475,1.19961,1.7993,2.14217,2.14217,0.0499984,3.8333333e-10,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.5,1.19961,1.79934,2.14216,2.14216,0.0499994,2.5e-10,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.525,1.19961,1.79937,2.14216,2.14216,0.0500001,1.5e-10,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.55,1.19961,1.79939,2.14215,2.14215,0.0500005,8.3333333e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.575,1.19961,1.7994,2.14215,2.14215,0.0500007,5e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.6,1.19961,1.7994,2.14215,2.14215,0.0500009,5e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.625,1.19961,1.79941,2.14215,2.14215,0.050001,1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.65,1.19961,1.79941,2.14215,2.14215,0.050001,1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.675,1.19961,1.79941,2.14215,2.14215,0.050001,1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.7,1.19961,1.79941,2.14215,2.14215,0.050001,1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.725,1.19961,1.79941,2.14215,2.14215,0.050001,1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.75,1.19961,1.79942,2.14215,2.14215,0.0500009,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.775,1.19961,1.79942,2.14215,2.14215,0.0500009,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.8,1.19961,1.79942,2.14215,2.14215,0.0500009,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.825,1.19961,1.79942,2.14215,2.14215,0.0500008,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.85,1.19961,1.79942,2.14215,2.14215,0.0500008,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.875,1.19961,1.79942,2.14215,2.14215,0.0500007,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.9,1.19961,1.79942,2.14215,2.14215,0.0500007,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.925,1.19961,1.79942,2.14215,2.14215,0.0500006,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.95,1.19961,1.79942,2.14215,2.14215,0.0500006,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,1.975,1.19961,1.79942,2.14215,2.14215,0.0500006,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2,1.19961,1.79942,2.14215,2.14215,0.0500005,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.025,1.19961,1.79942,2.14215,2.14215,0.0500005,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.05,1.19961,1.79942,2.14215,2.14215,0.0500004,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.075,1.19961,1.79942,2.14215,2.14215,0.0500004,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.1,1.19961,1.79942,2.14215,2.14215,0.0500003,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.125,1.19961,1.79942,2.14215,2.14215,0.0500003,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.15,1.19961,1.79942,2.14215,2.14215,0.0500002,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.175,1.19961,1.79942,2.14215,2.14215,0.0500002,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.2,1.19961,1.79942,2.14215,2.14215,0.0500001,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.225,1.19961,1.79942,2.14215,2.14215,0.0500001,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.25,1.19961,1.79942,2.14215,2.14215,0.0500001,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.275,1.19961,1.79942,2.14215,2.14215,0.05,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.3,1.19961,1.79942,2.14215,2.14215,0.05,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.325,1.19961,1.79942,2.14215,2.14215,0.0499999,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.35,1.19961,1.79942,2.14215,2.14215,0.0499999,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.375,1.19961,1.79942,2.14215,2.14215,0.0499998,-1.6666667e-11,yes
ff_-40c_3.30v,ff,-40.0,3.3,2.4,1.19961,1.79942,2.14215,2.14215,0.0499998,-1.6666667e-11,yes
ff_-40c_3.63v,ff,-40.0,3.63,0,1.19956,0.0616727,2.93578,2.93578,0.00175893,5.7922243e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.025,1.19956,0.0933062,2.91196,2.91196,0.00263735,5.6867793e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.05,1.19956,0.125914,2.89248,2.89248,0.00354283,5.5780867e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.075,1.19956,0.159132,2.87558,2.87558,0.00446525,5.46736e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.1,1.19956,0.192721,2.86044,2.86044,0.00539797,5.3553967e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.125,1.19956,0.226537,2.84657,2.84657,0.006337,5.2426767e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.15,1.19956,0.260497,2.83367,2.83367,0.00728003,5.1294767e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.175,1.19956,0.294551,2.82154,2.82154,0.00822568,5.0159633e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.2,1.19956,0.328671,2.81004,2.81004,0.00917314,4.90223e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.225,1.19956,0.362837,2.79905,2.79905,0.0101219,4.7883433e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.25,1.19956,0.397038,2.78851,2.78851,0.0110716,4.67434e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.275,1.19956,0.431266,2.77834,2.77834,0.0120221,4.5602467e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.3,1.19956,0.465514,2.7685,2.7685,0.0129731,4.4460867e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.325,1.19956,0.49978,2.75895,2.75895,0.0139246,4.3318667e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.35,1.19956,0.534059,2.74965,2.74965,0.0148765,4.2176033e-06,yes
ff_-40c_3.63v,ff,-40.0,3.63,0.375,1.19956,0.568352,2.74059,2.74059,0.0158287,4.1032933e-06,yes
