corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,pm_base,pm_head,d_pm,gm_base,gm_head,d_gm,f0_base,f0_head,d_f0_pct,res_base,res_head,d_res,result_base,result_head,res_result_base,res_result_head
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,77.6,77.61,0.01,22.66,22.66,0,223424,223373,-0.0228266,-0.636,-0.07099,0.56501,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,84.52,84.52,0,26.5,26.49,-0.01,69227.9,69227.1,-0.0011556,-0.703,-0.08315,0.61985,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,85.74,85.74,0,31.06,31.06,0,69246.7,69245.6,-0.00158852,-0.7006,-0.08107,0.61953,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,89.46,89.46,0,31.39,31.39,0,69532.6,69526.4,-0.00891668,-0.6638,-0.04976,0.61404,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,96.91,96.91,0,25.73,25.73,0,71185.9,71168.7,-0.0241621,-0.4633,-0.04529,0.41801,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,66.73,66.74,0.01,45.5,45.5,0,13439.3,13434.7,-0.034228,-0.7244,-0.09853,0.62587,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,67.85,67.85,0,41.14,41.14,0,13441.6,13436.9,-0.0349661,-0.7224,-0.09681,0.62559,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,71.33,71.33,0,33.43,33.43,0,13476.1,13471.3,-0.0356186,-0.6929,-0.07082,0.62208,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,78.57,78.57,0,26.58,26.58,0,13672.8,13669.5,-0.0241355,-0.5311,-0.09402,0.43708,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,-6.73,-6.73,0,-1.44,-1.44,0,967754,967636,-0.0121932,-1.232,-0.1519,1.0801,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,-1.32,-1.32,0,-0.3,-0.3,0,970652,970516,-0.0140112,-1.179,-0.1056,1.0734,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.2,12.55,12.55,0,3.29,3.29,0,1.01343e+06,1.01328e+06,-0.0148012,-1.144,-0.141,1.003,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.5,24.82,24.83,0.01,4.8,4.79,-0.01,1.26552e+06,1.26544e+06,-0.00632151,-1.04,-0.07478,0.96522,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.001,36.88,36.88,0,8.28,8.28,0,468382,468305,-0.0164396,-0.7874,-0.1182,0.6692,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.05,44.75,44.75,0,11.92,11.92,0,472281,472214,-0.0141865,-0.6799,-0.08762,0.59228,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.2,63.73,63.73,0,13.8,13.8,0,538543,538418,-0.0232108,-0.6226,-0.08347,0.53913,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.5,61.12,61.12,0,8.35,8.35,0,1.03241e+06,1.03234e+06,-0.00678025,-0.4795,-0.06614,0.41336,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,79.13,79.13,0,22.27,22.27,0,114286,114277,-0.00787498,-0.4211,-0.08647,0.33463,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,88.42,88.42,0,26.38,26.38,0,116043,116024,-0.0163732,-0.6588,-0.05465,0.60415,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,116.01,116.01,0,16.86,16.86,0,157027,156985,-0.026747,-0.2567,-0.04469,0.21201,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,78.28,78.27,-0.01,9.4,9.39,-0.01,978003,977990,-0.00132924,-0.474,-0.07253,0.40147,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,-68,-68,0,-14.05,-14.05,0,1.9126e+06,1.91256e+06,-0.00209139,-2.05,-0.1755,1.8745,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,-57.75,-57.75,0,-12.95,-12.95,0,1.92772e+06,1.92761e+06,-0.00570622,-1.842,-0.2558,1.5862,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,-38.41,-38.42,-0.01,-9.48,-9.48,0,2.13188e+06,2.1317e+06,-0.00844325,-1.505,-0.1778,1.3272,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,-38.54,-38.56,-0.02,-7.93,-7.93,0,2.79063e+06,2.79049e+06,-0.00501679,-1.748,-0.2145,1.5335,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.001,-20.99,-20.99,0,-4.38,-4.38,0,1.15865e+06,1.15855e+06,-0.00863073,-1.413,-0.1379,1.2751,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.05,-3.63,-3.63,0,-0.9,-0.9,0,1.19965e+06,1.19962e+06,-0.00250073,-0.7715,-0.1263,0.6452,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.2,6.31,6.31,0,1.1,1.1,0,1.7505e+06,1.75046e+06,-0.00228506,-1.215,-0.1387,1.0763,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.5,-23.99,-24.01,-0.02,-4.27,-4.27,0,2.73377e+06,2.73373e+06,-0.00146318,-1.112,-0.1521,0.9599,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.001,41.41,41.41,0,9.37,9.37,0,430057,429993,-0.0148817,-0.6836,-0.1031,0.5805,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.05,69.32,69.33,0.01,13.82,13.82,0,510475,510353,-0.0238993,-0.639,-0.09194,0.54706,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.2,31.18,31.17,-0.01,4.33,4.33,0,1.64215e+06,1.64218e+06,0.00182687,-0.6734,-0.1223,0.5511,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.5,-18.53,-18.55,-0.02,-3.19,-3.19,0,2.72679e+06,2.72676e+06,-0.00110019,-1.157,-0.2028,0.9542,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.001,-83.85,-83.86,-0.01,-17.48,-17.48,0,2.20625e+06,2.20616e+06,-0.00407932,-2.164,-0.2236,1.9404,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.05,-72.12,-72.14,-0.02,-16.39,-16.39,0,2.22676e+06,2.2266e+06,-0.00718533,-1.894,-0.2779,1.6161,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.2,-51.62,-51.63,-0.01,-12.96,-12.96,0,2.49082e+06,2.49068e+06,-0.00562064,-1.263,-0.1935,1.0695,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.5,-51.98,-52,-0.02,-11.42,-11.42,0,3.22791e+06,3.22756e+06,-0.0108429,-1.746,-0.1998,1.5462,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.001,-38.02,-38.02,0,-7.83,-7.83,0,1.40832e+06,1.40816e+06,-0.0113611,-1.362,-0.1641,1.1979,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.05,-17.93,-17.93,0,-4.39,-4.39,0,1.47426e+06,1.47408e+06,-0.0122095,-1.284,-0.1597,1.1243,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.2,-13.15,-13.16,-0.01,-2.38,-2.39,-0.01,2.18112e+06,2.18112e+06,0,-0.8578,-0.1508,0.707,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.5,-39.78,-39.8,-0.02,-7.73,-7.74,-0.01,3.18387e+06,3.18373e+06,-0.00439716,-2.02,-0.243,1.777,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.001,26.85,26.85,0,5.89,5.89,0,575904,575898,-0.00104184,-1.146,-0.1324,1.0136,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.05,57.71,57.72,0.01,10.35,10.35,0,753875,753797,-0.0103465,-0.47,-0.05652,0.41348,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.2,5.71,5.69,-0.02,0.88,0.87,-0.01,2.11258e+06,2.11263e+06,0.00236677,-1.316,-0.09594,1.22006,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.5,-35.18,-35.19,-0.01,-6.65,-6.65,0,3.17874e+06,3.17863e+06,-0.00346049,-2.05,-0.1461,1.9039,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.001,-93.65,-93.65,0,-19.72,-19.72,0,2.40182e+06,2.4018e+06,-0.000832702,-2.512,-0.2761,2.2359,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.05,-80.93,-80.95,-0.02,-18.64,-18.64,0,2.42636e+06,2.42621e+06,-0.0061821,-2.192,-0.1567,2.0353,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.2,-59.59,-59.6,-0.01,-15.25,-15.24,0.01,2.7319e+06,2.73173e+06,-0.00622278,-1.334,-0.1992,1.1348,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.5,-59.72,-59.74,-0.02,-13.7,-13.7,0,3.52033e+06,3.5199e+06,-0.0122148,-1.969,-0.2011,1.7679,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.001,-49.31,-49.31,0,-10.09,-10.09,0,1.58262e+06,1.5826e+06,-0.00126373,-0.9584,-0.1434,0.815,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.05,-27.48,-27.48,0,-6.68,-6.68,0,1.66861e+06,1.66854e+06,-0.00419511,-1.658,-0.1145,1.5435,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.2,-24.79,-24.81,-0.02,-4.68,-4.68,0,2.46006e+06,2.46e+06,-0.00243896,-1.328,-0.181,1.147,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.5,-48.73,-48.74,-0.01,-10.01,-10.02,-0.01,3.48205e+06,3.48191e+06,-0.00402062,-2.197,-0.1795,2.0175,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.001,16.76,16.76,0,3.62,3.62,0,686147,686086,-0.00889022,-0.7273,-0.1105,0.6168,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.05,47.45,47.45,0,8.06,8.05,-0.01,962324,962229,-0.00987194,-0.8091,-0.09189,0.71721,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.2,-8.59,-8.6,-0.01,-1.4,-1.41,-0.01,2.40682e+06,2.40682e+06,0,-1.677,-0.1485,1.5285,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.5,-44.56,-44.56,0,-8.92,-8.93,-0.01,3.47774e+06,3.47764e+06,-0.00287543,-2.221,-0.2089,2.0121,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.001,28.57,28.57,0,44.39,44.39,0,3534.49,3533.42,-0.0302731,-1.126,-0.1534,0.9726,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.05,28.59,28.59,0,44.37,44.37,0,3534.49,3533.42,-0.0302731,-1.126,-0.1534,0.9726,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.2,28.66,28.65,-0.01,44.32,44.32,0,3534.49,3533.42,-0.0302731,-1.126,-0.1534,0.9726,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.5,28.78,28.78,0,44.2,44.2,0,3534.5,3533.43,-0.030273,-1.126,-0.1534,0.9726,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.001,16.69,16.68,-0.01,44.36,44.36,0,1949.2,1948.65,-0.0282167,-1.161,-0.1063,1.0547,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.05,16.72,16.72,0,44.34,44.34,0,1949.2,1948.65,-0.0282167,-1.161,-0.1064,1.0546,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.2,16.83,16.82,-0.01,44.28,44.28,0,1949.21,1948.65,-0.0287296,-1.161,-0.1063,1.0547,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.5,17.04,17.03,-0.01,44.17,44.17,0,1949.22,1948.67,-0.0282164,-1.161,-0.1062,1.0548,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.001,7.92,7.92,0,44.34,44.34,0,884.96,884.747,-0.0240689,-1.315,-0.1262,1.1888,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.05,7.99,7.99,0,44.33,44.33,0,884.96,884.747,-0.0240689,-1.315,-0.1262,1.1888,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.2,8.22,8.21,-0.01,44.27,44.27,0,884.965,884.753,-0.0239557,-1.315,-0.1261,1.1889,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.5,8.66,8.66,0,44.16,44.15,-0.01,884.998,884.785,-0.0240679,-1.314,-0.1255,1.1885,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.001,62.83,62.83,0,16.45,16.45,0,240541,240531,-0.0041573,-0.8629,-0.08431,0.77859,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.05,64.22,64.22,0,17.88,17.88,0,240611,240600,-0.00457169,-0.8597,-0.08153,0.77817,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.2,68.39,68.39,0,22.6,22.6,0,241654,241628,-0.0107592,-0.8114,-0.09506,0.71634,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.5,76.34,76.34,0,23.29,23.29,0,247643,247595,-0.0193827,-0.5511,-0.07861,0.47249,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.001,83.62,83.63,0.01,26.57,26.57,0,78451.9,78438.2,-0.0174629,-0.4588,-0.05334,0.40546,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.05,85,85.01,0.01,32.13,32.13,0,78478.1,78464.5,-0.0173297,-0.4559,-0.05068,0.40522,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.2,89.21,89.21,0,31.87,31.87,0,78875.4,78866.1,-0.0117907,-0.4117,-0.05524,0.35646,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.5,97.59,97.59,0,25.98,25.98,0,81259.1,81238.4,-0.0254741,-0.5087,-0.04603,0.46267,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.001,69.21,69.21,0,45.49,45.49,0,14830.4,14825.3,-0.0343888,-0.64,-0.08909,0.55091,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.05,70.45,70.45,0,41.38,41.38,0,14833.6,14828.5,-0.0343814,-0.6376,-0.08699,0.55061,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.2,74.29,74.29,0,33.64,33.63,-0.01,14881.3,14876.3,-0.0335992,-0.6021,-0.05539,0.54671,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.5,82.33,82.33,0,26.74,26.74,0,15154.9,15154.3,-0.00395912,-0.8201,-0.09445,0.72565,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.001,-6.02,-6.02,0,-1.4,-1.4,0,1.01875e+06,1.01859e+06,-0.0157055,-1.163,-0.1617,1.0013,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.05,-0.32,-0.32,0,-0.08,-0.08,0,1.02205e+06,1.02188e+06,-0.0166332,-1.105,-0.1106,0.9944,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.2,14.35,14.35,0,4.19,4.19,0,1.07132e+06,1.0711e+06,-0.0205354,-1.008,-0.08851,0.91949,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.5,27.29,27.29,0,5.43,5.43,0,1.36296e+06,1.36276e+06,-0.0146739,-0.6861,-0.08204,0.60406,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.001,34.62,34.63,0.01,8.33,8.33,0,503977,503941,-0.00714318,-1.051,-0.07208,0.97892,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.05,43.07,43.07,0,12.63,12.63,0,508693,508617,-0.0149402,-0.922,-0.09786,0.82414,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.2,63.13,63.14,0.01,14.31,14.31,0,588173,588032,-0.0239725,-0.6763,-0.06833,0.60797,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.5,60.23,60.23,0,8.58,8.57,-0.01,1.14149e+06,1.14143e+06,-0.00525629,-0.4284,-0.04778,0.38062,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.001,77.38,77.38,0,22.37,22.37,0,128497,128469,-0.0217904,-0.6111,-0.0721,0.539,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.05,87.78,87.78,0,26.8,26.8,0,130923,130908,-0.0114571,-0.4344,-0.05713,0.37727,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.2,117.49,117.5,0.01,17.02,17.02,0,195390,195309,-0.0414556,-0.2745,-0.04081,0.23369,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.5,75.19,75.19,0,9.51,9.51,0,1.095e+06,1.09499e+06,-0.000913242,-0.3517,-0.05194,0.29976,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.001,-63.99,-63.99,0,-14.08,-14.08,0,2.03907e+06,2.03888e+06,-0.00931797,-1.56,-0.1551,1.4049,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.05,-53.1,-53.11,-0.01,-12.8,-12.8,0,2.05795e+06,2.05778e+06,-0.00826065,-1.333,-0.2023,1.1307,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.2,-33.41,-33.41,0,-8.68,-8.68,0,2.31504e+06,2.31488e+06,-0.00691133,-1.618,-0.1324,1.4856,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.5,-36.25,-36.27,-0.02,-7.36,-7.36,0,3.11173e+06,3.1116e+06,-0.00417774,-1.333,-0.2184,1.1146,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.001,-19.41,-19.41,0,-4.4,-4.4,0,1.2235e+06,1.22332e+06,-0.0147119,-1.268,-0.1913,1.0767,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.05,-1.03,-1.03,0,-0.29,-0.29,0,1.27173e+06,1.27157e+06,-0.0125813,-1.309,-0.1146,1.1944,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.2,8.85,8.85,0,1.55,1.55,0,1.92325e+06,1.92318e+06,-0.00363967,-1.142,-0.1071,1.0349,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.5,-23.22,-23.25,-0.03,-4.12,-4.12,0,3.05915e+06,3.05909e+06,-0.00196133,-1.635,-0.2032,1.4318,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.001,38.74,38.74,0,9.38,9.38,0,467535,467457,-0.0166832,-0.8161,-0.07355,0.74255,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.05,68.4,68.4,0,14.19,14.19,0,566811,566687,-0.0218768,-0.5436,-0.08465,0.45895,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.2,31.13,31.13,0,4.41,4.41,0,1.82115e+06,1.82115e+06,0,-1.096,-0.1235,0.9725,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.5,-18.37,-18.39,-0.02,-3.15,-3.15,0,3.05283e+06,3.05279e+06,-0.00131026,-1.669,-0.1282,1.5408,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.001,-79.77,-79.78,-0.01,-17.53,-17.53,0,2.3694e+06,2.36926e+06,-0.00590867,-1.436,-0.1602,1.2758,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.05,-67.29,-67.29,0,-16.26,-16.26,0,2.39566e+06,2.39564e+06,-0.000834843,-1.141,-0.1684,0.9726,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.2,-46.87,-46.87,0,-12.18,-12.18,0,2.73322e+06,2.73308e+06,-0.00512216,-1.184,-0.1672,1.0168,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.5,-50.22,-50.23,-0.01,-10.86,-10.86,0,3.61734e+06,3.61725e+06,-0.00248802,-1.186,-0.2235,0.9625,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.001,-35.29,-35.29,0,-7.87,-7.87,0,1.49082e+06,1.49064e+06,-0.0120739,-1.133,-0.1734,0.9596,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.05,-14.04,-14.03,0.01,-3.79,-3.79,0,1.57034e+06,1.57018e+06,-0.0101889,-0.9471,-0.1581,0.789,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.2,-10.77,-10.78,-0.01,-1.94,-1.94,0,2.42131e+06,2.42129e+06,-0.000825999,-1.419,-0.1314,1.2876,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.5,-39.33,-39.36,-0.03,-7.6,-7.6,0,3.57762e+06,3.57738e+06,-0.00670837,-1.416,-0.2072,1.2088,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.001,24.82,24.82,0,5.89,5.89,0,619681,619586,-0.0153305,-0.8357,-0.08587,0.74983,FAIL,FAIL,PASS,PASS
