corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,pm_base,pm_head,d_pm,gm_base,gm_head,d_gm,f0_base,f0_head,d_f0_pct,res_base,res_head,d_res,result_base,result_head,res_result_base,res_result_head
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,55.36,55.45,0.09,21.28,21.34,0.06,123867,123792,-0.0605488,-0.5423,-0.5488,-0.0065,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,56.08,56.17,0.09,22.88,22.93,0.05,123876,123800,-0.0613517,-0.5415,-0.548,-0.0065,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,58.26,58.35,0.09,30.33,30.02,-0.31,124001,123925,-0.0612898,-0.5297,-0.5362,-0.0065,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,62.51,62.59,0.08,37.71,37.53,-0.18,124711,124633,-0.0625446,-0.5252,-0.5318,-0.0066,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,72.97,72.97,0,31.21,31.03,-0.18,41768.7,41754.9,-0.0330391,-0.4006,-0.4035,-0.0029,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,73.71,73.71,0,38.12,36.92,-1.2,41772.5,41758.7,-0.0330361,-0.3998,-0.4027,-0.0029,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,75.97,75.97,0,46.87,46.81,-0.06,41830.6,41816.7,-0.0332293,-0.4335,-0.4365,-0.003,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,80.51,80.51,0,40.9,41.4,0.5,42161.6,42147.2,-0.0341543,-0.4095,-0.4124,-0.0029,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,47.45,47.45,0,47.34,44.81,-2.53,10575.7,10576,0.00283669,-0.6627,-0.6623,0.0004,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,48.33,48.33,0,53.73,60.18,6.45,10576.5,10576.9,0.00378197,-0.6615,-0.6611,0.0004,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,51.05,51.05,0,48.28,50.12,1.84,10589.9,10590.2,0.00283289,-0.6439,-0.6435,0.0004,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,56.63,56.63,0,41.67,42.44,0.77,10665.8,10666.1,0.00281273,-0.6159,-0.6155,0.0004,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,49.19,49.39,0.2,12.36,12.51,0.15,327073,326493,-0.17733,-0.5422,-0.5612,-0.019,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,51.08,51.28,0.2,13.64,13.81,0.17,327229,326647,-0.177857,-0.5367,-0.5558,-0.0191,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.2,56.67,56.87,0.2,18.09,18.33,0.24,329639,329038,-0.182321,-0.5135,-0.5327,-0.0192,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.5,67.07,67.26,0.19,20.74,20.94,0.2,343973,343272,-0.203795,-0.5096,-0.4751,0.0345,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.001,68.12,68.14,0.02,22.1,22.19,0.09,116001,115887,-0.098275,-0.4645,-0.4735,-0.009,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.05,70.17,70.19,0.02,26.43,26.49,0.06,116076,115961,-0.099073,-0.4582,-0.4672,-0.009,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.2,76.41,76.42,0.01,29.85,30.01,0.16,117237,117117,-0.102357,-0.4623,-0.4221,0.0402,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.5,89.04,89.05,0.01,24.44,24.62,0.18,124455,124306,-0.119722,-0.3929,-0.4024,-0.0095,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,48.49,48.47,-0.02,36.24,35.92,-0.32,28849,28847.2,-0.00623938,-0.6183,-0.6193,-0.001,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,50.9,50.88,-0.02,42.57,42.83,0.26,28867.4,28865.6,-0.00623541,-0.6098,-0.6107,-0.0009,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,58.52,58.5,-0.02,32.96,33.26,0.3,29151.2,29149.2,-0.00686078,-0.6145,-0.6155,-0.001,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,74.94,74.92,-0.02,25.51,25.7,0.19,30894.9,30891.8,-0.010034,-0.5247,-0.5259,-0.0012,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,27.08,27.52,0.44,6.2,6.37,0.17,602798,601456,-0.222628,-0.6138,-0.6407,-0.0269,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,30.52,30.96,0.44,7.5,7.7,0.2,603642,602287,-0.224471,-0.5954,-0.6224,-0.027,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,40.22,40.66,0.44,11.85,12.14,0.29,616844,615389,-0.235878,-0.5907,-0.6182,-0.0275,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,55.24,55.75,0.51,13.75,13.95,0.2,700715,698676,-0.290988,-0.4878,-0.5159,-0.0281,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.001,54.95,55.04,0.09,15.89,16.04,0.15,238327,238005,-0.135108,-0.5053,-0.5189,-0.0136,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.05,59.12,59.21,0.09,20.16,20.37,0.21,238915,238589,-0.13645,-0.4791,-0.4927,-0.0136,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.2,71.61,71.69,0.08,22.73,22.91,0.18,248482,248103,-0.152526,-0.4515,-0.4657,-0.0142,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.5,94.72,94.84,0.12,17.2,17.33,0.13,329594,328552,-0.316147,-0.2725,-0.2906,-0.0181,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.001,48.85,48.83,-0.02,29.74,29.77,0.03,63453.3,63431.3,-0.0346712,-0.5971,-0.6015,-0.0044,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.05,54.17,54.15,-0.02,35.43,35.62,0.19,63658.6,63636.2,-0.0351877,-0.6211,-0.5603,0.0608,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.2,71.36,71.33,-0.03,25.75,25.91,0.16,67020.3,66991.5,-0.0429721,-0.4952,-0.4999,-0.0047,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.5,111.98,111.93,-0.05,18.21,18.33,0.12,101342,101178,-0.161828,-0.2068,-0.214,-0.0072,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.001,14.58,15.15,0.57,3.32,3.48,0.16,736545,735130,-0.192113,-0.6971,-0.7218,-0.0247,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.05,18.76,19.32,0.56,4.6,4.79,0.19,737914,736485,-0.193654,-0.67,-0.6948,-0.0248,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.2,30.19,30.76,0.57,8.9,9.18,0.28,759582,758041,-0.202875,-0.6383,-0.6631,-0.0248,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.5,45.47,46.16,0.69,10.95,11.15,0.2,895732,893822,-0.213233,-0.5504,-0.5101,0.0403,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.001,48.25,48.4,0.15,12.99,13.14,0.15,312271,311776,-0.158516,-0.5305,-0.5472,-0.0167,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.05,53.67,53.81,0.14,17.18,17.41,0.23,313542,313037,-0.161063,-0.4856,-0.5024,-0.0168,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.2,69.28,69.42,0.14,19.95,20.13,0.18,334896,334251,-0.192597,-0.4568,-0.4747,-0.0179,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.5,89.25,89.64,0.39,14.46,14.59,0.13,546176,543509,-0.488304,-0.2658,-0.2618,0.004,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.001,50.82,50.81,-0.01,26.79,26.87,0.08,82283.6,82243.2,-0.0490985,-0.5645,-0.5703,-0.0058,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.05,57.73,57.72,-0.01,32.67,32.85,0.18,82749.6,82708.1,-0.0501513,-0.558,-0.5638,-0.0058,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.2,80.29,80.26,-0.03,23.03,23.17,0.14,90898.5,90836.4,-0.068318,-0.4328,-0.4392,-0.0064,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.5,125.67,125.9,0.23,15.49,15.6,0.11,316013,313034,-0.942683,-0.09041,-0.08714,0.00327,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.001,5.57,6.23,0.66,1.25,1.42,0.17,845297,843968,-0.157223,-0.7545,-0.7749,-0.0204,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.05,10.34,10.99,0.65,2.51,2.7,0.19,847187,845843,-0.158643,-0.7195,-0.7401,-0.0206,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.2,23.06,23.72,0.66,6.72,7,0.28,877587,876161,-0.162491,-0.6721,-0.692,-0.0199,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.5,37.78,38.6,0.82,8.81,9.01,0.2,1.06456e+06,1.06338e+06,-0.110844,-0.5852,-0.5935,-0.0083,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.001,42.67,42.88,0.21,10.91,11.06,0.15,376847,376180,-0.176995,-0.5129,-0.5322,-0.0193,FAIL,FAIL,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.05,49.15,49.35,0.2,15.01,15.24,0.23,378985,378300,-0.180746,-0.5083,-0.5278,-0.0195,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.2,66.99,67.2,0.21,17.81,17.99,0.18,416072,415115,-0.230008,-0.4708,-0.4415,0.0293,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.5,78.42,79.09,0.67,12.35,12.47,0.12,770291,767038,-0.422308,-0.3299,-0.3187,0.0112,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.001,52.31,52.3,-0.01,24.68,24.78,0.1,98942.2,98882.4,-0.0604393,-0.545,-0.5518,-0.0068,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.05,60.61,60.61,0,30.53,30.7,0.17,99779,99717.2,-0.0619369,-0.5663,-0.5132,0.0531,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.2,87.96,87.94,-0.02,20.92,21.04,0.12,115666,115553,-0.0976951,-0.3765,-0.3843,-0.0078,PASS,PASS,PASS,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.5,103.25,103.98,0.73,13.38,13.48,0.1,664398,660023,-0.658491,-0.213,-0.2148,-0.0018,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.001,27.1,27.1,0,53.56,58.3,4.74,3457.39,3457.41,0.000578471,-0.7561,-0.756,0.0001,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.05,27.12,27.12,0,53.56,59.9,6.34,3457.39,3457.41,0.000578471,-0.7561,-0.756,0.0001,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.2,27.18,27.18,0,53.55,67.82,14.27,3457.39,3457.41,0.000578471,-0.756,-0.756,0,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.5,27.3,27.31,0.01,53.53,78.58,25.05,3457.4,3457.42,0.000578469,-0.756,-0.7559,0.0001,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.001,15.86,15.87,0.01,53.55,67.78,14.23,1908.3,1908.3,0,-0.8394,-0.8395,-0.0001,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.05,15.9,15.9,0,53.55,74,20.45,1908.3,1908.3,0,-0.8394,-0.8395,-0.0001,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.2,16,16,0,53.54,78.37,24.83,1908.3,1908.3,0,-0.8394,-0.8394,0,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.5,16.21,16.21,0,53.52,78.51,24.99,1908.32,1908.32,0,-0.8393,-0.8393,0,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.001,7.54,7.54,0,53.55,80.39,26.84,866.693,866.69,-0.000346143,-0.8777,-0.8777,0,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.05,7.61,7.61,0,53.54,78.28,24.74,866.693,866.69,-0.000346143,-0.8777,-0.8777,0,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.2,7.83,7.83,0,53.54,78.35,24.81,866.699,866.695,-0.000461521,-0.8776,-0.8776,0,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.5,8.27,8.27,0,53.52,78.48,24.96,866.728,866.725,-0.000346129,-0.8769,-0.877,-0.0001,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.001,50.41,50.51,0.1,20.78,20.85,0.07,139368,139322,-0.0330061,-0.619,-0.6227,-0.0037,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.05,51.22,51.31,0.09,22.6,22.66,0.06,139379,139333,-0.0330035,-0.618,-0.6217,-0.0037,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.2,53.67,53.76,0.09,31.87,31.34,-0.53,139545,139498,-0.0336809,-0.6029,-0.6067,-0.0038,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.5,58.42,58.51,0.09,38.4,38.26,-0.14,140484,140436,-0.0341676,-0.5853,-0.5891,-0.0038,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.001,72.36,72.38,0.02,30.71,30.55,-0.16,50007.5,49993.7,-0.0275959,-0.4391,-0.4415,-0.0024,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.05,73.25,73.26,0.01,39.13,37.53,-1.6,50014,50000.2,-0.0275923,-0.4379,-0.4403,-0.0024,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.2,75.94,75.95,0.01,47.3,47.37,0.07,50113,50099.1,-0.0277373,-0.4201,-0.4225,-0.0024,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.5,81.3,81.32,0.02,41.11,41.59,0.48,50681.2,50666.5,-0.0290048,-0.4127,-0.4152,-0.0025,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.001,52.01,52.01,0,46.68,44.37,-2.31,11749.3,11749.6,0.00255334,-0.6036,-0.6033,0.0003,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.05,52.98,52.98,0,53.72,60.7,6.98,11750.6,11750.9,0.00255306,-0.6022,-0.6019,0.0003,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.2,56.01,56.01,0,48.45,50.25,1.8,11770.2,11770.5,0.00254881,-0.5806,-0.5802,0.0004,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.5,62.25,62.25,0,41.79,42.52,0.73,11881.4,11881.8,0.00336661,-0.5905,-0.5902,0.0003,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.001,43.79,44.01,0.22,11.71,11.86,0.15,374425,373895,-0.14155,-0.5525,-0.5687,-0.0162,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.05,45.95,46.17,0.22,13.19,13.37,0.18,374645,374113,-0.142001,-0.5454,-0.5616,-0.0162,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.2,52.3,52.51,0.21,18.59,18.83,0.24,378013,377462,-0.145762,-0.5651,-0.5816,-0.0165,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.5,63.83,64.05,0.22,21.12,21.32,0.2,398134,397472,-0.166276,-0.5181,-0.5354,-0.0173,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.001,67.09,67.13,0.04,21.46,21.55,0.09,138946,138833,-0.0813266,-0.4542,-0.4618,-0.0076,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.05,69.53,69.57,0.04,26.63,26.67,0.04,139074,138960,-0.0819707,-0.4452,-0.4528,-0.0076,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.2,76.93,76.96,0.03,30.11,30.27,0.16,141054,140934,-0.0850738,-0.46,-0.4677,-0.0077,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.5,91.62,91.66,0.04,24.42,24.6,0.18,153855,153690,-0.107244,-0.3849,-0.3931,-0.0082,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.001,53.74,53.73,-0.01,35.62,35.32,-0.3,32354.3,32352.3,-0.00618156,-0.5758,-0.5767,-0.0009,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.05,56.45,56.44,-0.01,42.77,43.02,0.25,32382.6,32380.6,-0.00617616,-0.565,-0.5658,-0.0008,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.2,65.05,65.04,-0.01,32.88,33.17,0.29,32819.7,32817.4,-0.00700799,-0.5257,-0.5266,-0.0009,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.5,84.04,84.03,-0.01,25.38,25.57,0.19,35637.1,35632.9,-0.0117855,-0.4595,-0.4607,-0.0012,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.001,25.08,25.51,0.43,6.09,6.25,0.16,658415,657208,-0.183319,-0.6155,-0.6384,-0.0229,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.05,28.83,29.25,0.42,7.59,7.79,0.2,659476,658259,-0.18454,-0.6658,-0.6166,0.0492,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.2,39.36,39.78,0.42,12.73,13.04,0.31,676037,674718,-0.195108,-0.6179,-0.6413,-0.0234,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.5,55.15,55.66,0.51,14.18,14.38,0.2,781488,779607,-0.240695,-0.5006,-0.524,-0.0234,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.001,53.95,54.06,0.11,15.79,15.93,0.14,267820,267519,-0.112389,-0.4974,-0.5089,-0.0115,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.05,58.63,58.73,0.1,20.83,21.05,0.22,268652,268346,-0.113902,-0.5201,-0.4757,0.0444,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.2,72.47,72.56,0.09,23.04,23.22,0.18,282256,281883,-0.13215,-0.4425,-0.4548,-0.0123,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.5,95.95,96.13,0.18,17.21,17.35,0.14,407212,405883,-0.326366,-0.2627,-0.2513,0.0114,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.001,51.07,51.06,-0.01,29.69,29.71,0.02,69999.6,69980.3,-0.0275716,-0.5753,-0.5786,-0.0033,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.05,56.95,56.94,-0.01,35.67,35.85,0.18,70285.6,70265.9,-0.0280285,-0.5881,-0.5914,-0.0033,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.2,76.05,76.04,-0.01,25.7,25.86,0.16,75057.5,75030.5,-0.0359724,-0.4813,-0.485,-0.0037,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.5,122.62,122.6,-0.02,18.12,18.24,0.12,141174,140839,-0.237296,-0.1362,-0.1284,0.0078,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.001,13.25,13.78,0.53,3.22,3.39,0.17,794646,793427,-0.153402,-0.7057,-0.7259,-0.0202,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.05,17.75,18.28,0.53,4.7,4.9,0.2,796324,795090,-0.154962,-0.674,-0.6944,-0.0204,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.2,30.03,30.57,0.54,9.79,10.09,0.3,822704,821367,-0.162513,-0.6657,-0.686,-0.0203,FAIL,FAIL,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.5,45.96,46.64,0.68,11.45,11.65,0.2,988164,986567,-0.161613,-0.5526,-0.5676,-0.015,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.001,46.58,46.74,0.16,12.91,13.06,0.15,347321,346860,-0.13273,-0.5163,-0.5306,-0.0143,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.05,52.58,52.74,0.16,17.85,18.09,0.24,349042,348571,-0.134941,-0.5197,-0.5342,-0.0145,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.2,69.58,69.74,0.16,20.33,20.51,0.18,378154,377518,-0.168185,-0.4539,-0.4696,-0.0157,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.5,86.79,87.26,0.47,14.56,14.68,0.12,663572,660895,-0.403423,-0.2961,-0.2861,0.01,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.001,52.49,52.49,0,26.75,26.83,0.08,91048.9,91014.2,-0.0381114,-0.5762,-0.5806,-0.0044,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.05,60.14,60.14,0,32.98,33.15,0.17,91702.1,91666.2,-0.0391485,-0.5517,-0.5562,-0.0045,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.2,85.29,85.28,-0.01,23.06,23.2,0.14,103547,103487,-0.0579447,-0.413,-0.4181,-0.0051,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.5,116.08,116.54,0.46,15.48,15.59,0.11,515732,512244,-0.67632,-0.1539,-0.1565,-0.0026,PASS,PASS,PASS,PASS
ff_-40c_3.30v,ff,-40,3.3,50,0.33,0.001,4.69,5.31,0.62,1.13,1.29,0.16,908537,907417,-0.123275,-0.7296,-0.7459,-0.0163,FAIL,FAIL,PASS,PASS
