corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,1.80214,95.43,221078,17.31,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,1.80214,95.43,227295,35.05,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,1.80214,95.43,331749,74.42,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,1.80214,95.43,753275,89.95,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,1.80199,93.52,1.69338e+06,2.54,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,1.80199,93.52,1.70601e+06,12.35,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,1.80199,93.52,1.91036e+06,40.46,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,1.80199,93.52,3.0978e+06,73.96,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.001,1.80199,93.52,972061,4.22,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,1,0.05,1.80199,93.52,994606,21.13,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,1,0.2,1.80199,93.52,1.37106e+06,62.60,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.5,1.80199,93.52,2.97438e+06,85.14,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.001,1.80199,93.52,446603,8.97,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.05,1.80199,93.52,497816,43.69,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.2,1.80199,93.52,1.19709e+06,85.02,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.5,1.80199,93.52,2.95835e+06,89.92,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.001,1.80186,91.35,2.04189e+06,2.24,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.05,1.80186,91.35,2.0639e+06,14.06,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.2,1.80186,91.35,2.4284e+06,46.87,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.5,1.80186,91.35,4.3881e+06,78.52,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.001,1.80186,91.35,1.17242e+06,3.64,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,25,1,0.05,1.80186,91.35,1.21221e+06,23.96,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,25,1,0.2,1.80186,91.35,1.87193e+06,68.97,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.5,1.80186,91.35,4.2981e+06,86.62,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.001,1.80186,91.35,539370,7.66,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.05,1.80186,91.35,630610,48.73,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.2,1.80186,91.35,1.73038e+06,86.51,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.5,1.80186,91.35,4.28697e+06,89.93,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.001,1.8017,88.81,2.30502e+06,2.12,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.05,1.8017,88.81,2.33707e+06,15.43,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.2,1.8017,88.81,2.86602e+06,51.39,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.5,1.8017,88.81,5.52592e+06,80.85,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.001,1.8017,88.81,1.32361e+06,3.35,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,50,1,0.05,1.8017,88.81,1.38105e+06,26.20,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,50,1,0.2,1.8017,88.81,2.31846e+06,72.68,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.5,1.8017,88.81,5.45311e+06,87.34,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.001,1.8017,88.81,609385,6.97,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.05,1.8017,88.81,742521,52.50,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.2,1.8017,88.81,2.19901e+06,87.24,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,4.7,0.5,1.8017,88.81,5.44441e+06,89.94,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.001,1.80264,89.91,75227.5,48.67,2.37483e+06,56.35,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.05,1.80264,89.91,75229,49.11,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.2,1.80264,89.91,75252.6,50.44,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,0.33,0.5,1.80264,89.91,75385.2,53.07,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.001,1.80264,89.91,31057.7,70.07,2.79334e+06,68.79,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.05,1.80264,89.91,31059,70.61,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.2,1.80264,89.91,31078.8,72.28,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,1,0.5,1.80264,89.91,31190.1,75.57,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.001,1.80264,89.9,7005.11,85.33,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.05,1.80264,89.9,7005.49,85.92,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.2,1.80264,89.9,7011.13,87.69,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0,4.7,0.5,1.80264,89.9,7042.93,91.23,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.001,1.80255,95.3,330218,12.53,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.05,1.80255,95.3,330312,14.44,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.2,1.80255,95.3,331789,20.26,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,0.33,0.5,1.80255,95.3,340314,31.56,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.001,1.80255,95.3,185180,21.62,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.05,1.80255,95.3,185347,24.87,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.2,1.80255,95.3,187880,34.55,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,1,0.5,1.80255,95.3,202769,52.32,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.001,1.80255,95.3,74921.8,44.43,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.05,1.80255,95.3,75222.8,50.52,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.2,1.80255,95.3,80024.5,67.71,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,0.1,4.7,0.5,1.80255,95.3,113350,91.95,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.001,1.80246,95.73,854751,4.69,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.05,1.80246,95.73,856374,9.65,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.2,1.80246,95.73,881823,24.53,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,0.33,0.5,1.80246,95.73,1.03499e+06,50.79,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,1,1,0.001,1.80246,95.73,489472,8.07,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,1,0.05,1.80246,95.73,492365,16.65,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,1,0.2,1.80246,95.73,538098,41.25,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,1,0.5,1.80246,95.73,812156,73.36,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.001,1.80246,95.73,221864,17.33,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.05,1.80246,95.73,228126,35.12,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.2,1.80246,95.73,333772,74.54,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,1,4.7,0.5,1.80246,95.73,758533,89.98,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.001,1.80231,94.2,1.70767e+06,2.53,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.05,1.80231,94.2,1.72054e+06,12.42,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.2,1.80231,94.2,1.93091e+06,40.73,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,0.33,0.5,1.80231,94.2,3.14613e+06,74.20,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.001,1.80231,94.2,980290,4.21,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,1,0.05,1.80231,94.2,1.00338e+06,21.26,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,1,0.2,1.80231,94.2,1.38974e+06,62.91,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,10,1,0.5,1.80231,94.2,3.02426e+06,85.23,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.001,1.80231,94.2,450377,8.95,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.05,1.80231,94.2,502922,43.93,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.2,1.80231,94.2,1.21729e+06,85.12,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,10,4.7,0.5,1.80231,94.2,3.00857e+06,89.93,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.001,1.80218,92.41,2.06362e+06,2.22,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.05,1.80218,92.41,2.08615e+06,14.16,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.2,1.80218,92.41,2.46375e+06,47.26,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,0.33,0.5,1.80218,92.41,4.48108e+06,78.74,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.001,1.80218,92.41,1.18492e+06,3.62,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,25,1,0.05,1.80218,92.41,1.22624e+06,24.15,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,25,1,0.2,1.80218,92.41,1.90663e+06,69.32,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,1,0.5,1.80218,92.41,4.39153e+06,86.70,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.001,1.80218,92.41,545099,7.64,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.05,1.80218,92.41,639651,49.08,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.2,1.80218,92.41,1.76788e+06,86.60,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,25,4.7,0.5,1.80218,92.41,4.38038e+06,89.94,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,0.33,0.001,1.80203,90.32,2.33575e+06,2.09,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,50,0.33,0.05,1.80203,90.32,2.3688e+06,15.58,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,50,0.33,0.2,1.80203,90.32,2.9209e+06,51.89,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,0.33,0.5,1.80203,90.32,5.67423e+06,81.08,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,1,0.001,1.80203,90.32,1.3413e+06,3.32,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,50,1,0.05,1.80203,90.32,1.40131e+06,26.48,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,50,1,0.2,1.80203,90.32,2.37496e+06,73.07,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,1,0.5,1.80203,90.32,5.60316e+06,87.41,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,4.7,0.001,1.80203,90.32,617483,6.95,,inf,FAIL
ff_-40c_3.30v,ff,-40,3.3,50,4.7,0.05,1.80203,90.32,755959,52.96,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,4.7,0.2,1.80203,90.32,2.2582e+06,87.32,,inf,PASS
ff_-40c_3.30v,ff,-40,3.3,50,4.7,0.5,1.80203,90.32,5.59452e+06,89.94,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,0.33,0.001,1.80296,90,75390.3,48.73,2.3977e+06,56.47,PASS
ff_-40c_3.63v,ff,-40,3.63,0,0.33,0.05,1.80296,90,75391.8,49.17,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,0.33,0.2,1.80296,90,75415.5,50.51,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,0.33,0.5,1.80296,90,75548.8,53.14,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,1,0.001,1.80296,89.99,31107.2,70.12,2.82919e+06,68.97,PASS
ff_-40c_3.63v,ff,-40,3.63,0,1,0.05,1.80296,89.99,31108.5,70.66,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,1,0.2,1.80296,89.99,31128.3,72.33,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,1,0.5,1.80296,89.99,31240,75.63,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,4.7,0.001,1.80296,89.99,7014.4,85.35,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,4.7,0.05,1.80296,89.99,7014.77,85.93,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,4.7,0.2,1.80296,89.99,7020.43,87.71,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0,4.7,0.5,1.80296,89.99,7052.32,91.26,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0.1,0.33,0.001,1.80287,95.46,330761,12.55,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,0.33,0.05,1.80287,95.46,330855,14.47,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,0.33,0.2,1.80287,95.46,332362,20.30,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,0.33,0.5,1.80287,95.46,340917,31.61,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,1,0.001,1.80287,95.46,185475,21.66,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,1,0.05,1.80287,95.46,185642,24.91,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,1,0.2,1.80287,95.46,188185,34.61,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,1,0.5,1.80287,95.46,203157,52.40,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0.1,4.7,0.001,1.80287,95.46,75005.2,44.50,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,0.1,4.7,0.05,1.80287,95.46,75307.3,50.60,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0.1,4.7,0.2,1.80287,95.46,80132.5,67.80,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,0.1,4.7,0.5,1.80287,95.46,113627,92.04,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,1,0.33,0.001,1.80278,95.93,856727,4.69,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,0.33,0.05,1.80278,95.93,858358,9.67,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,0.33,0.2,1.80278,95.93,884029,24.58,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,0.33,0.5,1.80278,95.93,1.03824e+06,50.88,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,1,1,0.001,1.80278,95.93,490608,8.08,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,1,0.05,1.80278,95.93,493515,16.67,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,1,0.2,1.80278,95.93,539580,41.32,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,1,0.5,1.80278,95.93,815509,73.43,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,1,4.7,0.001,1.80278,95.93,222379,17.33,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,4.7,0.05,1.80278,95.93,228672,35.17,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,1,4.7,0.2,1.80278,95.93,335098,74.62,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,1,4.7,0.5,1.80278,95.93,762134,89.99,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,10,0.33,0.001,1.80263,94.66,1.71786e+06,2.52,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,0.33,0.05,1.80263,94.66,1.7309e+06,12.47,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,0.33,0.2,1.80263,94.66,1.94554e+06,40.93,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,0.33,0.5,1.80263,94.66,3.18145e+06,74.37,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,10,1,0.001,1.80263,94.66,986162,4.20,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,1,0.05,1.80263,94.66,1.00984e+06,21.35,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,1,0.2,1.80263,94.66,1.40346e+06,63.13,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,10,1,0.5,1.80263,94.66,3.06125e+06,85.28,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,10,4.7,0.001,1.80263,94.66,453074,8.92,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,4.7,0.05,1.80263,94.66,506711,44.10,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,10,4.7,0.2,1.80263,94.66,1.23186e+06,85.18,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,10,4.7,0.5,1.80263,94.66,3.0454e+06,89.93,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,0.33,0.001,1.8025,93.12,2.07838e+06,2.21,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,25,0.33,0.05,1.8025,93.12,2.10184e+06,14.23,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,25,0.33,0.2,1.8025,93.12,2.4877e+06,47.52,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,0.33,0.5,1.8025,93.12,4.54385e+06,78.90,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,1,0.001,1.8025,93.12,1.19342e+06,3.61,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,25,1,0.05,1.8025,93.12,1.23578e+06,24.29,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,25,1,0.2,1.8025,93.12,1.93146e+06,69.56,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,1,0.5,1.8025,93.12,4.45676e+06,86.75,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,4.7,0.001,1.8025,93.12,548996,7.61,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,25,4.7,0.05,1.8025,93.12,645811,49.32,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,4.7,0.2,1.8025,93.12,1.79353e+06,86.65,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,25,4.7,0.5,1.8025,93.12,4.44592e+06,89.94,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,0.33,0.001,1.80235,91.33,2.35633e+06,2.07,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,50,0.33,0.05,1.80235,91.33,2.39002e+06,15.68,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,50,0.33,0.2,1.80235,91.33,2.9583e+06,52.22,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,0.33,0.5,1.80235,91.33,5.77374e+06,81.23,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,1,0.001,1.80235,91.33,1.35314e+06,3.31,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,50,1,0.05,1.80235,91.33,1.41486e+06,26.66,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,50,1,0.2,1.80235,91.33,2.41343e+06,73.32,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,1,0.5,1.80235,91.33,5.70425e+06,87.46,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,4.7,0.001,1.80235,91.33,622909,6.93,,inf,FAIL
ff_-40c_3.63v,ff,-40,3.63,50,4.7,0.05,1.80235,91.33,765358,53.27,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,4.7,0.2,1.80235,91.33,2.29804e+06,87.37,,inf,PASS
ff_-40c_3.63v,ff,-40,3.63,50,4.7,0.5,1.80235,91.33,5.69592e+06,89.95,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,0.33,0.001,1.80244,88.55,64227.3,55.08,2.35354e+06,57.70,PASS
ff_27c_2.97v,ff,27,2.97,0,0.33,0.05,1.80244,88.55,64228.4,55.45,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,0.33,0.2,1.80244,88.55,64244.5,56.59,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,0.33,0.5,1.80244,88.55,64334.9,58.84,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,1,0.001,1.80244,88.55,24936.8,74.84,2.72333e+06,69.86,PASS
ff_27c_2.97v,ff,27,2.97,0,1,0.05,1.80244,88.55,24937.5,75.28,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,1,0.2,1.80244,88.55,24948,76.62,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,1,0.5,1.80244,88.55,25007.5,79.29,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,4.7,0.001,1.80244,88.54,5486.41,86.60,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,4.7,0.05,1.80244,88.54,5486.59,87.05,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,4.7,0.2,1.80244,88.54,5489.22,88.44,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0,4.7,0.5,1.80244,88.54,5504.42,91.22,,inf,PASS
ff_27c_2.97v,ff,27,2.97,0.1,0.33,0.001,1.80233,94.66,301605,14.45,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,0.33,0.05,1.80233,94.66,301677,16.20,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,0.33,0.2,1.80233,94.66,302824,21.52,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,0.33,0.5,1.80233,94.66,309362,31.85,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,1,0.001,1.80233,94.66,167756,24.87,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,1,0.05,1.80233,94.66,167884,27.81,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,1,0.2,1.80233,94.66,169822,36.59,,inf,FAIL
ff_27c_2.97v,ff,27,2.97,0.1,1,0.5,1.80233,94.66,181048,52.81,,inf,PASS
