corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,hg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,hg_off_tran,slope_vpms,t_startup_ms
fs_27c_3.30v_1u_0.1_36,fs,27,3.30,1u,0.1,36,0.000337033,0.000848852,0.00100085,1.79935,1.79935,82.8899,84.1551,84.8297,-3.19106,2.34259,3.3,1.05672e-09,6.51626e-09,3.29999,-1.98855e-09,2.67609e-06,1.95382,1.00085
fs_27c_3.63v_1u_0.1_36,fs,27,3.63,1u,0.1,36,0.000490586,0.00103581,0.00120501,1.79929,1.79929,4.99255,50.0178,4.62468,-0.000130109,2.42493,3.63,1.47795e-09,-7.42408e-10,3.63007,-2.39677e-08,1.20718e-05,1.83411,1.20501
res_ff_-40c_2.97v_0.33u_0.001_36,res_ff,-40,2.97,0.33u,0.001,36,0.00027053,0.000665635,0.000720453,1.79943,1.79943,57.508,60.0811,167.353,-17.3851,2.26026,2.97,5.06512e-09,1.77319e-09,2.97,-7.00949e-08,8.75318e-07,2.53097,0.720453
res_ff_-40c_2.97v_0.33u_0.5_36,res_ff,-40,2.97,0.33u,0.5,36,0.000270528,0.000665633,0.000720452,1.79944,1.79943,46.5808,50.0036,200.232,-14.4175,2.26026,2.97,1.61447e-06,3.8963e-08,2.96996,-1.80701e-08,7.42512e-06,2.53097,0.720452
res_ff_-40c_2.97v_1u_0.1_1e9,res_ff,-40,2.97,1u,0.1,1e9,0.000270453,0.000665583,0.000720267,1.79986,1.79944,105.086,105.118,119.085,-0.000858329,2.26026,2.97,2.73705e-07,1.79764,2.97,9.33877e-09,3.84356e-06,2.53081,0.720267
res_ff_-40c_2.97v_1u_0.1_36,res_ff,-40,2.97,1u,0.1,36,0.000270525,0.000665633,0.00072043,1.79943,1.79943,105.07,106.984,120.294,-4.4673,2.26026,2.97,6.68184e-08,1.35346e-08,2.96994,-5.27377e-08,7.31769e-06,2.53095,0.72043
res_ff_-40c_2.97v_4.7u_0.001_36,res_ff,-40,2.97,4.7u,0.001,36,0.000270506,0.000665625,0.000720316,1.79943,1.79943,262.081,262.998,55.3432,-0.770319,2.26026,2.97,2.55893e-09,0.00882697,2.97005,1.04406e-08,8.02522e-06,2.53088,0.720316
res_ff_-40c_2.97v_4.7u_0.5_36,res_ff,-40,2.97,4.7u,0.5,36,0.000270507,0.000665626,0.000720329,1.79943,1.79943,104.158,105.978,136.645,-68.7338,2.26026,2.97,1.26864e-06,0.00936278,2.96994,-1.26921e-09,6.67866e-06,2.53088,0.720329
res_ff_-40c_3.30v_1u_0.1_36,res_ff,-40,3.30,1u,0.1,36,0.000323783,0.000756106,0.000858333,1.7994,1.7994,4.99081,50.1775,4.60826,-7.44954e-07,2.34497,3.3,9.31352e-08,-5.31989e-10,3.30003,4.87677e-09,1.01604e-05,2.31309,0.858333
res_ff_-40c_3.63v_0.33u_0.001_36,res_ff,-40,3.63,0.33u,0.001,36,0.000483343,0.000927944,0.00103688,1.79933,1.79933,2.93507,50.0034,7.68182,-0.000351255,2.42512,3.63,6.73613e-09,1.42984e-08,3.62993,5.36102e-08,8.41576e-06,2.24921,1.03688
res_ff_-40c_3.63v_0.33u_0.5_36,res_ff,-40,3.63,0.33u,0.5,36,0.000483343,0.000927944,0.00103688,1.79933,1.79933,2.82216,50.0034,7.33614,-0.000401604,2.42512,3.63,6.01435e-08,-2.08044e-08,3.63003,5.52715e-08,4.84417e-06,2.24921,1.03688
res_ff_-40c_3.63v_1u_0.1_1e9,res_ff,-40,3.63,1u,0.1,1e9,0.000483281,0.0009279,0.00103672,1.79959,1.79933,6.47909,6.52408,6.07404,-0.000732836,2.42512,3.63,1.21895e-07,1.79753,3.62998,6.40734e-09,4.58666e-06,2.24912,1.03672
res_ff_-40c_3.63v_1u_0.1_36,res_ff,-40,3.63,1u,0.1,36,0.000483339,0.000927943,0.00103686,1.79933,1.79933,6.57471,50.1469,5.8278,-0.000241238,2.42512,3.63,3.14523e-09,2.32528e-09,3.63005,5.56409e-10,1.05816e-05,2.24919,1.03686
res_ff_-40c_3.63v_4.7u_0.001_36,res_ff,-40,3.63,4.7u,0.001,36,0.000483328,0.000927938,0.0010368,1.79933,1.79933,42.6158,54.4787,8.9192,-3.3101e-07,2.42512,3.63,1.08513e-09,0.00882343,3.62996,8.13283e-09,1.01097e-05,2.24916,1.0368
res_ff_-40c_3.63v_4.7u_0.5_36,res_ff,-40,3.63,4.7u,0.5,36,0.000483328,0.000927938,0.0010368,1.79933,1.79933,29.5114,54.5722,7.12038,-8.7577e-07,2.42512,3.63,2.27778e-09,0.0093593,3.62998,7.60016e-09,9.1707e-06,2.24916,1.0368
res_ff_125c_2.97v_0.33u_0.001_36,res_ff,125,2.97,0.33u,0.001,36,0.000239887,0.000595783,0.00068479,1.79914,1.79914,87.2126,94.046,191.492,-27.5043,2.09453,2.97,2.79804e-09,5.0891e-07,2.97,2.30928e-08,1.34752e-06,2.80981,0.68479
res_ff_125c_2.97v_0.33u_0.5_36,res_ff,125,2.97,0.33u,0.5,36,0.000239887,0.000595783,0.000684789,1.79914,1.79914,72.4593,79.0643,165.056,-22.1761,2.09453,2.97,3.57826e-08,5.13032e-07,2.97,3.49999e-08,1.84761e-06,2.80981,0.684789
res_ff_125c_2.97v_1u_0.1_1e9,res_ff,125,2.97,1u,0.1,1e9,0.000239754,0.000595691,0.000684364,1.79969,1.79916,130.584,130.621,96.5156,-0.000822534,2.09453,2.97,2.76612e-05,1.79735,2.97,1.10522e-08,7.85714e-07,2.80949,0.684364
res_ff_125c_2.97v_1u_0.1_36,res_ff,125,2.97,1u,0.1,36,0.000239878,0.00059578,0.000684761,1.79914,1.79914,128.897,132.507,92.3255,-5.97535,2.09453,2.97,1.49997e-08,5.09162e-07,2.97,1.97395e-08,2.50465e-06,2.80976,0.684761
res_ff_125c_2.97v_4.7u_0.001_36,res_ff,125,2.97,4.7u,0.001,36,0.000239854,0.000595766,0.000684602,1.79914,1.79914,208.32,209.934,42.0647,-0.959378,2.09453,2.97,9.3786e-08,0.0088215,2.97001,2.42988e-08,2.40265e-06,2.80968,0.684602
res_ff_125c_2.97v_4.7u_0.5_36,res_ff,125,2.97,4.7u,0.5,36,0.000239855,0.000595767,0.000684602,1.79914,1.79914,152.658,156.093,243.154,-244.465,2.09453,2.97,1.74736e-07,0.00935668,2.96999,-6.05923e-08,5.03685e-07,2.80968,0.684602
res_ff_125c_3.30v_1u_0.1_36,res_ff,125,3.30,1u,0.1,36,0.000342835,0.000720148,0.000820071,1.79885,1.79885,7.59053,50.0407,6.10767,-1.98359e-05,2.17748,3.3,3.7333e-08,5.7071e-07,3.29999,-4.49573e-08,1.08371e-06,2.65032,0.820071
res_ff_125c_3.63v_0.33u_0.001_36,res_ff,125,3.63,0.33u,0.001,36,0.00047842,0.000859148,0.000963113,1.78751,1.78751,3.25339,49.6787,8.69828,-0.000226053,2.25635,3.63,9.89891e-10,6.46745e-07,3.63001,6.1091e-08,2.01011e-06,2.62655,0.963113
res_ff_125c_3.63v_0.33u_0.5_36,res_ff,125,3.63,0.33u,0.5,36,0.00047842,0.000859148,0.000963112,1.78751,1.78751,3.04179,49.6787,8.61138,-0.000226102,2.25635,3.63,8.33783e-10,6.53861e-07,3.62999,7.60069e-08,2.31867e-06,2.62655,0.963112
res_ff_125c_3.63v_1u_0.1_1e9,res_ff,125,3.63,1u,0.1,1e9,0.000478322,0.000859075,0.000962693,1.78812,1.78754,7.85183,7.90067,6.81167,-0.000315132,2.25635,3.63,6.44503e-05,1.78577,3.63,-1.42265e-07,9.54497e-07,2.62637,0.962693
res_ff_125c_3.63v_1u_0.1_36,res_ff,125,3.63,1u,0.1,36,0.000478413,0.000859146,0.000963086,1.78751,1.78751,7.39015,49.8286,6.52285,-0.000217794,2.25635,3.63,1.11994e-09,6.44041e-07,3.63002,1.97011e-09,3.0361e-06,2.62651,0.963086
res_ff_125c_3.63v_4.7u_0.001_36,res_ff,125,3.63,4.7u,0.001,36,0.000478393,0.000859134,0.000962939,1.78751,1.78751,49.7986,54.3649,10.391,-2.2306e-07,2.25635,3.63,1.37231e-09,0.00876289,3.62998,3.55821e-08,2.65397e-06,2.62646,0.962939
res_ff_125c_3.63v_4.7u_0.5_36,res_ff,125,3.63,4.7u,0.5,36,0.000478393,0.000859134,0.000962942,1.78751,1.78751,34.2028,54.4676,8.32033,-0.000134097,2.25635,3.63,1.02332e-09,0.00929471,3.63001,-5.58027e-08,2.39577e-06,2.62646,0.962942
res_ff_27c_2.97v_1u_0.1_36,res_ff,27,2.97,1u,0.1,36,0.00024858,0.000611771,0.000683711,1.79934,1.79934,120.263,122.265,130.874,-4.57717,2.19325,2.97,3.34418e-07,2.42293e-09,2.97,1.09815e-08,3.87258e-06,2.75337,0.683711
res_ff_27c_3.30v_1u_0.1_36,res_ff,27,3.30,1u,0.1,36,0.000323564,0.000728209,0.000827579,1.7993,1.7993,6.8046,50.1113,5.71401,-5.99417e-07,2.27719,3.3,1.23614e-09,1.84686e-09,3.30002,7.61523e-09,4.06256e-06,2.4713,0.827579
res_ff_27c_3.63v_1u_0.1_36,res_ff,27,3.63,1u,0.1,36,0.000472536,0.000884064,0.000987734,1.79919,1.79919,6.93856,50.095,6.127,-0.000193906,2.35677,3.63,4.11573e-08,2.27025e-08,3.62996,-4.84258e-08,3.27493e-06,2.42997,0.987734
res_ss_-40c_2.97v_0.33u_0.001_36,res_ss,-40,2.97,0.33u,0.001,36,0.000381963,0.00104017,0.00119822,2.47708,1.79765,223.569,277.285,574.389,-205.474,2.24769,2.96949,0.852138,1.73655e-09,2.97003,1.15231e-08,1.21775e-05,1.51928,1.19822
res_ss_-40c_2.97v_0.33u_0.5_36,res_ss,-40,2.97,0.33u,0.5,36,0.000381963,0.00104017,0.00119821,1.7995,1.7995,130.389,139.426,352.88,-483.807,2.24769,2.97,1.00376e-05,3.48898e-08,2.96997,8.38864e-09,6.70356e-06,1.51928,1.19821
res_ss_-40c_2.97v_1u_0.1_1e9,res_ss,-40,2.97,1u,0.1,1e9,0.000381853,0.0010401,0.00119798,1.79982,1.7995,120.83,120.861,140.956,-41.9574,2.24769,2.97,1.77622e-06,1.7977,2.97003,1.30765e-08,8.12119e-06,1.51919,1.19798
res_ss_-40c_2.97v_1u_0.1_36,res_ss,-40,2.97,1u,0.1,36,0.000381959,0.00104017,0.0011982,1.7995,1.7995,115.014,117.111,135.749,-46.3245,2.24769,2.97,1.10628e-06,9.3365e-09,2.96996,7.8103e-09,1.27754e-05,1.51927,1.1982
res_ss_-40c_2.97v_4.7u_0.001_36,res_ss,-40,2.97,4.7u,0.001,36,0.000381944,0.00104016,0.0011981,1.7995,1.7995,243.235,244.357,51.2812,-0.837506,2.24769,2.97,6.10281e-08,0.00882683,2.96992,9.42238e-09,1.2798e-05,1.51926,1.1981
res_ss_-40c_2.97v_4.7u_0.5_36,res_ss,-40,2.97,4.7u,0.5,36,0.000381951,0.00104018,0.00119811,1.79952,1.79948,194.449,198.309,310.653,-2816.39,2.24769,2.97,4.40581e-05,0.00936276,2.96991,1.10844e-08,1.31519e-05,1.51923,1.19811
res_ss_-40c_3.30v_1u_0.1_36,res_ss,-40,3.30,1u,0.1,36,0.000470651,0.00119083,0.00142789,1.79947,1.79947,3.62145,50.0119,3.42928,-0.00017552,2.33223,3.3,3.98439e-09,4.56458e-09,3.3,9.87237e-09,9.62543e-06,1.38854,1.42789
res_ss_-40c_3.63v_0.33u_0.001_36,res_ss,-40,3.63,0.33u,0.001,36,0.000736367,0.00147705,0.00172526,2.84915,1.62782,391.398,447.257,1069.74,-236.908,2.41222,3.63041,0.876502,1.40668e-08,3.63009,-3.10103e-08,1.81615e-05,1.35011,1.72526
res_ss_-40c_3.63v_0.33u_0.5_36,res_ss,-40,3.63,0.33u,0.5,36,0.000736367,0.00147705,0.00172526,1.79941,1.79941,1.65763,50.0005,4.70411,-0.000129285,2.41222,3.63,1.97669e-09,-4.53927e-08,3.63005,4.57372e-08,1.4984e-05,1.35011,1.72526
res_ss_-40c_3.63v_1u_0.1_1e9,res_ss,-40,3.63,1u,0.1,1e9,0.00073628,0.00147699,0.00172505,1.79959,1.79941,4.56093,4.60098,4.14631,-0.00107148,2.41222,3.63,1.39635e-08,1.79761,3.62999,1.54399e-08,9.07072e-06,1.35006,1.72505
res_ss_-40c_3.63v_1u_0.1_36,res_ss,-40,3.63,1u,0.1,36,0.000736364,0.00147705,0.00172525,1.79941,1.79941,4.20843,50.0075,3.95951,-0.000117267,2.41222,3.63,6.87988e-08,-1.492e-09,3.63007,5.90454e-09,1.79282e-05,1.3501,1.72525
res_ss_-40c_3.63v_4.7u_0.001_36,res_ss,-40,3.63,4.7u,0.001,36,0.000736352,0.00147705,0.00172519,1.79941,1.79941,27.1743,51.9121,5.55277,-5.99451e-07,2.41222,3.63,1.77312e-09,0.0088238,3.62999,1.73683e-08,1.61233e-05,1.35008,1.72519
res_ss_-40c_3.63v_4.7u_0.5_36,res_ss,-40,3.63,4.7u,0.5,36,0.000736352,0.00147705,0.00172519,1.79941,1.79941,18.9227,51.9594,4.43385,-0.00107668,2.41222,3.63,1.68947e-09,0.00935972,3.62994,-7.84175e-09,1.54127e-05,1.35008,1.72519
res_ss_125c_2.97v_0.33u_0.001_36,res_ss,125,2.97,0.33u,0.001,36,0.000332907,0.000926252,0.00114149,1.79923,1.79923,96.344,100.732,261.907,-22.7688,2.07354,2.97,1.29894e-08,5.08924e-07,2.96998,-7.93512e-08,1.96689e-06,1.68536,1.14149
res_ss_125c_2.97v_0.33u_0.5_36,res_ss,125,2.97,0.33u,0.5,36,0.000332907,0.000926252,0.00114149,1.79923,1.79923,80.0132,83.3565,252.637,-30.5421,2.07354,2.97,4.31024e-08,5.1103e-07,2.97,3.87388e-08,1.95683e-06,1.68536,1.14149
res_ss_125c_2.97v_1u_0.1_1e9,res_ss,125,2.97,1u,0.1,1e9,0.000332733,0.000926123,0.00114092,1.79962,1.79923,93.2944,93.327,68.5851,-0.00100306,2.07354,2.97,4.06846e-06,1.79744,2.97,-2.46625e-08,9.15191e-07,1.68523,1.14092
res_ss_125c_2.97v_1u_0.1_36,res_ss,125,2.97,1u,0.1,36,0.000332899,0.00092625,0.00114147,1.79923,1.79923,96.1779,98.0164,55.7426,-4.01449,2.07354,2.97,2.46822e-09,5.05763e-07,2.97002,-1.06734e-08,3.36226e-06,1.68534,1.14147
res_ss_125c_2.97v_4.7u_0.001_36,res_ss,125,2.97,4.7u,0.001,36,0.000332872,0.000926237,0.00114133,1.79923,1.79923,184.682,186.052,39.3989,-0.936249,2.07354,2.97,2.1919e-09,0.00882197,2.97002,-3.60093e-08,4.91536e-06,1.6853,1.14133
res_ss_125c_2.97v_4.7u_0.5_36,res_ss,125,2.97,4.7u,0.5,36,0.000332872,0.000926237,0.00114133,1.79923,1.79923,148.94,152.721,218.595,-717.471,2.07354,2.97,2.51907e-09,0.00935726,2.97001,4.68093e-08,1.49484e-06,1.6853,1.14133
res_ss_125c_3.30v_1u_0.1_36,res_ss,125,3.30,1u,0.1,36,0.000504495,0.00113357,0.00136702,1.79886,1.79886,4.47253,49.9855,3.99958,-9.88099e-05,2.15625,3.3,2.86041e-09,5.73347e-07,3.29998,1.82515e-07,3.16625e-06,1.58964,1.36702
res_ss_125c_3.63v_0.33u_0.001_36,res_ss,125,3.63,0.33u,0.001,36,0.000730482,0.00136531,0.00160702,1.78403,1.78403,1.92411,49.5762,5.43802,-0.000138357,2.23489,3.63,5.37866e-09,6.46755e-07,3.62999,1.11759e-07,2.34478e-06,1.57523,1.60702
res_ss_125c_3.63v_0.33u_0.5_36,res_ss,125,3.63,0.33u,0.5,36,0.000730482,0.00136531,0.00160702,1.78403,1.78403,1.85013,49.5762,5.19431,-0.000139373,2.23489,3.63,2.03593e-07,6.52019e-07,3.62999,-4.51649e-08,2.94676e-06,1.57523,1.60702
res_ss_125c_3.63v_1u_0.1_1e9,res_ss,125,3.63,1u,0.1,1e9,0.000730342,0.00136521,0.00160638,1.78451,1.78404,5.07473,5.11569,4.55029,-0.000956257,2.23489,3.63,4.48047e-06,1.78226,3.63001,-7.96396e-08,2.35985e-06,1.57513,1.60638
res_ss_125c_3.63v_1u_0.1_36,res_ss,125,3.63,1u,0.1,36,0.000730476,0.00136531,0.00160699,1.78403,1.78403,4.80985,49.5881,4.37361,-0.000136363,2.23489,3.63,4.56254e-08,6.47381e-07,3.63,4.37389e-08,3.14193e-06,1.57521,1.60699
res_ss_125c_3.63v_4.7u_0.001_36,res_ss,125,3.63,4.7u,0.001,36,0.000730453,0.0013653,0.00160685,1.78403,1.78403,30.8804,51.5922,6.4969,-4.30779e-06,2.23489,3.63,1.82152e-09,0.00874513,3.63,7.2425e-08,1.66758e-06,1.57518,1.60685
res_ss_125c_3.63v_4.7u_0.5_36,res_ss,125,3.63,4.7u,0.5,36,0.000730453,0.0013653,0.00160685,1.78403,1.78403,22.9969,51.6423,5.28469,-0.0076956,2.23489,3.63,1.19708e-09,0.00927634,3.62999,-6.86213e-08,2.65332e-06,1.57518,1.60685
res_ss_27c_2.97v_1u_0.1_36,res_ss,27,2.97,1u,0.1,36,0.000345888,0.000950942,0.00113754,1.79941,1.79941,172.347,174.792,185.469,-294.181,2.17726,2.97,1.78002e-07,-4.22236e-09,2.97004,1.15357e-07,5.81053e-06,1.65275,1.13754
res_ss_27c_3.30v_1u_0.1_36,res_ss,27,3.30,1u,0.1,36,0.000470768,0.00114489,0.00137718,1.79938,1.79938,4.19212,50,3.7931,-6.46617e-07,2.261,3.3,4.21982e-08,-8.63176e-09,3.30008,1.30729e-08,1.72778e-05,1.48341,1.37718
res_ss_27c_3.63v_1u_0.1_36,res_ss,27,3.63,1u,0.1,36,0.000718887,0.00140452,0.00164396,1.79928,1.79928,4.65195,49.9986,4.14855,-0.000134111,2.34039,3.63,6.24892e-08,1.77046e-08,3.62998,-1.9257e-08,5.8441e-06,1.45851,1.64396
sf_-40c_2.97v_1u_0.1_36,sf,-40,2.97,1u,0.1,36,0.000331312,0.000880528,0.00103559,1.79948,1.79948,271.919,274.859,308.381,-396.878,2.18107,2.97,5.85195e-06,1.78895e-08,2.96993,2.89369e-08,1.07625e-05,1.82078,1.03559
sf_-40c_3.30v_1u_0.1_36,sf,-40,3.30,1u,0.1,36,0.000494827,0.00108609,0.00126322,1.79944,1.79944,4.78865,50.0415,4.36419,-0.000131229,2.26255,3.3,2.11639e-09,-7.78056e-09,3.30006,-3.86346e-08,1.11538e-05,1.69129,1.26322
sf_-40c_3.63v_1u_0.1_36,sf,-40,3.63,1u,0.1,36,0.000736817,0.00132935,0.00150827,1.79932,1.79932,5.58045,50.0355,4.97661,-0.00017184,2.3397,3.63,2.13592e-09,3.75284e-08,3.62992,1.03988e-07,1.15454e-05,1.68767,1.50827
