corner_id,iload_a,ceff_f,esr_ohm,pm_deg[ngspice-46-pinned],gm_db[ngspice-46-pinned],pm_deg[ngspice-46-fresh],gm_db[ngspice-46-fresh],pm_deg[ngspice-47],gm_db[ngspice-47],dpm_deg[ngspice-46-fresh-ngspice-46-pinned],dgm_db[ngspice-46-fresh-ngspice-46-pinned],dpm_deg[ngspice-47-ngspice-46-pinned],dgm_db[ngspice-47-ngspice-46-pinned]
ff_125c_2.97v,0.001,1e-06,0.5,83.495200,26.855400,83.495200,26.855400,83.495200,26.855400,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.001,3.3e-07,0.001,55.816000,14.128400,55.816000,14.128400,55.816000,14.128400,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.001,3.3e-07,0.05,57.117000,15.140700,57.117000,15.140700,57.117000,15.140700,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.001,3.3e-07,0.2,61.025000,18.580800,61.025000,18.580800,59.053000,19.074300,0.000000,0.000000,-1.972000,0.493500
ff_125c_2.97v,0.001,3.3e-07,0.5,68.522000,21.991100,68.522000,21.991100,68.522000,21.991100,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.001,4.7e-06,0.001,43.180000,37.467300,43.180000,37.467300,43.180000,37.467300,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.001,4.7e-06,0.05,44.864000,44.474000,44.864000,44.474000,44.864000,44.474000,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.001,4.7e-06,0.2,50.124000,35.679600,50.124000,35.679600,49.426000,36.438000,0.000000,0.000000,-0.698000,0.758400
ff_125c_2.97v,0.001,4.7e-06,0.5,61.132000,28.226500,61.132000,28.226500,61.132000,28.226500,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,1e-06,0.001,58.567000,17.964600,58.567000,17.964600,58.567000,17.964600,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,1e-06,0.05,61.286000,20.739900,61.286000,20.739900,61.286000,20.739900,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,1e-06,0.2,69.662000,22.643600,69.662000,22.643600,69.662000,22.643600,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,1e-06,0.5,86.982900,17.703900,86.982900,17.703900,86.982900,17.703900,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,3.3e-07,0.001,42.629000,8.306730,42.629000,8.306730,42.629000,8.306730,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,3.3e-07,0.05,45.099000,9.214610,45.099000,9.214610,45.099000,9.214610,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,3.3e-07,0.2,52.308000,11.941700,52.308000,11.941700,52.308000,11.941700,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,3.3e-07,0.5,65.060000,13.465000,65.060000,13.465000,65.060000,13.465000,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,4.7e-06,0.001,41.300000,31.610800,41.300000,31.610800,41.300000,31.610800,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,4.7e-06,0.05,45.082000,35.518100,45.082000,35.518100,45.082000,35.518100,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,4.7e-06,0.2,57.075000,26.452300,57.075000,26.452300,57.075000,26.452300,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.01,4.7e-06,0.5,83.159300,18.983100,83.159300,18.983100,83.159300,18.983100,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,1e-06,0.001,54.613000,15.471500,54.613000,15.471500,54.613000,15.471500,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,1e-06,0.05,58.113000,18.287300,58.113000,18.287300,58.113000,18.287300,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,1e-06,0.2,68.786000,20.438200,68.786000,20.438200,68.786000,20.438200,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,1e-06,0.5,90.284300,15.532300,90.284300,15.532300,90.284300,15.532300,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,3.3e-07,0.001,30.629000,5.821600,30.629000,5.821600,30.629000,5.821600,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,3.3e-07,0.05,33.684000,6.736560,33.684000,6.736560,33.684000,6.736560,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,3.3e-07,0.2,42.338000,9.527700,42.338000,9.527700,42.338000,9.527700,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,3.3e-07,0.5,55.990000,11.243600,55.990000,11.243600,55.990000,11.243600,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,4.7e-06,0.001,42.563000,29.114700,42.563000,29.114700,42.563000,29.114700,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,4.7e-06,0.05,47.378000,33.316800,47.378000,33.316800,47.378000,33.316800,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,4.7e-06,0.2,62.739000,24.275000,62.739000,24.275000,62.739000,24.275000,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.025,4.7e-06,0.5,96.871400,16.807000,96.871400,16.807000,96.871400,16.807000,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,1e-06,0.001,51.881000,13.630100,51.881000,13.630100,51.881000,13.630100,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,1e-06,0.05,56.050000,16.413000,56.050000,16.413000,56.050000,16.413000,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,1e-06,0.2,68.589000,18.594600,68.589000,18.594600,68.589000,18.594600,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,1e-06,0.5,92.139600,13.705800,92.139600,13.705800,92.139600,13.705800,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,3.3e-07,0.001,21.615000,3.992700,21.615000,3.992700,21.615000,3.992700,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,3.3e-07,0.05,25.146000,4.897420,25.146000,4.897420,25.146000,4.897420,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,3.3e-07,0.2,34.876000,7.659450,34.876000,7.659450,34.876000,7.659450,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,3.3e-07,0.5,48.408000,9.403810,48.408000,9.403810,48.408000,9.403810,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,4.7e-06,0.001,43.984000,27.265800,43.984000,27.265800,43.984000,27.265800,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,4.7e-06,0.05,49.621000,31.470300,49.621000,31.470300,49.621000,31.470300,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,4.7e-06,0.2,67.700000,22.439200,67.700000,22.439200,67.700000,22.439200,0.000000,0.000000,0.000000,0.000000
ff_125c_2.97v,0.05,4.7e-06,0.5,108.763100,14.974800,108.763100,14.974800,108.763100,14.974800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,1e-06,0.001,7.279000,78.627000,7.279000,78.627000,7.279000,78.627000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,1e-06,0.05,7.295000,82.052200,7.295000,82.052200,7.295000,82.052200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,1e-06,0.2,7.343000,80.851200,7.343000,80.851200,7.343000,80.851200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,1e-06,0.5,7.440000,80.948100,7.440000,80.948100,7.440000,80.948100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,3.3e-07,0.001,11.592000,69.568000,11.592000,69.568000,11.592000,69.568000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,3.3e-07,0.05,11.601000,70.612300,11.601000,70.612300,11.601000,70.612300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,3.3e-07,0.2,11.629000,74.831000,11.629000,74.831000,11.629000,74.831000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,3.3e-07,0.5,11.685000,80.956800,11.685000,80.956800,11.685000,80.956800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,4.7e-06,0.001,4.895000,89.356900,4.895000,89.356900,4.895000,89.356900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,4.7e-06,0.05,4.929000,80.800200,4.929000,80.800200,4.929000,80.800200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,4.7e-06,0.2,5.034000,80.847900,5.034000,80.847900,5.034000,80.847900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0,4.7e-06,0.5,5.244000,80.944800,5.244000,80.944800,5.244000,80.944800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,1e-06,0.001,68.305000,34.737400,68.305000,34.737400,68.305000,34.737400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,1e-06,0.05,68.162000,39.720600,68.162000,39.720600,68.733000,39.902800,0.000000,0.000000,0.571000,0.182200
ff_125c_3.30v,0.0001,1e-06,0.2,70.050000,50.756700,70.050000,50.756700,70.050000,50.756700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,1e-06,0.5,72.711000,45.714400,72.711000,45.714400,72.711000,45.714400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,3.3e-07,0.001,65.477000,25.055400,65.477000,25.055400,65.477000,25.055400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,3.3e-07,0.05,65.413000,26.366800,65.413000,26.366800,65.921000,26.478300,0.000000,0.000000,0.508000,0.111500
ff_125c_3.30v,0.0001,3.3e-07,0.2,67.274000,32.612000,67.274000,32.612000,67.274000,32.612000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,3.3e-07,0.5,69.949000,41.194200,69.949000,41.194200,69.949000,41.194200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,4.7e-06,0.001,38.575000,48.477000,38.575000,48.477000,38.575000,48.477000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,4.7e-06,0.05,38.785000,65.256200,38.785000,65.256200,39.186000,64.665300,0.000000,0.000000,0.401000,-0.590900
ff_125c_3.30v,0.0001,4.7e-06,0.2,41.071000,54.608100,41.071000,54.608100,41.071000,54.608100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.0001,4.7e-06,0.5,44.894000,46.876200,44.894000,46.876200,44.894000,46.876200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,1e-06,0.001,69.998000,23.350600,69.998000,23.350600,69.998000,23.350600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,1e-06,0.05,71.572000,27.218200,71.572000,27.218200,71.572000,27.218200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,1e-06,0.2,76.387000,31.922800,76.387000,31.922800,76.387000,31.922800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,1e-06,0.5,86.096000,27.015400,86.096000,27.015400,86.096000,27.015400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,3.3e-07,0.001,51.369000,13.676400,51.369000,13.676400,51.369000,13.676400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,3.3e-07,0.05,52.849000,14.843400,52.849000,14.843400,52.849000,14.843400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,3.3e-07,0.2,57.269000,18.969900,57.269000,18.969900,57.269000,18.969900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,3.3e-07,0.5,65.643000,22.621300,65.643000,22.621300,65.643000,22.621300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,4.7e-06,0.001,47.414000,37.053000,47.414000,37.053000,47.414000,37.053000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,4.7e-06,0.05,49.259000,44.897800,49.259000,44.897800,49.259000,44.897800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,4.7e-06,0.2,55.043000,35.758600,55.043000,35.758600,55.043000,35.758600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.001,4.7e-06,0.5,67.272000,28.254700,67.272000,28.254700,67.272000,28.254700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,1e-06,0.001,59.137000,17.808900,59.137000,17.808900,59.137000,17.808900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,1e-06,0.05,62.188000,21.048200,62.188000,21.048200,62.188000,21.048200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,1e-06,0.2,71.554000,22.906100,71.554000,22.906100,71.554000,22.906100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,1e-06,0.5,90.828600,17.669700,90.828600,17.669700,90.828600,17.669700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,3.3e-07,0.001,40.298000,8.144860,40.298000,8.144860,40.298000,8.144860,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,3.3e-07,0.05,43.038000,9.190540,43.038000,9.190540,43.038000,9.190540,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,3.3e-07,0.2,50.965000,12.388100,50.965000,12.388100,50.965000,12.388100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,3.3e-07,0.5,64.554000,13.830300,64.554000,13.830300,64.554000,13.830300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,4.7e-06,0.001,43.654000,31.485200,43.654000,31.485200,43.654000,31.485200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,4.7e-06,0.05,47.769000,35.706300,47.769000,35.706300,47.769000,35.706300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,4.7e-06,0.2,60.879000,26.343300,60.879000,26.343300,60.879000,26.343300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.01,4.7e-06,0.5,89.899100,18.827500,89.899100,18.827500,89.899100,18.827500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,1e-06,0.001,54.469000,15.360600,54.469000,15.360600,54.469000,15.360600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,1e-06,0.05,58.373000,18.652300,58.373000,18.652300,58.373000,18.652300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,1e-06,0.2,70.207000,20.785800,70.207000,20.785800,70.207000,20.785800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,1e-06,0.5,93.400600,15.580500,93.400600,15.580500,93.400600,15.580500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,3.3e-07,0.001,28.452000,5.703310,28.452000,5.703310,28.452000,5.703310,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,3.3e-07,0.05,31.791000,6.757840,31.791000,6.757840,31.791000,6.757840,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,3.3e-07,0.2,41.177000,10.038800,41.177000,10.038800,41.177000,10.038800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,3.3e-07,0.5,55.457000,11.694800,55.457000,11.694800,55.457000,11.694800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,4.7e-06,0.001,44.523000,29.034800,44.523000,29.034800,44.523000,29.034800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,4.7e-06,0.05,49.777000,33.588500,49.777000,33.588500,49.777000,33.588500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,4.7e-06,0.2,66.625000,24.250900,66.625000,24.250900,66.625000,24.250900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.025,4.7e-06,0.5,104.924300,16.737400,104.924300,16.737400,104.924300,16.737400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,1e-06,0.001,51.163000,13.497700,51.163000,13.497700,51.163000,13.497700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,1e-06,0.05,55.812000,16.750700,55.812000,16.750700,55.812000,16.750700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,1e-06,0.2,69.658000,18.925800,69.658000,18.925800,69.658000,18.925800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,1e-06,0.5,93.440900,13.735500,93.440900,13.735500,93.440900,13.735500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,3.3e-07,0.001,19.585000,3.850430,19.585000,3.850430,19.585000,3.850430,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,3.3e-07,0.05,23.420000,4.892790,23.420000,4.892790,23.420000,4.892790,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,3.3e-07,0.2,33.921000,8.139750,33.921000,8.139750,33.921000,8.139750,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,3.3e-07,0.5,47.983000,9.835300,47.983000,9.835300,47.983000,9.835300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,4.7e-06,0.001,45.799000,27.165100,45.799000,27.165100,45.799000,27.165100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,4.7e-06,0.05,51.979000,31.726200,51.979000,31.726200,51.979000,31.726200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,4.7e-06,0.2,71.921000,22.399000,71.921000,22.399000,71.921000,22.399000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.30v,0.05,4.7e-06,0.5,118.297200,14.888200,118.297200,14.888200,118.297200,14.888200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,1e-06,0.001,8.275000,79.082800,8.275000,79.082800,8.275000,79.082800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,1e-06,0.05,8.291000,82.683700,8.291000,82.683700,8.291000,82.683700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,1e-06,0.2,8.340000,81.467900,8.340000,81.467900,8.340000,81.467900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,1e-06,0.5,8.437000,81.567500,8.437000,81.567500,8.437000,81.567500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,3.3e-07,0.001,12.099000,70.107700,12.099000,70.107700,12.099000,70.107700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,3.3e-07,0.05,12.108000,71.212900,12.108000,71.212900,12.108000,71.212900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,3.3e-07,0.2,12.136000,75.779300,12.136000,75.779300,12.136000,75.779300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,3.3e-07,0.5,12.192000,81.575300,12.192000,81.575300,12.192000,81.575300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,4.7e-06,0.001,7.146000,89.519600,7.146000,89.519600,7.146000,89.519600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,4.7e-06,0.05,7.180000,81.416000,7.180000,81.416000,7.180000,81.416000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,4.7e-06,0.2,7.286000,81.464900,7.286000,81.464900,7.286000,81.464900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0,4.7e-06,0.5,7.497000,81.564400,7.497000,81.564400,7.497000,81.564400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,1e-06,0.001,70.037000,34.567400,70.037000,34.567400,70.037000,34.567400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,1e-06,0.05,69.979000,40.277100,69.979000,40.277100,70.516000,40.480000,0.000000,0.000000,0.537000,0.202900
ff_125c_3.63v,0.0001,1e-06,0.2,71.989000,51.401300,71.989000,51.401300,71.989000,51.401300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,1e-06,0.5,74.961000,45.978500,74.961000,45.978500,74.961000,45.978500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,3.3e-07,0.001,62.811000,24.880200,62.811000,24.880200,62.811000,24.880200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,3.3e-07,0.05,62.833000,26.347100,62.833000,26.347100,63.303000,26.463600,0.000000,0.000000,0.470000,0.116500
ff_125c_3.63v,0.0001,3.3e-07,0.2,64.801000,33.662000,64.801000,33.662000,64.801000,33.662000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,3.3e-07,0.5,67.753000,42.012300,67.753000,42.012300,67.753000,42.012300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,4.7e-06,0.001,41.052000,48.337400,41.052000,48.337400,41.052000,48.337400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,4.7e-06,0.05,41.303000,65.988600,41.303000,65.988600,41.705000,65.381400,0.000000,0.000000,0.402000,-0.607200
ff_125c_3.63v,0.0001,4.7e-06,0.2,43.717000,54.824200,43.717000,54.824200,43.717000,54.824200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.0001,4.7e-06,0.5,47.807000,47.032700,47.807000,47.032700,47.807000,47.032700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,1e-06,0.001,69.181000,22.921300,69.181000,22.921300,69.181000,22.921300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,1e-06,0.05,71.005000,27.415100,71.005000,27.415100,71.005000,27.415100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,1e-06,0.2,76.550000,32.397600,76.550000,32.397600,76.550000,32.397600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,1e-06,0.5,87.604500,27.196800,87.604500,27.196800,87.604500,27.196800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,3.3e-07,0.001,46.934000,13.241400,46.934000,13.241400,46.934000,13.241400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,3.3e-07,0.05,48.580000,14.565300,48.580000,14.565300,48.580000,14.565300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,3.3e-07,0.2,53.476000,19.441200,53.476000,19.441200,53.476000,19.441200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,3.3e-07,0.5,62.644000,23.213200,62.644000,23.213200,62.644000,23.213200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,4.7e-06,0.001,51.582000,36.655700,51.582000,36.655700,51.582000,36.655700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,4.7e-06,0.05,53.600000,45.301200,53.600000,45.301200,53.600000,45.301200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,4.7e-06,0.2,59.952000,35.873800,59.952000,35.873800,59.952000,35.873800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.001,4.7e-06,0.5,73.541000,28.328000,73.541000,28.328000,73.541000,28.328000,0.000000,0.000000,0.000000,0.000000
