corner_id,process,temp_c,vin_v,variant,phase,ssr_cmd,ssr_v,load_model,iload_ma,rload_ohm,ceff_uf,esr_ohm,vout_v,fb_v,iinj_ua,isup_ma,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,resurgence_db,margin_vs_dr0001,resurgence_vs_dr0008
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,1,0.05,1.79934,1.19956,0,50.02,136.3,309606,53.40,1.17414e+06,15.70,-0.4881,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,1,0.1,1.79934,1.19956,0,50.02,136.3,313485,58.72,1.55317e+06,18.43,-0.4671,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,1,0.2,1.79934,1.19956,0,50.02,136.3,330468,68.92,2.02015e+06,18.20,-0.4627,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,1,0.5,1.79934,1.19956,0,50.02,136.3,549011,88.62,2.33476e+06,12.97,-0.2481,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79934,1.19956,0,50.02,136.3,82660.8,48.66,919241,25.89,-0.5952,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79934,1.19956,0,50.02,136.3,83110,55.60,2.10239e+06,31.00,-0.5911,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79934,1.19956,0,50.02,136.3,84542.4,62.88,2.32692e+06,26.84,-0.5693,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79934,1.19956,0,50.02,136.3,91031.1,78.18,2.43412e+06,21.61,-0.4873,PASS,PASS
ff_27c_2.97v,ff,27,2.97,binj,anchor,free,2.08824,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79934,1.19956,0,50.02,136.3,290313,125.86,2.49328e+06,14.09,-0.07823,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,1,0.001,1.7993,1.19953,-1.667e-05,50.02,137.7,343551,46.48,961584,12.10,-0.4994,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,1,0.05,1.7993,1.19953,-1.667e-05,50.02,137.7,345222,52.43,1.29861e+06,16.19,-0.5036,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,1,0.1,1.7993,1.19953,-1.667e-05,50.02,137.7,350525,58.28,1.78046e+06,19.21,-0.5086,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,1,0.2,1.7993,1.19953,-1.667e-05,50.02,137.7,374017,69.33,2.30092e+06,18.56,-0.4377,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,1,0.5,1.7993,1.19953,-1.667e-05,50.02,137.7,674992,85.50,2.62699e+06,13.02,-0.2791,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,4.7,0.001,1.7993,1.19953,-1.667e-05,50.02,137.7,91205.8,50.32,980071,25.82,-0.575,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,4.7,0.05,1.7993,1.19953,-1.667e-05,50.02,137.7,91836,57.99,2.38776e+06,31.28,-0.5532,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,4.7,0.1,1.7993,1.19953,-1.667e-05,50.02,137.7,93838.6,66.04,2.61943e+06,26.91,-0.5406,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,4.7,0.2,1.7993,1.19953,-1.667e-05,50.02,137.7,103233,83.11,2.72945e+06,21.60,-0.4544,PASS,PASS
ff_27c_3.30v,ff,27,3.3,binj,anchor,free,2.16691,ideal-sink-50mA,50,1e+12,4.7,0.5,1.7993,1.19953,-1.667e-05,50.02,137.7,514122,115.81,2.79e+06,14.04,-0.1276,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,1,0.001,1.79919,1.19946,-4.235e-16,50.02,137.3,376188,44.99,1.0144e+06,12.01,-0.5254,FAIL,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,1,0.05,1.79919,1.19946,-4.235e-16,50.02,137.3,378336,51.48,1.42571e+06,16.71,-0.5202,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,1,0.1,1.79919,1.19946,-4.235e-16,50.02,137.3,385193,57.82,2.01628e+06,19.94,-0.4961,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,1,0.2,1.79919,1.19946,-4.235e-16,50.02,137.3,415889,69.59,2.5788e+06,18.86,-0.467,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,1,0.5,1.79919,1.19946,-4.235e-16,50.02,137.3,791933,82.50,2.91478e+06,13.11,-0.2855,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79919,1.19946,-4.235e-16,50.02,137.3,99461.1,51.68,1.03604e+06,25.76,-0.5599,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79919,1.19946,-4.235e-16,50.02,137.3,100302,60.03,2.66948e+06,31.52,-0.5206,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79919,1.19946,-4.235e-16,50.02,137.3,102991,68.84,2.90666e+06,26.99,-0.5124,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79919,1.19946,-4.235e-16,50.02,137.3,116129,87.63,3.01906e+06,21.62,-0.3969,PASS,PASS
ff_27c_3.63v,ff,27,3.63,binj,anchor,free,2.24155,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79919,1.19946,-4.235e-16,50.02,137.3,682960,106.48,3.08178e+06,14.04,-0.2077,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,1,0.001,1.79908,1.19939,1.667e-05,50.02,130.8,237717,51.88,861503,13.63,-0.4744,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,1,0.05,1.79908,1.19939,1.667e-05,50.02,130.8,238258,56.05,1.07418e+06,16.41,-0.5051,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,1,0.1,1.79908,1.19939,1.667e-05,50.02,130.8,240023,60.26,1.35459e+06,18.59,-0.4816,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,1,0.2,1.79908,1.19939,1.667e-05,50.02,130.8,247606,68.59,1.74157e+06,18.59,-0.4301,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,1,0.5,1.79908,1.19939,1.667e-05,50.02,130.8,329734,92.14,2.03388e+06,13.70,-0.2547,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79908,1.19939,1.667e-05,50.02,130.8,67291.9,43.99,874269,27.26,-0.6202,FAIL,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79908,1.19939,1.667e-05,50.02,130.8,67513.4,49.63,1.81545e+06,31.47,-0.6449,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79908,1.19939,1.667e-05,50.02,130.8,68216.9,55.51,2.02534e+06,27.56,-0.6423,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79908,1.19939,1.667e-05,50.02,130.8,71249,67.71,2.1275e+06,22.44,-0.5461,PASS,PASS
ff_125c_2.97v,ff,125,2.97,binj,anchor,free,1.98709,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79908,1.19939,1.667e-05,50.02,130.8,107906,108.78,2.18481e+06,14.97,-0.2272,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,1,0.001,1.79901,1.19934,4.235e-16,50.02,131.8,265823,51.17,915703,13.50,-0.5098,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,1,0.05,1.79901,1.19934,4.235e-16,50.02,131.8,266605,55.82,1.17692e+06,16.75,-0.4782,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,1,0.1,1.79901,1.19934,4.235e-16,50.02,131.8,269100,60.49,1.53049e+06,19.22,-0.4894,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,1,0.2,1.79901,1.19934,4.235e-16,50.02,131.8,279897,69.66,1.97144e+06,18.92,-0.4593,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,1,0.5,1.79901,1.19934,4.235e-16,50.02,131.8,408901,93.45,2.27781e+06,13.73,-0.2458,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79901,1.19934,4.235e-16,50.02,131.8,73675.5,45.80,930966,27.16,-0.6228,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79901,1.19934,4.235e-16,50.02,131.8,73979.4,51.98,2.05041e+06,31.73,-0.6357,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79901,1.19934,4.235e-16,50.02,131.8,74936.5,58.44,2.26935e+06,27.61,-0.6011,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79901,1.19934,4.235e-16,50.02,131.8,79128.1,71.92,2.37472e+06,22.40,-0.5033,PASS,PASS
ff_125c_3.30v,ff,125,3.3,binj,anchor,free,2.06499,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79901,1.19934,4.235e-16,50.02,131.8,143796,118.30,2.43363e+06,14.89,-0.1545,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,1,0.001,1.79884,1.19923,1.667e-05,50.02,131.3,292333,50.33,965440,13.40,-0.4859,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,1,0.05,1.79884,1.19923,1.667e-05,50.02,131.3,293383,55.43,1.27956e+06,17.13,-0.5031,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,1,0.1,1.79884,1.19923,1.667e-05,50.02,131.3,296708,60.53,1.71235e+06,19.84,-0.4939,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,1,0.2,1.79884,1.19923,1.667e-05,50.02,131.3,311217,70.45,2.19966e+06,19.23,-0.4343,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,1,0.5,1.79884,1.19923,1.667e-05,50.02,131.3,497503,93.08,2.51719e+06,13.79,-0.2369,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79884,1.19923,1.667e-05,50.02,131.3,79777.8,47.34,983239,27.10,-0.6215,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79884,1.19923,1.667e-05,50.02,131.3,80176.4,54.04,2.28272e+06,31.96,-0.6228,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79884,1.19923,1.667e-05,50.02,131.3,81429.9,61.06,2.50895e+06,27.68,-0.556,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79884,1.19923,1.667e-05,50.02,131.3,87023.1,75.78,2.61703e+06,22.40,-0.5013,PASS,PASS
ff_125c_3.63v,ff,125,3.63,binj,anchor,free,2.13907,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79884,1.19923,1.667e-05,50.02,131.3,211963,126.01,2.67725e+06,14.85,-0.0899,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,1,0.001,1.79946,1.19964,0,50.01,137.3,336759,41.75,762887,9.94,-0.5473,FAIL,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,1,0.05,1.79946,1.19964,0,50.01,137.3,338273,47.54,957776,13.10,-0.5559,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,1,0.1,1.79946,1.19964,0,50.01,137.3,343049,53.15,1.24969e+06,16.12,-0.5163,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,1,0.2,1.79946,1.19964,0,50.01,137.3,363953,63.42,1.69755e+06,17.08,-0.4517,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,1,0.5,1.79946,1.19964,0,50.01,137.3,592540,77.34,2.02476e+06,12.45,-0.318,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79946,1.19964,0,50.01,137.3,84838.5,56.50,774100,23.59,-0.4961,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79946,1.19964,0,50.01,137.3,85394.6,63.60,1.78286e+06,30.05,-0.5376,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79946,1.19964,0,50.01,137.3,87172.1,71.04,2.01685e+06,26.30,-0.4812,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79946,1.19964,0,50.01,137.3,95568,86.73,2.12753e+06,21.21,-0.3924,PASS,PASS
fs_-40c_2.97v,fs,-40,2.97,binj,anchor,free,2.32378,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79946,1.19964,0,50.01,137.3,440291,112.12,2.1881e+06,13.76,-0.1432,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,1,0.001,1.79944,1.19963,1.667e-05,50.01,139.5,372551,39.43,812766,9.84,-0.5351,FAIL,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,1,0.05,1.79944,1.19963,1.667e-05,50.01,139.5,374552,45.81,1.05704e+06,13.56,-0.5342,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,1,0.1,1.79944,1.19963,1.667e-05,50.01,139.5,380822,51.94,1.43936e+06,17.04,-0.5258,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,1,0.2,1.79944,1.19963,1.667e-05,50.01,139.5,408411,62.96,1.95316e+06,17.57,-0.4608,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,1,0.5,1.79944,1.19963,1.667e-05,50.01,139.5,695509,74.68,2.29184e+06,12.53,-0.3549,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79944,1.19963,1.667e-05,50.01,139.5,95111.2,57.65,826379,23.52,-0.4955,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,4.7,0.05,1.79944,1.19963,1.667e-05,50.01,139.5,95922.1,65.60,2.04343e+06,30.43,-0.515,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,4.7,0.1,1.79944,1.19963,1.667e-05,50.01,139.5,98523,73.93,2.28453e+06,26.41,-0.451,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,4.7,0.2,1.79944,1.19963,1.667e-05,50.01,139.5,111441,91.57,2.39754e+06,21.22,-0.3682,PASS,PASS
fs_-40c_3.30v,fs,-40,3.3,binj,anchor,free,2.41159,ideal-sink-50mA,50,1e+12,4.7,0.5,1.79944,1.19963,1.667e-05,50.01,139.5,590475,101.96,2.4591e+06,13.71,-0.2172,PASS,PASS
fs_-40c_3.63v,fs,-40,3.63,binj,anchor,free,2.4946,ideal-sink-50mA,50,1e+12,1,0.001,1.79939,1.1996,3.333e-05,50.01,140.4,404924,37.48,859438,9.78,-0.5886,FAIL,PASS
fs_-40c_3.63v,fs,-40,3.63,binj,anchor,free,2.4946,ideal-sink-50mA,50,1e+12,1,0.05,1.79939,1.1996,3.333e-05,50.01,140.4,407426,44.39,1.15987e+06,14.09,-0.5775,FAIL,PASS
fs_-40c_3.63v,fs,-40,3.63,binj,anchor,free,2.4946,ideal-sink-50mA,50,1e+12,1,0.1,1.79939,1.1996,3.333e-05,50.01,140.4,415245,51.00,1.64492e+06,17.96,-0.54,PASS,PASS
fs_-40c_3.63v,fs,-40,3.63,binj,anchor,free,2.4946,ideal-sink-50mA,50,1e+12,1,0.2,1.79939,1.1996,3.333e-05,50.01,140.4,449796,62.66,2.21215e+06,18.00,-0.4826,PASS,PASS
fs_-40c_3.63v,fs,-40,3.63,binj,anchor,free,2.4946,ideal-sink-50mA,50,1e+12,1,0.5,1.79939,1.1996,3.333e-05,50.01,140.4,790658,72.71,2.55914e+06,12.64,-0.3682,PASS,PASS
fs_-40c_3.63v,fs,-40,3.63,binj,anchor,free,2.4946,ideal-sink-50mA,50,1e+12,4.7,0.001,1.79939,1.1996,3.333e-05,50.01,140.4,105058,58.41,875541,23.50,-0.53,PASS,PASS
