corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
ss_-40c_3.30v,ss,-40,3.30,1.79946,49.9849,49995.3,1.02613,11.3919,7.35883e-05,3.3,3.3,0.000153915,2.39811e-06,8.70333e-06,7.95927e-10,0.000156313,8.19313e-05,0.00568073,1.77744,1.91464,1.68883,209.581,3.22026,209.581,0.182609,3.46289e-09,1.70545e-06,3.3,5680.73
ss_-40c_3.63v,ss,-40,3.63,1.7994,49.9832,49995,1.02613,12.7581,0.000210325,3.63,3.63,0.000319774,2.39811e-06,1.37951e-05,1.11225e-09,0.000322172,0.000234259,0.00577106,1.8184,1.88811,1.71923,247.931,2.4404,247.931,0.157977,1.75759e-08,1.70695e-06,3.62996,5771.06
ss_27c_2.97v,ss,27,2.97,1.79939,49.9831,49993,1.15756,11.0875,2.60033e-05,2.97,2.97,9.44839e-05,2.42161e-06,6.52304e-06,8.46153e-10,9.69055e-05,2.89457e-05,0.00495146,1.83768,1.88652,1.71137,147.2,2.91582,147.2,0.159245,-1.00635e-08,1.73367e-06,2.97006,4951.46
ss_27c_3.30v,ss,27,3.30,1.79936,49.9823,49993.7,1.15756,12.5369,7.48629e-05,3.3,3.3,0.000160385,2.42161e-06,8.80356e-06,1.01012e-09,0.000162807,8.33512e-05,0.00508408,1.79023,1.887,1.7183,165.08,2.40111,155.502,0.136179,1.22957e-08,1.79635e-06,3.29995,5084.08
ss_27c_3.63v,ss,27,3.63,1.79928,49.9801,49992.9,1.15757,14.0207,0.000211996,3.63,3.63,0.000324636,2.42161e-06,1.38784e-05,1.39909e-09,0.000327058,0.000236127,0.00516901,1.8238,1.85646,1.73829,168.069,2.60633,163.046,0.118168,1.24472e-08,1.68771e-06,3.62998,5169.01
ss_125c_2.97v,ss,125,2.97,1.79923,49.9787,49989.8,1.32537,12.394,0.00119983,2.97,2.97,0.00145377,2.71009e-05,1.16264e-05,2.01484e-09,0.00148087,0.00133612,0.0044234,1.77288,1.85838,1.72955,135.144,2.92109,134.221,0.115365,5.07048e-08,1.73557e-06,2.96998,4423.4
ss_125c_3.30v,ss,125,3.30,1.7992,49.9777,49990.3,1.32538,13.9752,0.00137062,3.3,3.3,0.00165466,2.71009e-05,1.38535e-05,2.15889e-09,0.00168176,0.00152663,0.00452923,1.83015,1.86039,1.73566,145.569,2.51719,145.569,0.116945,4.20083e-08,1.76503e-06,3.30008,4529.23
ss_125c_3.63v,ss,125,3.63,1.79908,49.9745,49988.7,1.32539,15.5916,0.00164907,3.63,3.63,0.00198088,2.71009e-05,1.90455e-05,2.60586e-09,0.00200798,0.00183762,0.00460609,1.77688,1.84285,1.7481,148.729,2.68783,148.294,0.0912971,6.88442e-08,1.78149e-06,3.62999,4606.09
fs_-40c_2.97v,fs,-40,2.97,1.79946,49.9851,49996.3,1.28264,12.4695,3.06158e-05,2.97,2.97,9.76994e-05,2.39977e-06,6.64455e-06,5.89296e-10,0.000100099,3.40819e-05,0.004048,1.80061,1.89639,1.71639,199.942,2.91154,184.165,0.152507,-4.62221e-09,1.7552e-06,2.97003,4048
fs_-40c_3.30v,fs,-40,3.30,1.79944,49.9845,49997.3,1.28264,14.102,9.41584e-05,3.3,3.3,0.000179325,2.39977e-06,9.39149e-06,7.4579e-10,0.000181725,0.000104845,0.00415288,1.79868,1.92776,1.70969,258.217,2.27557,242.548,0.176097,6.4922e-09,1.7555e-06,3.29999,4152.88
fs_-40c_3.63v,fs,-40,3.63,1.7994,49.9832,49997.7,1.28264,15.7724,0.000269131,3.63,3.63,0.000389972,2.39977e-06,1.56354e-05,1.10807e-09,0.000392372,0.000299814,0.00421523,1.79894,1.87717,1.72536,279.557,2.2937,269.546,0.148279,8.20707e-09,1.71902e-06,3.63001,4215.23
fs_27c_2.97v,fs,27,2.97,1.79937,49.9826,49994.9,1.44692,13.7634,3.31928e-05,2.97,2.97,0.000107069,4.77389e-06,6.7707e-06,7.45214e-10,0.000111843,3.69501e-05,0.0036281,1.78377,1.88311,1.72604,165.967,2.91747,161.115,0.154938,1.53748e-09,1.68482e-06,2.97,3628.1
fs_27c_3.30v,fs,27,3.30,1.79935,49.9819,49996,1.44693,15.5378,9.7079e-05,3.3,3.3,0.000187818,4.77389e-06,9.48892e-06,9.3447e-10,0.000192592,0.000108094,0.0037171,1.82069,1.87042,1.7115,194.583,2.29602,190.557,0.116029,-1.10806e-09,1.74264e-06,3.30002,3717.1
fs_27c_3.63v,fs,27,3.63,1.79929,49.9804,49996.3,1.44693,17.3516,0.000272562,3.63,3.63,0.000400108,4.77389e-06,1.58106e-05,1.37613e-09,0.000404882,0.000303634,0.00377765,1.79665,1.85067,1.74061,226.455,2.41059,198.459,0.100142,4.54146e-10,1.74258e-06,3.63005,3777.65
fs_125c_2.97v,fs,125,2.97,1.79921,49.9781,49991.9,1.65669,15.3996,0.00250123,2.97,2.97,0.00378506,0.000957194,2.15418e-05,1.96156e-09,0.00474226,0.00278616,0.00325999,1.78636,1.85268,1.7517,144.71,2.9199,141.82,0.095288,1.0767e-07,1.7959e-06,2.96995,3259.99
fs_125c_3.30v,fs,125,3.30,1.79918,49.9773,49993,1.6567,17.3344,0.00278443,3.3,3.3,0.00412792,0.000957194,2.45336e-05,2.14523e-09,0.00508511,0.00310259,0.00333408,1.81962,1.85103,1.75191,154.655,2.52656,151.791,0.085373,9.98253e-08,1.83354e-06,3.30007,3334.08
fs_125c_3.63v,fs,125,3.63,1.79911,49.9752,49992.8,1.65671,19.3103,0.00321825,3.63,3.63,0.00465231,0.000957194,3.12076e-05,2.66115e-09,0.0056095,0.00358827,0.00339062,1.78066,1.83467,1.75544,173.218,2.71308,164.366,0.071233,1.40278e-07,1.79446e-06,3.62994,3390.62
sf_-40c_2.97v,sf,-40,2.97,1.79948,49.9856,49996.5,1.28263,12.2142,4.91136e-05,2.97,2.97,0.000118948,2.39812e-06,7.25664e-06,6.97859e-10,0.000121347,5.46771e-05,0.00417173,1.76028,1.89488,1.71919,210.592,2.92289,210.592,0.167798,1.69492e-09,1.69952e-06,2.97,4171.73
sf_-40c_3.30v,sf,-40,3.30,1.79944,49.9844,49997,1.28263,13.8708,0.000158388,3.3,3.3,0.000255518,2.39812e-06,1.14267e-05,9.5759e-10,0.000257916,0.000176399,0.00423338,1.78412,1.87933,1.73476,245.275,2.52839,228.098,0.132878,7.08024e-09,1.76521e-06,3.3,4233.38
sf_-40c_3.63v,sf,-40,3.63,1.79933,49.9814,49995.7,1.28264,15.5597,0.00044566,3.63,3.63,0.00059632,2.39812e-06,2.14133e-05,1.57047e-09,0.000598718,0.000496712,0.00427812,1.79479,1.86984,1.71376,255.66,2.58171,240.528,0.156077,1.95512e-08,1.74936e-06,3.62999,4278.12
sf_27c_2.97v,sf,27,2.97,1.79938,49.9827,49994.8,1.44691,13.5011,0.000167495,2.97,2.97,0.00025577,2.43549e-06,7.37909e-06,9.03008e-10,0.000258206,0.000186484,0.00374405,1.82143,1.87048,1.73058,159.615,2.92564,155.895,0.125755,1.38692e-08,1.73748e-06,2.96997,3744.05
sf_27c_3.30v,sf,27,3.30,1.79933,49.9812,49995.1,1.44692,15.3006,0.00029567,3.3,3.3,0.000409965,2.43549e-06,1.16521e-05,1.22254e-09,0.000412401,0.000329309,0.00380191,1.79519,1.86451,1.7373,178.175,2.6649,167.481,0.10959,1.65514e-08,1.76761e-06,3.29998,3801.91
sf_27c_3.63v,sf,27,3.63,1.79918,49.9772,49992.8,1.44692,17.135,0.000606008,3.63,3.63,0.000777193,2.43549e-06,2.16826e-05,1.97889e-09,0.000779628,0.000675478,0.00384659,1.79099,1.84215,1.73454,199.521,2.72163,171.746,0.103655,2.52377e-08,1.76293e-06,3.63,3846.59
sf_125c_2.97v,sf,125,2.97,1.79916,49.9767,49990.2,1.65666,15.1393,0.0792764,2.97,2.97,0.0886783,4.27613e-05,0.000176615,2.08549e-08,0.088721,0.0906766,0.00335159,1.81119,1.84016,1.74965,134.639,2.93195,134.639,0.0723689,3.268e-06,5.02345e-06,2.96998,3351.59
sf_125c_3.30v,sf,125,3.30,1.79908,49.9744,49989.9,1.65668,17.1002,0.0886123,3.3,3.3,0.0990888,4.27613e-05,0.000184208,2.02454e-08,0.0991316,0.101805,0.00340376,1.78617,1.84522,1.74807,144.321,2.73969,139.08,0.0921737,3.66496e-06,5.38807e-06,3.3,3403.76
sf_125c_3.63v,sf,125,3.63,1.79886,49.9683,49985.7,1.65669,19.0987,0.0995915,3.63,3.63,0.111339,4.27613e-05,0.000198408,2.05761e-08,0.111382,0.115212,0.00344698,1.81052,1.83027,1.75813,150.65,3.01688,143.752,0.0676287,4.14667e-06,5.87719e-06,3.63,3446.98
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79944,49.9843,49997.7,1.71011,15.093,3.83901e-05,2.97,2.97,0.000107783,2.39823e-06,6.89661e-06,6.38031e-10,0.000110182,4.27388e-05,0.00308262,1.79907,1.88815,1.72713,246.44,2.92033,242.502,0.15349,-1.57534e-09,1.72385e-06,2.97001,3082.62
res_ff_-40c_3.30v,res_ff,-40,3.30,1.7994,49.9835,49998.9,1.71012,17.1853,0.000121651,3.3,3.3,0.0002119,2.39823e-06,1.02015e-05,8.37795e-10,0.000214298,0.000135465,0.00314421,1.79878,1.90256,1.71846,262.259,2.43748,262.259,0.130985,8.54514e-09,1.70004e-06,3.29999,3144.21
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79933,49.9813,49998.9,1.71012,19.3225,0.000345763,3.63,3.63,0.000480086,2.39823e-06,1.81298e-05,1.30708e-09,0.000482484,0.000385268,0.00318683,1.79919,1.8585,1.74706,277.323,2.62445,270.02,0.111434,2.23765e-08,1.70066e-06,3.62997,3186.83
res_ff_27c_2.97v,res_ff,27,2.97,1.79934,49.9816,49996.4,1.92913,16.7121,4.94257e-05,2.97,2.97,0.000122906,2.68514e-06,6.99782e-06,8.11674e-10,0.000125591,5.50219e-05,0.00276222,1.79316,1.87179,1.73788,203.77,2.92486,203.77,0.114637,9.23047e-09,1.78004e-06,2.96997,2762.22
res_ff_27c_3.30v,res_ff,27,3.30,1.7993,49.9805,49997.6,1.92914,18.985,0.000134457,3.3,3.3,0.000229895,2.68514e-06,1.02972e-05,1.05554e-09,0.00023258,0.000149729,0.00281796,1.79032,1.86788,1.75189,214.105,3.06305,210.423,0.0836852,8.15179e-09,1.69889e-06,3.29999,2817.96
res_ff_27c_3.63v,res_ff,27,3.63,1.7992,49.9778,49997.1,1.92915,21.3058,0.000360851,3.63,3.63,0.000499894,2.68514e-06,1.8326e-05,1.63134e-09,0.000502579,0.000402077,0.00285918,1.79961,1.84784,1.75976,230.541,3.1481,230.541,0.0827303,1.63784e-08,1.69301e-06,3.62999,2859.18
res_ff_125c_2.97v,res_ff,125,2.97,1.79915,49.9763,49992.9,2.20877,18.7644,0.0126427,2.97,2.97,0.0143961,0.000192535,3.93359e-05,4.67486e-09,0.0145887,0.0141316,0.00246839,1.79644,1.84796,1.74938,152.943,2.93058,149.514,0.0773269,5.08943e-07,2.23394e-06,2.97,2468.39
res_ff_125c_3.30v,res_ff,125,3.30,1.7991,49.9749,49993.9,2.20879,21.2411,0.014144,3.3,3.3,0.016084,0.000192535,4.33308e-05,4.80316e-09,0.0162766,0.0158237,0.00251736,1.79756,1.84029,1.75719,167.807,3.25943,161.253,0.0753902,5.72946e-07,2.26016e-06,3.29998,2517.36
res_ff_125c_3.63v,res_ff,125,3.63,1.79895,49.9709,49992.5,2.20881,23.7691,0.0160272,3.63,3.63,0.0182022,0.000192535,5.20533e-05,5.41434e-09,0.0183948,0.0179582,0.00255587,1.81464,1.85081,1.76354,171.17,3.56364,165.525,0.0541241,6.46526e-07,2.37062e-06,3.63,2555.87
res_ss_-40c_2.97v,res_ss,-40,2.97,1.7995,49.9861,49995.7,1.02613,10.5551,3.83914e-05,2.97,2.97,0.000107783,2.39822e-06,6.89661e-06,6.38031e-10,0.000110181,4.27394e-05,0.00515387,1.81017,1.90188,1.70772,187.454,2.91533,180.141,0.185756,-2.27342e-10,1.75084e-06,2.97001,5153.87
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79947,49.9854,49996.3,1.02613,11.9124,0.00012165,3.3,3.3,0.000211903,2.39822e-06,1.02015e-05,8.37793e-10,0.000214301,0.000135464,0.00524725,1.7798,1.90459,1.72334,205.103,2.97493,205.103,0.144106,4.46176e-09,1.69543e-06,3.3,5247.25
res_ss_-40c_3.63v,res_ss,-40,3.63,1.79941,49.9836,49995.9,1.02614,13.2976,0.000345764,3.63,3.63,0.00048008,2.39822e-06,1.81298e-05,1.30707e-09,0.000482478,0.000385266,0.00530968,1.78949,1.85569,1.72977,188.44,2.44884,188.44,0.123976,8.76798e-09,1.69796e-06,3.63002,5309.68
res_ss_27c_2.97v,res_ss,27,2.97,1.79941,49.9836,49994.1,1.15757,11.631,4.94238e-05,2.97,2.97,0.000122906,2.68513e-06,6.99781e-06,8.11673e-10,0.000125591,5.50216e-05,0.00462066,1.81211,1.87389,1.71839,151.314,2.91647,151.314,0.151594,-7.35298e-09,1.72338e-06,2.97005,4620.66
res_ss_27c_3.30v,res_ss,27,3.30,1.79938,49.9827,49994.7,1.15757,13.1061,0.000134457,3.3,3.3,0.000229894,2.68513e-06,1.02972e-05,1.05554e-09,0.00023258,0.000149728,0.00470518,1.77043,1.85911,1.71375,156.492,2.36247,156.492,0.130813,-4.27102e-10,1.73871e-06,3.30003,4705.18
res_ss_27c_3.63v,res_ss,27,3.63,1.79929,49.9803,49993.8,1.15757,14.6105,0.000360851,3.63,3.63,0.000499893,2.68513e-06,1.8326e-05,1.63133e-09,0.000502578,0.000402079,0.00476714,1.77776,1.84467,1.75283,171.249,2.61025,165.806,0.0833531,9.43548e-09,1.72423e-06,3.63002,4767.14
res_ss_125c_2.97v,res_ss,125,2.97,1.79924,49.9788,49990.5,1.32539,12.9968,0.0126427,2.97,2.97,0.0143961,0.000192532,3.932e-05,4.67486e-09,0.0145886,0.0141316,0.00413503,1.83008,1.84967,1.74418,133.707,2.66025,127.047,0.100326,5.20283e-07,2.23781e-06,2.96993,4135.03
res_ss_125c_3.30v,res_ss,125,3.30,1.7992,49.9776,49990.9,1.3254,14.6049,0.014144,3.3,3.3,0.016084,0.000192532,4.33238e-05,4.80315e-09,0.0162766,0.0158237,0.004209,1.77984,1.83813,1.74959,142.071,2.50911,141.323,0.0825554,5.72557e-07,2.33089e-06,3.29998,4209
res_ss_125c_3.63v,res_ss,125,3.63,1.79907,49.9741,49989,1.3254,16.244,0.0160272,3.63,3.63,0.0182022,0.000192532,5.20396e-05,5.41432e-09,0.0183948,0.0179582,0.00426654,1.81122,1.83026,1.76032,160.252,2.57668,159.429,0.0637064,6.51972e-07,2.39991e-06,3.62997,4266.54
